,NMP_corr,NMP_pval,NMP_qval,NMP_ci_low,NMP_ci_high,gene_annotation
ENSMUSG00000024498,0.00025480599602797547,0.9393167892015627,0.9402742205926843,-0.006305202273733408,0.0068147923353673355,Tcerg1
ENSMUSG00000097272,0.00023634052756114253,0.9437068354995415,0.9445532093430389,-0.0063236670070570536,0.006796327721027096,Gm26649
ENSMUSG00000016520,0.00020764522757475235,0.9505323040244976,0.9513072366056361,-0.006352361155755192,0.006767633739474501,Lnx2
ENSMUSG00000025855,0.00019080088946455093,0.9545406243346857,0.9552409476100596,-0.0063692048130194025,0.006750790170262152,Prkar1b
ENSMUSG00000022696,0.0001437100718615922,0.9657522519288148,0.966382021900728,-0.006416293707467753,0.0067037014824762545,Sidt1
ENSMUSG00000068105,0.0001267585391145751,0.9697899353132284,0.9703827889232745,-0.006433244540805195,0.0066867507092895325,Tnfrsf13c
ENSMUSG00000071984,0.00010161485444464651,0.975780302004161,0.9763370272559361,-0.006458387181119508,0.006661608144308943,Fndc1
ENSMUSG00000097289,8.703606959756923e-05,0.9792542775818205,0.9797730560817008,-0.006472965356630634,0.006647030004880203,2010300F17Rik
ENSMUSG00000104461,8.340742269100665e-05,0.9801190108125745,0.9805183747644988,-0.006476593851440616,0.006643401518184316,Gm37662
ENSMUSG00000024925,6.837864914003414e-05,0.9837007154422835,0.9840614417772459,-0.006491621993213568,0.006628373406338864,Rnaseh2c
ENSMUSG00000022554,4.2719352211056966e-05,0.9898166399046133,0.9900585897065944,-0.006517280204631159,0.006602715232320792,Hgh1
ENSMUSG00000041849,2.3320733252814112e-05,0.9944407408300875,0.9946027810355348,-0.006536677997201135,0.006583317456557941,Card6
ENSMUSG00000024306,2.1428914090051263e-05,0.9948917113410508,0.9950132916552804,-0.0065385697355075,0.006581425719362244,Ccdc178
ENSMUSG00000006906,8.204644417154792e-06,0.9980441409118005,0.9980441409118005,-0.006551793438663494,0.0065682020213475205,Stambp
ENSMUSG00000049957,-1.2958404521629039e-05,0.996910923370909,0.9969515290864959,-0.006572955576220792,0.006547039882470356,Ccdc137
ENSMUSG00000036845,-1.378964965599846e-05,0.9967127688972525,0.9967939674934966,-0.006573786785437865,0.006546208672961582,Lin37
ENSMUSG00000022680,-2.641764319217079e-05,0.993702505533308,0.9939049136698487,-0.006586414232215779,0.006533581219522442,Pdxdc1
ENSMUSG00000015970,-5.550778461602078e-05,0.9867684043305603,0.9870498212721092,-0.006615503106153732,0.006504492314317969,Chdh
ENSMUSG00000011463,-5.9140181826464875e-05,0.9859026237260029,0.9862239739944925,-0.006619135344317384,0.006500860070690771,Cpb1
ENSMUSG00000029788,-8.404918925919224e-05,0.9799660713924584,0.9804053210882865,-0.006644043256430036,0.006475952111784977,Cpa5
ENSMUSG00000078925,-8.641132500401633e-05,0.9794031571018015,0.9798820828509955,-0.0066464052878824524,0.006473590075050009,D030018L15Rik
ENSMUSG00000037535,-0.00018165275538306133,0.9567180252913224,0.9573809234543529,-0.006741642452208121,0.006378352575774692,1700021A07Rik
ENSMUSG00000051811,-0.00019504545625989865,0.953530464365401,0.9542689422858732,-0.006755034543655478,0.00636496041813972,Cox6b2
ENSMUSG00000071655,-0.00022523890711030031,0.9463470061371237,0.9471571356519776,-0.006785226611932357,0.0063347681833794255,Ubxn1
ENSMUSG00000031028,-0.00023678364819145547,0.9436014658588499,0.9444862485126373,-0.006796770821213098,0.006323223904120549,Tub
ENSMUSG00000027907,-0.00024068338239687076,0.9426741909501924,0.9435965727417288,-0.006800670375384901,0.006319324325520436,S100a11
ENSMUSG00000021768,-0.00028097873565252683,0.9330975784741892,0.934201025433197,-0.006840963856699112,0.006279030568428452,Dusp13
ENSMUSG00000029130,-0.0002953440115358679,0.9296857878761171,0.9308611175700187,-0.006855328460085382,0.00626466585642595,Rnf32
ENSMUSG00000030351,-0.0003715019357646391,0.9116211511935536,0.9129598019295206,-0.006931482773828766,0.0061885108764043574,Tspan11
ENSMUSG00000046191,-0.000383470934895813,0.90878601555957,0.9101947562216921,-0.006943451198616039,0.00617654233306637,Pcdhb20
ENSMUSG00000026204,-0.00039009199512444353,0.9072181601550405,0.9086986075443275,-0.006950071940319342,0.006169921524167878,Ptprn
ENSMUSG00000002379,-0.000430902671132389,0.8975624731173346,0.8991005238668625,-0.006990880640313541,0.006129112384602592,Ndufa11
