,Cardiomyocytes_2_corr,Cardiomyocytes_2_pval,Cardiomyocytes_2_qval,Cardiomyocytes_2_ci_low,Cardiomyocytes_2_ci_high,gene_annotation
ENSMUSG00000018845,0.7075628635691416,0.0,0.0,0.7042718215169075,0.7108234953017144,Unc45b
ENSMUSG00000042717,0.705658254744872,0.0,0.0,0.7023495147768803,0.7089365027776969,Ppp1r3a
ENSMUSG00000038216,0.7043722109974474,0.0,0.0,0.7010515482087618,0.7076623274898268,Pnmt
ENSMUSG00000032338,0.7029409211858992,0.0,0.0,0.699607014880098,0.7062442214020122,Hcn4
ENSMUSG00000025813,0.7028457651938115,0.0,0.0,0.699510979389525,0.7061499409595654,Homer2
ENSMUSG00000032495,0.701330497576631,0.0,0.0,0.6979817228356826,0.7046485998400571,Lrrc2
ENSMUSG00000072720,0.6977262974628085,0.0,0.0,0.6943443715011939,0.701077405768227,Myo18b
ENSMUSG00000049999,0.6969512717282638,0.0,0.0,0.6935622396982336,0.7003094554960277,Ppp1r3d
ENSMUSG00000040666,0.6969021474579583,0.0,0.0,0.6935126652857814,0.7002607794352207,Sh3bgr
ENSMUSG00000090889,0.6913483066340812,0.0,0.0,0.687908139700683,0.6947574104580134,Gm17428
ENSMUSG00000051456,0.6912963215493112,0.0,0.0,0.687855682134138,0.6947058959142545,Hspb3
ENSMUSG00000021798,0.688727189256413,0.0,0.0,0.6852632443034922,0.6921599744460004,Ldb3
ENSMUSG00000029683,0.6880106993519164,0.0,0.0,0.684540270511008,0.6914499424345408,Lmod2
ENSMUSG00000024049,0.6876699511296321,0.0,0.0,0.6841964410771401,0.6911122631251735,Myom1
ENSMUSG00000026414,0.6873438314464986,0.0,0.0,0.6838673739068882,0.6907890791970974,Tnnt2
ENSMUSG00000005716,0.6863836945055136,0.0,0.0,0.6828985674086161,0.6898375774918665,Pvalb
ENSMUSG00000026163,0.6861052779460592,0.0,0.0,0.6826176391794669,0.689561662710825,Sphkap
ENSMUSG00000038663,0.6860219397451066,0.0,0.0,0.6825335493629364,0.6894790731700423,Fsd2
ENSMUSG00000019528,0.6832499032623515,0.0,0.0,0.6797365648987599,0.6867318877647057,Gyg
ENSMUSG00000020542,0.6829916657357766,0.0,0.0,0.6794760084696739,0.6864759602514773,Myocd
ENSMUSG00000039103,0.6819234720401975,0.0,0.0,0.678398232106608,0.6854173127033297,Nexn
ENSMUSG00000042895,0.6817791326121679,0.0,0.0,0.6782525989864434,0.6852742620635015,Abra
ENSMUSG00000031698,0.6815514240001329,0.0,0.0,0.6780228500203286,0.6850485860840569,Mylk3
ENSMUSG00000016349,0.6802956446260772,0.0,0.0,0.6767558307803996,0.683804004320678,Eef1a2
ENSMUSG00000021373,0.6802134295366729,0.0,0.0,0.6766728805553575,0.6837225216198243,Cap2
ENSMUSG00000016386,0.6735583916137072,0.0,0.0,0.6699586339241438,0.6771264778871092,Mpped2
ENSMUSG00000010797,0.6730918416084115,0.0,0.0,0.6694879551926036,0.6766640421489442,Wnt2
ENSMUSG00000038132,0.672884865363262,0.0,0.0,0.6692791482414066,0.6764588902195561,Rbm24
ENSMUSG00000079243,0.6727204774195875,0.0,0.0,0.6691133066912561,0.6762959508175704,Xirp1
ENSMUSG00000060843,0.6692938011163037,0.0,0.0,0.6656564116723629,0.6728993897881208,Ctnna3
ENSMUSG00000054640,0.669117459060546,0.0,0.0,0.6654785187380992,0.6727245933975748,Slc8a1
ENSMUSG00000026817,0.6662938381892108,0.0,0.0,0.6626301212227482,0.6699256671556092,Ak1
ENSMUSG00000045038,0.6662839494509557,0.0,0.0,0.6626201458992551,0.6699158647201919,Prkce
ENSMUSG00000041731,0.6651158189413868,0.0,0.0,0.6614417964504441,0.6687579200272941,Pgm5
ENSMUSG00000025141,0.6650845253403411,0.0,0.0,0.6614102293388662,0.668726899055894,Myadml2
ENSMUSG00000021313,0.6641872714225273,0.0,0.0,0.6605051388312705,0.66783745661399,Ryr2
ENSMUSG00000026208,0.6640126765305804,0.0,0.0,0.6603290202763576,0.667664380530255,Des
ENSMUSG00000052374,0.662922344640285,0.0,0.0,0.6592291823924226,0.6665835245523857,Actn2
ENSMUSG00000026418,0.6627750203856106,0.0,0.0,0.6590805749118351,0.6664374794903146,Tnni1
ENSMUSG00000039376,0.6621144457584424,0.0,0.0,0.6584142500845525,0.6657826370699546,Synpo2l
ENSMUSG00000019787,0.6601575405240185,0.0,0.0,0.6564403443335483,0.6638426799233489,Trdn
ENSMUSG00000002930,0.6599797339760053,0.0,0.0,0.6562609956225239,0.6636664108393698,Ppp1r17
ENSMUSG00000055027,0.6591244456175364,0.0,0.0,0.6553982949949451,0.6628185122974276,Smyd1
ENSMUSG00000051747,0.6585039242150365,0.0,0.0,0.654772401992967,0.6622033463606759,Ttn
ENSMUSG00000061086,0.658300128237337,0.0,0.0,0.6545668429534005,0.6620013081746609,Myl4
ENSMUSG00000074652,0.6581159214800175,0.0,0.0,0.6543810430777248,0.661818689784243,Myh7b
ENSMUSG00000038403,0.6564880700052043,0.0,0.0,0.652739132676705,0.6602048557474945,Hfe2
ENSMUSG00000061462,0.6547258191888963,0.0,0.0,0.6509617018951448,0.6584577409955514,Obscn
ENSMUSG00000015968,0.6539518380546745,0.0,0.0,0.6501810667593549,0.6576903949136336,Cacna1d
ENSMUSG00000059852,0.6533490345396032,0.0,0.0,0.6495730863904587,0.6570927536341886,Kcng2
ENSMUSG00000030996,0.651930160535988,0.0,0.0,0.6481420462109875,0.6556860118819442,Art1
ENSMUSG00000001508,0.6516655590686549,0.0,0.0,0.6478751788706413,0.6554236700361787,Sgca
ENSMUSG00000050503,0.6508440142173773,0.0,0.0,0.6470466047783979,0.6546091351662401,Fbxl22
ENSMUSG00000085271,0.6505306942745142,0.0,0.0,0.6467306063933549,0.6542984863801106,E130006D01Rik
ENSMUSG00000015579,0.6504889053532548,0.0,0.0,0.6466884603345486,0.6542570536271975,Nkx2-5
ENSMUSG00000027961,0.6503786624047677,0.0,0.0,0.6465772753363211,0.6541477501744275,Lrrc39
ENSMUSG00000060600,0.6502282313477717,0.0,0.0,0.646425559074091,0.6539986008441803,Eno3
ENSMUSG00000026564,0.6499556610880166,0.0,0.0,0.6461506608809339,0.6537283522344179,Dusp27
ENSMUSG00000033182,0.6496749068650342,0.0,0.0,0.6458675098601839,0.6534499883632044,Kbtbd12
ENSMUSG00000108322,0.6495958113156078,0.0,0.0,0.6457877392614573,0.653371566051853,Gm45123
ENSMUSG00000030046,0.649542231121012,0.0,0.0,0.6457337018282783,0.6533184418700887,Bmp10
ENSMUSG00000043639,0.6494839390410133,0.0,0.0,0.6456749123430969,0.6532606458628213,Rbm20
ENSMUSG00000102408,0.6466487725640908,0.0,0.0,0.642815607950809,0.6504495538682481,4930568G15Rik
ENSMUSG00000044086,0.6466461391348389,0.0,0.0,0.642812952150835,0.6504469427520485,Lmod3
ENSMUSG00000061816,0.6453738929746086,0.0,0.0,0.6415299091608784,0.6491854658310948,Myl1
ENSMUSG00000015365,0.6448845027320413,0.0,0.0,0.6410363714693859,0.6487002125680587,Mov10l1
ENSMUSG00000032494,0.6441198795983889,0.0,0.0,0.6402652747333311,0.6479420468390688,Tdgf1
ENSMUSG00000031880,0.6433143918466498,0.0,0.0,0.6394529758053037,0.6471433534105395,Rrad
ENSMUSG00000036242,0.6411669925582018,0.0,0.0,0.6372874603095484,0.6450140264523002,3632451O06Rik
ENSMUSG00000038086,0.6389990877197498,0.0,0.0,0.6351013284199749,0.642864305917647,Hspb2
ENSMUSG00000004939,0.6389380235161456,0.0,0.0,0.6350397517122396,0.6428037530365757,Nmrk2
ENSMUSG00000021702,0.6380301195775973,0.0,0.0,0.6341242336947837,0.6419034457539772,Thbs4
ENSMUSG00000020475,0.6375826830303598,0.0,0.0,0.6336730487776504,0.6414597490901185,Pgam2
ENSMUSG00000044938,0.6364500692485009,0.0,0.0,0.63253095848688,0.6403365906294249,Klhl31
ENSMUSG00000038763,0.6358409482346364,0.0,0.0,0.6319167480427688,0.6397325478254077,Alpk3
ENSMUSG00000062077,0.6357826187967394,0.0,0.0,0.6318579314995573,0.6396747044247529,Trim54
ENSMUSG00000038239,0.6354107524036483,0.0,0.0,0.6314829607372121,0.6393059356179173,Hrc
ENSMUSG00000006221,0.6353473211301232,0.0,0.0,0.6314190001179442,0.6392430325376528,Hspb7
ENSMUSG00000032366,0.6348107693911987,0.0,0.0,0.630877972893574,0.6387109465883695,Tpm1
ENSMUSG00000026308,0.6346202689898395,0.0,0.0,0.6306858844102309,0.6385220308492465,Klhl30
ENSMUSG00000022358,0.6344544745291494,0.0,0.0,0.6305187082178133,0.6383576151537221,Fbxo32
ENSMUSG00000058056,0.6342353297003461,0.0,0.0,0.6302977375954198,0.6381402922111677,Palld
ENSMUSG00000111765,0.6336426124808496,0.0,0.0,0.6297000853799379,0.6375524994983264,RP24-279F18.1
ENSMUSG00000110344,0.631156988087263,0.0,0.0,0.6271938163645442,0.6350874769890243,RP23-220F20.2
ENSMUSG00000001349,0.6303232292122651,0.0,0.0,0.6263531509971981,0.6342606107222444,Cnn1
ENSMUSG00000078815,0.6290161098651635,0.0,0.0,0.6250352226336346,0.6329642790801914,Cacng6
ENSMUSG00000018263,0.6285147932892994,0.0,0.0,0.6245297665210215,0.6324670940148654,Tbx5
ENSMUSG00000017817,0.6275818824585718,0.0,0.0,0.6235891612234375,0.6315418629319353,Jph2
ENSMUSG00000060187,0.6274838887855908,0.0,0.0,0.6234903599886575,0.6314446752910292,Lrrc10
ENSMUSG00000020469,0.6268858880222518,0.0,0.0,0.6228874338899771,0.6308515905953943,Myl7
ENSMUSG00000096948,0.6250294598075323,0.0,0.0,0.6210157457690327,0.6290103942535695,Gm4221
ENSMUSG00000037393,0.6245789519338755,0.0,0.0,0.6205615416066456,0.6285635760335199,Nmur2
ENSMUSG00000020836,0.624485590480228,0.0,0.0,0.6204674144860821,0.6284709788799423,Coro6
ENSMUSG00000111866,0.623841202829748,0.0,0.0,0.6198177453030768,0.6278318634045471,RP23-291C4.3
ENSMUSG00000031448,0.6222184608141261,0.0,0.0,0.6181817273946835,0.6262223743094296,Adprhl1
ENSMUSG00000004951,0.6215894172621439,0.0,0.0,0.617547546950659,0.6255984589721565,Hspb1
ENSMUSG00000022215,0.6215640382572797,0.0,0.0,0.6175219608061947,0.6255732867594684,Fitm1
ENSMUSG00000070369,0.6204194785124166,0.0,0.0,0.6163680682299139,0.624438044392443,Itgad
ENSMUSG00000042451,0.6199688678329476,0.0,0.0,0.6159137880082297,0.6239910972863394,Mybph
ENSMUSG00000029019,0.6199067413622821,0.0,0.0,0.6158511558229851,0.6239294757124177,Nppb
ENSMUSG00000030730,0.6180976513718607,0.0,0.0,0.614027362170109,0.6221350661108555,Atp2a1
ENSMUSG00000062151,0.6180576376747015,0.0,0.0,0.613987023746662,0.6220953766370351,Unc13c
ENSMUSG00000060913,0.617998028906326,0.0,0.0,0.6139269312700157,0.6220362508286306,Trim55
ENSMUSG00000030470,0.6166472536471996,0.0,0.0,0.6125652075023925,0.6206964074248038,Csrp3
ENSMUSG00000020155,0.6141255758230527,0.0,0.0,0.6100231554320249,0.6181950743118872,Kcnmb1
ENSMUSG00000068699,0.6138062941810263,0.0,0.0,0.6097013001323057,0.617878362731993,Flnc
ENSMUSG00000070476,0.6135390143800206,0.0,0.0,0.6094318668897124,0.6176132333874761,Fam217b
ENSMUSG00000027962,0.6132851138549065,0.0,0.0,0.609175921596846,0.6173613748154044,Vcam1
ENSMUSG00000103305,0.6130456740083232,0.0,0.0,0.6089345542247354,0.6171238598586535,Gm34068
ENSMUSG00000034353,0.6130010593272834,0.0,0.0,0.6088895804731785,0.6170796037590296,Ramp1
ENSMUSG00000097487,0.6127429494759118,0.0,0.0,0.6086293938056048,0.616823567906623,Ptges3l
ENSMUSG00000028834,0.6125062914285299,0.0,0.0,0.6083908323260023,0.6165888107268935,Trim63
ENSMUSG00000074218,0.611956194552789,0.0,0.0,0.6078363139142232,0.616043129494448,Cox7a1
ENSMUSG00000056900,0.6119255075226564,0.0,0.0,0.6078053803480306,0.6160126886744669,Usp13
ENSMUSG00000068697,0.611879386999939,0.0,0.0,0.6077588893218734,0.6159669381659308,Myoz1
ENSMUSG00000021219,0.6114687725661664,0.0,0.0,0.6073449775136545,0.6155596167803233,Rgs6
ENSMUSG00000059741,0.609213379201965,0.0,0.0,0.605071512489655,0.6133222722612193,Myl3
ENSMUSG00000069601,0.6091531363938292,0.0,0.0,0.6050107879036151,0.6132625106435641,Ank3
ENSMUSG00000068745,0.6090261308786596,0.0,0.0,0.6048827668491416,0.6131365194330171,Mybphl
ENSMUSG00000058806,0.608442287168196,0.0,0.0,0.6042942574649668,0.612557335785688,Col13a1
ENSMUSG00000028328,0.6073425307241559,0.0,0.0,0.6031857248229258,0.6114663452620938,Tmod1
