,Mesenchyme_1_corr,Mesenchyme_1_pval,Mesenchyme_1_qval,Mesenchyme_1_ci_low,Mesenchyme_1_ci_high,gene_annotation
ENSMUSG00000041324,0.6271711608764564,0.0,0.0,0.6231750557548275,0.6311345188455797,Inhba
ENSMUSG00000049436,0.6085431624769769,0.0,0.0,0.6043959385757562,0.6126574062541873,Upk1b
ENSMUSG00000032231,0.6047039148224291,0.0,0.0,0.6005261179114347,0.6088486972570406,Anxa2
ENSMUSG00000027827,0.599837525213355,0.0,0.0,0.5956212571062769,0.6040207419121335,Kcnab1
ENSMUSG00000027712,0.5959990064318436,0.0,0.0,0.5917526147470656,0.6002123227552213,Anxa5
ENSMUSG00000024395,0.5948749683680499,0.0,0.0,0.5906197925838332,0.5990970626363631,Lims2
ENSMUSG00000027750,0.5943831175060671,0.0,0.0,0.5901241032953148,0.5986090476299796,Postn
ENSMUSG00000027460,0.5938125900611776,0.0,0.0,0.5895491274510721,0.598042965695277,Angpt4
ENSMUSG00000043903,0.5910790340571352,0.0,0.0,0.5867943178695054,0.5953306508090865,Gm22
ENSMUSG00000026840,0.5892768615063284,0.0,0.0,0.5849781875578486,0.5935424290529299,Lamc3
ENSMUSG00000028031,0.5859101117136053,0.0,0.0,0.5815854778986551,0.5902016287581858,Dkk2
ENSMUSG00000015653,0.5752574755812876,0.0,0.0,0.5708516938861264,0.5796301301990091,Steap2
ENSMUSG00000036098,0.5750952255218776,0.0,0.0,0.5706882195077343,0.5794691045638122,Myrf
ENSMUSG00000051041,0.5749962881645369,0.0,0.0,0.570588535752714,0.5793709136721561,Olfml1
ENSMUSG00000041959,0.5748890429225931,0.0,0.0,0.5704804815839152,0.5792644774340662,S100a10
ENSMUSG00000069920,0.5745804057966571,0.0,0.0,0.5701695173288021,0.5789581676779498,B3gnt9
ENSMUSG00000045954,0.5706623706036863,0.0,0.0,0.5662220499494659,0.5750695701779145,Sdpr
ENSMUSG00000005124,0.5703020308529096,0.0,0.0,0.5658590135627036,0.5747119277971915,Wisp1
ENSMUSG00000058145,0.5699403503726668,0.0,0.0,0.5654946281453805,0.5743529530292818,Adamts17
ENSMUSG00000001506,0.5626507579463466,0.0,0.0,0.5581508882765722,0.5671175318450427,Col1a1
ENSMUSG00000045827,0.5596222767018448,0.0,0.0,0.5551001185989902,0.5641113534723358,Serpinb9
ENSMUSG00000024781,0.5558070904467152,0.0,0.0,0.5512570272433608,0.5603240942781395,Lipa
ENSMUSG00000018906,0.5552502549072413,0.0,0.0,0.5506961350337854,0.5597713189640032,P4ha2
ENSMUSG00000018217,0.5532777755633199,0.0,0.0,0.5487093188279313,0.5578131897903834,Pmp22
ENSMUSG00000075590,0.5515476540969224,0.0,0.0,0.5469666645471941,0.5560956137267693,Nrbp2
ENSMUSG00000069833,0.5482039924794181,0.0,0.0,0.5435988943047613,0.5527760874764694,Ahnak
ENSMUSG00000043456,0.5477299099833682,0.0,0.0,0.5431214055588295,0.5523054152786034,Zfp536
ENSMUSG00000029661,0.547359976386333,0.0,0.0,0.5427488160849124,0.5519381407615597,Col1a2
ENSMUSG00000021268,0.5461121660263325,0.0,0.0,0.5414920606627466,0.5506992865531639,Meg3
ENSMUSG00000014599,0.5450274434986762,0.0,0.0,0.5403995789622633,0.5496223331951973,Csf1
ENSMUSG00000040690,0.5443405026414913,0.0,0.0,0.5397077323901206,0.5489403045551651,Col16a1
ENSMUSG00000024140,0.5442693246601698,0.0,0.0,0.5396360464566193,0.5488696352073411,Epas1
ENSMUSG00000045731,0.5428843159599469,0.0,0.0,0.5382411671987982,0.5474945106052601,Pnoc
ENSMUSG00000057137,0.5424881974795212,0.0,0.0,0.5378422303741509,0.5471012144406676,Tmem140
