,Amnion_corr,Amnion_pval,Amnion_qval,Amnion_ci_low,Amnion_ci_high,gene_annotation
ENSMUSG00000032231,0.6593847747375045,0.0,0.0,0.6525828449434345,0.666080441132126,Anxa2
ENSMUSG00000049382,0.6506893458478661,0.0,0.0,0.6437510514421958,0.6575206648820732,Krt8
ENSMUSG00000021835,0.6096960814815762,0.0,0.0,0.6021397992852447,0.6171431467565379,Bmp4
ENSMUSG00000030890,0.5965125537061531,0.0,0.0,0.5887662435984566,0.6041493041486329,Ilk
ENSMUSG00000041959,0.594028541766847,0.0,0.0,0.5862469017417746,0.6017005775234056,S100a10
ENSMUSG00000027460,0.5788693158839182,0.0,0.0,0.5708753286024214,0.5867535616230332,Angpt4
ENSMUSG00000027907,0.5785789989577471,0.0,0.0,0.5705809996575991,0.5864672563263491,S100a11
ENSMUSG00000000359,0.5785464282099064,0.0,0.0,0.5705479789283013,0.5864351355215102,Rem1
ENSMUSG00000000078,0.5771767937070974,0.0,0.0,0.5691594456359468,0.5850843991407961,Klf6
ENSMUSG00000001473,0.5749497499707595,0.0,0.0,0.5669017698441393,0.5828879903270253,Tubb6
ENSMUSG00000042842,0.5735522526721462,0.0,0.0,0.5654851122863475,0.5815096575788959,Serpinb6b
ENSMUSG00000001025,0.5628743194922323,0.0,0.0,0.5546623514387047,0.5709766477695205,S100a6
ENSMUSG00000018906,0.5575313206906003,0.0,0.0,0.5492479269412799,0.56570516389271,P4ha2
ENSMUSG00000045827,0.5549625657557506,0.0,0.0,0.5466450801918585,0.5631705533787624,Serpinb9
ENSMUSG00000035783,0.5470796276864419,0.0,0.0,0.5386585252294078,0.5553914326230885,Acta2
ENSMUSG00000090841,0.5446439882985352,0.0,0.0,0.5361911767020818,0.5529875760988893,Myl6
ENSMUSG00000058672,0.5423210931151156,0.0,0.0,0.5338381747395493,0.5506948631558117,Tubb2a
ENSMUSG00000020186,0.5418995848731347,0.0,0.0,0.5334112174590635,0.5502788181826009,Csrp2
ENSMUSG00000037335,0.5409115651253696,0.0,0.0,0.5324104420597526,0.5493035880875307,Hand1
ENSMUSG00000030782,0.5404377729464682,0.0,0.0,0.5319305415024372,0.5488359209123881,Tgfb1i1
ENSMUSG00000069833,0.5358796518346941,0.0,0.0,0.5273139338549107,0.5443364568559824,Ahnak
ENSMUSG00000060044,0.5354961474851665,0.0,0.0,0.5269255317179427,0.5439578655117006,Tmem26
ENSMUSG00000063160,0.5344771906314817,0.0,0.0,0.5258935790155,0.5429519455941878,Numbl
ENSMUSG00000045377,0.5338774588491096,0.0,0.0,0.5252862100247907,0.5423598756470509,Tmem88
ENSMUSG00000001506,0.5317035765128122,0.0,0.0,0.5230847180317721,0.540213694984571,Col1a1
ENSMUSG00000026837,0.5271485786436054,0.0,0.0,0.5184722418017363,0.5357163822002219,Col5a1
ENSMUSG00000073209,0.5268323627811636,0.0,0.0,0.5181520544327879,0.5354041528917979,Klf14
ENSMUSG00000066647,0.5244193804602792,0.0,0.0,0.5157088464281733,0.5330215140428247,Gm5113
ENSMUSG00000005125,0.5224877535340497,0.0,0.0,0.5137531254997236,0.5311140791753188,Ndrg1
ENSMUSG00000068522,0.5217618571769109,0.0,0.0,0.5130181981952544,0.5303972514774339,Aard
ENSMUSG00000028591,0.5203705666296008,0.0,0.0,0.5116096342962303,0.5290233078764374,Pramef12
ENSMUSG00000023043,0.5198844828939764,0.0,0.0,0.5111175267632277,0.5285432740567841,Krt18
ENSMUSG00000049436,0.5184554726522888,0.0,0.0,0.50967084078418,0.5271320175532017,Upk1b
ENSMUSG00000005124,0.5171513460943137,0.0,0.0,0.5083506265531094,0.5258440514331452,Wisp1
ENSMUSG00000071847,0.5152195316338968,0.0,0.0,0.5063950573025174,0.5239361023140363,Apcdd1
ENSMUSG00000023886,0.51430114090697,0.0,0.0,0.5054654053057289,0.5230290265675853,Smoc2
ENSMUSG00000052684,0.5118975190966358,0.0,0.0,0.5030324074803952,0.5206549248532616,Jun
ENSMUSG00000048616,0.5104758308213079,0.0,0.0,0.5015934100811782,0.5192506333051061,Nog
ENSMUSG00000022676,0.5072059553651914,0.0,0.0,0.4982839102546945,0.5160205903963367,Snai2
ENSMUSG00000039323,0.5061309006741763,0.0,0.0,0.4971958848336291,0.5149585769081314,Igfbp2
ENSMUSG00000086558,0.5025380274689109,0.0,0.0,0.49355986684165776,0.5114090912603296,Gm14223
ENSMUSG00000005836,0.49837493531669913,0.0,0.0,0.48934717494410446,0.507295894027098,Gata6
ENSMUSG00000022090,0.4966789896532859,0.0,0.0,0.4876311442813847,0.505620157852337,Pdlim2
ENSMUSG00000033585,0.49638531023255816,0.0,0.0,0.48733399393116383,0.5053299711668269,Ndn
ENSMUSG00000005483,0.4955520533631875,0.0,0.0,0.48649090040220067,0.5045066132249747,Dnajb1
ENSMUSG00000018965,0.494863656562372,0.0,0.0,0.485794389755287,0.5038263821570477,Ywhah
ENSMUSG00000044641,0.49364248818707324,0.0,0.0,0.48455885631449935,0.5026196718774538,Pard6b
ENSMUSG00000069713,0.4925805979004905,0.0,0.0,0.4834845040703553,0.5015703254683328,4933406P04Rik
ENSMUSG00000027712,0.49223049650573547,0.0,0.0,0.48313030001994556,0.5012243539462947,Anxa5
ENSMUSG00000097697,0.4899260307221539,0.0,0.0,0.48079890373298184,0.49894700038846324,4833412C05Rik
ENSMUSG00000052419,0.4892315358817949,0.0,0.0,0.4800963181760335,0.49826065190390306,2610001J05Rik
ENSMUSG00000048930,0.48789768622955204,0.0,0.0,0.4787469623305273,0.49694241643740883,Tada3
ENSMUSG00000054091,0.48568774091506545,0.0,0.0,0.4765114212297501,0.49475824909917565,1810037I17Rik
ENSMUSG00000035413,0.4845315532895884,0.0,0.0,0.47534188981379505,0.4936155021992448,Tmem98
