,Extra-Embryonic endoderm_corr,Extra-Embryonic endoderm_pval,Extra-Embryonic endoderm_qval,Extra-Embryonic endoderm_ci_low,Extra-Embryonic endoderm_ci_high,gene_annotation
ENSMUSG00000058567,0.8590823650352265,0.0,0.0,0.8559220532817653,0.8621785039592216,Gm2531
ENSMUSG00000053111,0.8237596344666784,0.0,0.0,0.8198839008824755,0.8275598723505984,Fank1
ENSMUSG00000086892,0.8193797694722929,0.0,0.0,0.8154174658647984,0.8232652974704896,4933430M04Rik
ENSMUSG00000097546,0.818937985999491,0.0,0.0,0.8149669765322993,0.8228320922524244,Gm26749
ENSMUSG00000084792,0.816896865476445,0.0,0.0,0.8128856956523329,0.820830546076163,1700056N10Rik
ENSMUSG00000091586,0.8116874429287703,0.0,0.0,0.8075742387150453,0.8157216886430001,Cyp4f17
ENSMUSG00000033187,0.8036071698472425,0.0,0.0,0.7993370212092843,0.8077961554871534,BC016579
ENSMUSG00000095730,0.8024337448484337,0.0,0.0,0.7981409380333944,0.8066450760121577,Vmn2r29
ENSMUSG00000040560,0.7991166794794387,0.0,0.0,0.7947600050198586,0.8033910046878114,Wdr7
ENSMUSG00000025808,0.7980671817863327,0.0,0.0,0.793690356328979,0.8023613847269525,Ccdc7a
ENSMUSG00000067356,0.7964096682141305,0.0,0.0,0.7920010726066371,0.800735212788226,B430203G13Rik
ENSMUSG00000052539,0.796201119729511,0.0,0.0,0.7917885315802551,0.8005306031946651,Magi3
ENSMUSG00000053164,0.7939879603476719,0.0,0.0,0.7895330683654638,0.7983591819409311,Gpr21
ENSMUSG00000029804,0.7913638937501704,0.0,0.0,0.7868589994965068,0.7957844554981787,Herc3
ENSMUSG00000079685,0.7887435770756002,0.0,0.0,0.784188920795004,0.7932132489829771,Ulbp1
ENSMUSG00000010721,0.786991027488468,0.0,0.0,0.782403182933782,0.7914934568533647,Lmbr1
ENSMUSG00000097857,0.7859353543991914,0.0,0.0,0.7813275548246408,0.7904574812719084,Gm26603
ENSMUSG00000074865,0.7855873246348776,0.0,0.0,0.7809729523745573,0.7901159396264515,Zfp934
ENSMUSG00000051341,0.7846765042456433,0.0,0.0,0.7800449448464629,0.7892220858283838,Zfp52
ENSMUSG00000057060,0.7819657315978367,0.0,0.0,0.7772831405952263,0.7865616949774467,Slc35f3
ENSMUSG00000074519,0.7808216818318038,0.0,0.0,0.7761176076910237,0.7854388570583752,Zfp971
ENSMUSG00000042216,0.7795409368568242,0.0,0.0,0.7748128508247201,0.7841818223428813,Sgsm1
ENSMUSG00000071669,0.7794748351036797,0.0,0.0,0.7747455108639678,0.7841169432889353,Snx29
ENSMUSG00000020548,0.7790313010910137,0.0,0.0,0.7742936714173703,0.7836816108015284,1700086D15Rik
ENSMUSG00000095990,0.7790138104951421,0.0,0.0,0.7742758533988553,0.7836644435360757,Zfp97
ENSMUSG00000093593,0.779012740423596,0.0,0.0,0.774274763295894,0.7836633932455965,Gm20683
ENSMUSG00000111375,0.7770107379252785,0.0,0.0,0.7722353331496503,0.7816983526872792,Btbd8
ENSMUSG00000097448,0.7766196471002275,0.0,0.0,0.7718369423302465,0.7813144715031445,Platr22
ENSMUSG00000039428,0.7746112793157317,0.0,0.0,0.7697911460598741,0.7793430714120291,Tmem135
ENSMUSG00000023151,0.7737891657992837,0.0,0.0,0.7689537399780714,0.7785360633809646,Lrrc69
ENSMUSG00000046523,0.7736008803787255,0.0,0.0,0.7687619544967478,0.7783512353009453,Kctd4
