,Mesenchyme_2_corr,Mesenchyme_2_pval,Mesenchyme_2_qval,Mesenchyme_2_ci_low,Mesenchyme_2_ci_high,gene_annotation
ENSMUSG00000062825,0.21391563864151522,0.0,0.0,0.20764702910154226,0.22016667953001498,Actg1
ENSMUSG00000022193,0.20062043930834184,0.0,0.0,0.19431617519401378,0.20690813153139548,Psmb5
ENSMUSG00000040972,0.20018393594326053,0.0,0.0,0.1938785407078213,0.20647279232982038,Igsf21
ENSMUSG00000026124,0.18452645474736418,0.0,0.0,0.17818214527865886,0.19085542330016148,Cfc1
ENSMUSG00000029561,0.18338250703889988,0.0,0.0,0.1770354810146233,0.18971428060888698,Oasl2
ENSMUSG00000018736,0.18282639271595308,0.0,0.0,0.17647805230004204,0.18915952372677622,Ndel1
ENSMUSG00000063268,0.1793070070707692,0.0,0.0,0.17295044291440645,0.18564863493357092,Parp10
ENSMUSG00000086095,0.17681013732909456,0.0,0.0,0.17044783763084814,0.18315769519274536,Gm15328
ENSMUSG00000043943,0.17365820331292242,0.0,0.0,0.1672887805295837,0.1800131305495522,Naalad2
ENSMUSG00000066652,0.17353460444714522,0.0,0.0,0.16716490500644127,0.17988981801724738,Lefty2
ENSMUSG00000022686,0.17294905637988692,0.0,0.0,0.16657804901157455,0.17930562373662123,B3gnt5
ENSMUSG00000059005,0.17237975075745313,0.0,0.0,0.16600747606946742,0.17873763005016602,Hnrnpa3
ENSMUSG00000037075,0.17234723256747592,0.0,0.0,0.16597488562022059,0.1787051866687709,Rnf139
ENSMUSG00000107961,0.1712679199604417,0.0,0.0,0.16489318255118662,0.17762834919136158,Gm44036
ENSMUSG00000020000,0.17045072326192715,0.0,0.0,0.16407418612583954,0.17681301639396013,Moxd1
ENSMUSG00000015837,0.16919068866844655,0.0,0.0,0.1628113937627116,0.17555583863546026,Sqstm1
ENSMUSG00000022889,0.16696391994987125,0.0,0.0,0.1605798025369992,0.17333406783360353,Mrpl39
ENSMUSG00000033837,0.16674786613073145,0.0,0.0,0.1603632842842143,0.1731184954901915,Foxh1
ENSMUSG00000019789,0.16649349340042222,0.0,0.0,0.16010836553669713,0.17286468884687703,Hey2
ENSMUSG00000044966,0.16565029959913288,0.0,0.0,0.15926336789022696,0.17202336545776112,Fbxo48
ENSMUSG00000030934,0.16378134054163004,0.0,0.0,0.1573904439260682,0.1701585190705786,Oat
ENSMUSG00000063362,0.16353371075248682,0.0,0.0,0.157142292251539,0.1699114307671679,Alg11
ENSMUSG00000020097,0.16300560932064714,0.0,0.0,0.1566130805299241,0.169384481442576,Sgpl1
ENSMUSG00000003226,0.1616216512138984,0.0,0.0,0.15522623017930734,0.16800352527896603,Ranbp2
ENSMUSG00000102627,0.16161981483592133,0.0,0.0,0.1552243899803504,0.1680016928676356,Snurf
ENSMUSG00000041135,0.16150144962785754,0.0,0.0,0.1551057785816066,0.16788358323991354,Ripk2
ENSMUSG00000028494,0.15954166291826302,0.0,0.0,0.15314194246463655,0.16592800157261156,Plin2
ENSMUSG00000034881,0.15801498776762588,0.0,0.0,0.15161214784827823,0.16440456734685172,Tbxa2r
ENSMUSG00000031696,0.15791074129059887,0.0,0.0,0.15150768948247,0.16430054105919994,Vps35
ENSMUSG00000097519,0.1571229535781745,0.0,0.0,0.15071830515651646,0.16351441271627112,4930558J18Rik
ENSMUSG00000028518,0.15681610092789638,0.0,0.0,0.15041083281654555,0.16320820421351886,Prkaa2
ENSMUSG00000079614,0.15638451871610293,0.0,0.0,0.1499783811204127,0.1627775258984255,Seh1l
ENSMUSG00000021835,0.15633926310272933,0.0,0.0,0.1499330344751003,0.16273236492633517,Bmp4
ENSMUSG00000050711,0.15627610868989522,0.0,0.0,0.1498697530718345,0.16266934254106555,Scg2
ENSMUSG00000021893,0.1547807396347486,0.0,0.0,0.14837139247435402,0.1611770843911419,Capn7
ENSMUSG00000028565,0.15455937440641523,0.0,0.0,0.14814958689699917,0.16095617719680586,Nfia
ENSMUSG00000044795,0.15449779660962787,0.0,0.0,0.1480878867217073,0.16089472669869867,Cyb5d1
ENSMUSG00000015671,0.1544391463940304,0.0,0.0,0.1480291199922188,0.16083619768353025,Psma2
ENSMUSG00000039634,0.15314299163626108,0.0,0.0,0.14673040186136055,0.15954270993997544,Zfp189
