,Endothelium_corr,Endothelium_pval,Endothelium_qval,Endothelium_ci_low,Endothelium_ci_high,gene_annotation
ENSMUSG00000046410,0.48224837754772437,0.0,0.0,0.4771980187803269,0.4872668829772889,Kcnk6
ENSMUSG00000027435,0.47298466884804186,0.0,0.0,0.46787638784623564,0.4780613481754004,Cd93
ENSMUSG00000033191,0.45147804001295727,0.0,0.0,0.4462396680394776,0.4566854746939557,Tie1
ENSMUSG00000000530,0.44799672757594494,0.0,0.0,0.4427378733723406,0.4532247623071821,Acvrl1
ENSMUSG00000050147,0.4368210510796549,0.0,0.0,0.43149752898063437,0.4421141507700889,F2rl3
ENSMUSG00000001946,0.4367158993702251,0.0,0.0,0.4313917766612837,0.4420096035414617,Esam
ENSMUSG00000001029,0.4329510461584401,0.0,0.0,0.42760551560274657,0.43826629840784065,Icam2
ENSMUSG00000030787,0.42982341178173283,0.0,0.0,0.42446023937777494,0.43515642478698396,Lyve1
ENSMUSG00000033066,0.4289081683005436,0.0,0.0,0.42353985782011677,0.4342463545896881,Gas7
ENSMUSG00000028073,0.42624483151124165,0.0,0.0,0.4208616324007441,0.4315980099372777,Pear1
ENSMUSG00000028978,0.4248266639676091,0.0,0.0,0.41943557528300734,0.43018778772047483,Nos3
ENSMUSG00000020154,0.42277564475961654,0.0,0.0,0.41737319287664315,0.4281482131231028,Ptprb
ENSMUSG00000054641,0.4226688562870412,0.0,0.0,0.41726581429140597,0.42804201902719574,Mmrn1
ENSMUSG00000024349,0.4210869734025944,0.0,0.0,0.4156752075978585,0.42646892340676695,Tmem173
ENSMUSG00000026712,0.4191329832223673,0.0,0.0,0.41371048720051157,0.4245257425760718,Mrc1
ENSMUSG00000031871,0.4181581247480617,0.0,0.0,0.41273029423559,0.42355625838128824,Cdh5
ENSMUSG00000085976,0.41791461723628753,0.0,0.0,0.41248545619672194,0.42331409136743187,Gm13816
ENSMUSG00000059588,0.4178856729019836,0.0,0.0,0.4124563537624891,0.42328530631908223,Calcrl
ENSMUSG00000034845,0.4149914682204895,0.0,0.0,0.40954639629189155,0.4204069739306028,Plvap
ENSMUSG00000018008,0.41388968446521807,0.0,0.0,0.4084386447854038,0.41931120389246396,Cyth4
ENSMUSG00000074874,0.4097617828094784,0.0,0.0,0.4042885273425832,0.41520569253931927,Ctla2b
ENSMUSG00000109827,0.4074866831237558,0.0,0.0,0.40200127972417904,0.412942838514334,Gm6213
ENSMUSG00000024440,0.4072594227907249,0.0,0.0,0.40177280969136603,0.4127167977031004,Pcdh12
ENSMUSG00000046280,0.3997691318010495,0.0,0.0,0.3942430303452828,0.40526632483680053,She
ENSMUSG00000056492,0.3981474654683854,0.0,0.0,0.3926129123871766,0.4036531830576174,Adgrf5
ENSMUSG00000111531,0.39645697277545194,0.0,0.0,0.3909136463853268,0.4019715402723963,RP23-381H23.2
ENSMUSG00000046546,0.39628733315267384,0.0,0.0,0.39074312845403175,0.40180278667710695,Fam43a
ENSMUSG00000045092,0.3937064883356822,0.0,0.0,0.3881489682515131,0.3992353754045466,S1pr1
ENSMUSG00000050345,0.39232891602580533,0.0,0.0,0.38676432466431865,0.3978649379963079,4930486L24Rik
ENSMUSG00000050234,0.3910451441443029,0.0,0.0,0.3854739855822272,0.39658779295358193,Gja4
ENSMUSG00000016024,0.3889326112123633,0.0,0.0,0.38335069330873195,0.39448611822574586,Lbp
ENSMUSG00000022220,0.38767849212010114,0.0,0.0,0.38209021477202665,0.3932384176926368,Adcy4
ENSMUSG00000032125,0.38696258256779326,0.0,0.0,0.38137068427537685,0.39252616297133713,Robo4
ENSMUSG00000020787,0.38642057304557603,0.0,0.0,0.38082593787120067,0.39198691605453967,P2rx1
ENSMUSG00000044250,0.38536780164574713,0.0,0.0,0.37976786159022646,0.3909394996672199,Pced1b
ENSMUSG00000108025,0.38521256825264855,0.0,0.0,0.37961184722054353,0.3907850546613555,Gm43998
ENSMUSG00000020357,0.38064985282905034,0.0,0.0,0.37502631913311,0.3862453718528536,Flt4
ENSMUSG00000003518,0.3777758738286005,0.0,0.0,0.37213811207018666,0.383385761562221,Dusp3
ENSMUSG00000044258,0.3764101456861576,0.0,0.0,0.3707656609533157,0.38202682379601255,Ctla2a
ENSMUSG00000027474,0.3760369484090132,0.0,0.0,0.37039063085275775,0.381655477823547,Ccm2l
ENSMUSG00000107481,0.37448728077600657,0.0,0.0,0.3688333722796688,0.3801134781614005,4833403J16Rik
ENSMUSG00000032440,0.3741917675842112,0.0,0.0,0.3685364151402444,0.3798194236593666,Tgfbr2
ENSMUSG00000054435,0.37357620054006074,0.0,0.0,0.36791784399545,0.379206891478543,Gimap4
ENSMUSG00000090019,0.3727862668132845,0.0,0.0,0.36712406255755137,0.37842084504654105,Gimap1
ENSMUSG00000000317,0.3682825332069948,0.0,0.0,0.3625985491255665,0.37393911923559575,Bcl6b
