,Endothelial_2_corr,Endothelial_2_pval,Endothelial_2_qval,Endothelial_2_ci_low,Endothelial_2_ci_high,gene_annotation
ENSMUSG00000066364,0.5502693886597363,0.0,0.0,0.5434558677933646,0.5570104087029761,Serpina3b
ENSMUSG00000026358,0.5498252117701602,0.0,0.0,0.5430069452300768,0.5565709852417117,Rgs1
ENSMUSG00000030742,0.5355481856421993,0.0,0.0,0.5285794561433843,0.5424447362887374,Lat
ENSMUSG00000093639,0.5278598298895741,0.0,0.0,0.5208117416290197,0.5348359599901573,Gm42419
ENSMUSG00000025701,0.5215235234054711,0.0,0.0,0.5144109093162976,0.5285643878320724,Alox5
ENSMUSG00000108929,0.520477805934838,0.0,0.0,0.5133546189593776,0.5275292799473028,Cc2d2b
ENSMUSG00000030137,0.5121068732591002,0.0,0.0,0.5048998285278253,0.5192425219557998,Tuba8
ENSMUSG00000026357,0.5112747315742456,0.0,0.0,0.504059426233409,0.5184186746201134,Rgs18
ENSMUSG00000078920,0.5111246036511864,0.0,0.0,0.5039078094563354,0.5182700416808427,Ifi47
ENSMUSG00000050761,0.5084613501872377,0.0,0.0,0.5012182177996806,0.5156332373186816,Gp1bb
ENSMUSG00000022659,0.5036554988571221,0.0,0.0,0.4963651931982387,0.5108747697280751,Gcsam
ENSMUSG00000020788,0.49787604997843526,0.0,0.0,0.4905296178326478,0.5051517178987127,Atp2a3
ENSMUSG00000048827,0.49608763971088815,0.0,0.0,0.488723973095031,0.5033806296551718,Pkd1l3
ENSMUSG00000020732,0.49162287657538056,0.0,0.0,0.4842164594481363,0.4989588434469351,Rab37
ENSMUSG00000052681,0.48677248886120666,0.0,0.0,0.4793200743321297,0.49415471169523945,Rap1b
ENSMUSG00000068129,0.4856971057060622,0.0,0.0,0.47823455588482106,0.49308952292098307,Cst7
ENSMUSG00000032089,0.4853356924281286,0.0,0.0,0.4778697414712573,0.49273153078018506,Il10ra
ENSMUSG00000106321,0.48358395847340774,0.0,0.0,0.4761015590445967,0.49099634326019476,Gm43674
ENSMUSG00000070003,0.4799157535012188,0.0,0.0,0.47239910626054826,0.48736259668128096,Ssbp4
ENSMUSG00000108094,0.478950097818619,0.0,0.0,0.4714244789420313,0.486405969289895,Gm31108
ENSMUSG00000005824,0.4774586623910574,0.0,0.0,0.4699192231262886,0.4849284427480959,Tnfsf14
ENSMUSG00000029373,0.47520093799692953,0.0,0.0,0.4676406609528878,0.48269169239014614,Pf4
ENSMUSG00000006389,0.46967294850469904,0.0,0.0,0.4620620747634923,0.4772146447850087,Mpl
ENSMUSG00000034116,0.4696021350932728,0.0,0.0,0.46199061711654726,0.4771444801369479,Vav1
ENSMUSG00000022372,0.46791727512626713,0.0,0.0,0.46029045803360125,0.4754750278032965,Sla
ENSMUSG00000020787,0.46635185964107273,0.0,0.0,0.4587108781639071,0.4739238788766853,P2rx1
ENSMUSG00000008496,0.46635005629268733,0.0,0.0,0.45870905852609045,0.473922091936183,Pou2f2
ENSMUSG00000024034,0.4660238302668573,0.0,0.0,0.45837988679377756,0.47359883307308803,Tmprss3
ENSMUSG00000026778,0.4656416371895667,0.0,0.0,0.45799424531483496,0.47322011360624455,Prkcq
ENSMUSG00000027776,0.4655545383359701,0.0,0.0,0.45790636099983256,0.4731338059697357,Il12a
ENSMUSG00000051503,0.4652940158713357,0.0,0.0,0.4576434900240967,0.4728756492559934,Gm6583
ENSMUSG00000059336,0.46483164454337816,0.0,0.0,0.45717695388733076,0.4724174734219164,Slc14a1
ENSMUSG00000022126,0.4642728069701861,0.0,0.0,0.45661308820847857,0.4718637011917704,Acod1
ENSMUSG00000030805,0.4621459592172455,0.0,0.0,0.4544671605531705,0.4697560765625127,Stx4a
ENSMUSG00000020120,0.46188440030754896,0.0,0.0,0.45420326135900935,0.4694968757144701,Plek
ENSMUSG00000020635,0.4600864130084263,0.0,0.0,0.45238922314404556,0.4677150625022515,Fkbp1b
ENSMUSG00000031506,0.45988608233577544,0.0,0.0,0.4521871080315919,0.467516530097584,Ptpn7
ENSMUSG00000030745,0.45951340472329555,0.0,0.0,0.4518111129074606,0.4671471957771565,Il21r
