,Endothelial_1_corr,Endothelial_1_pval,Endothelial_1_qval,Endothelial_1_ci_low,Endothelial_1_ci_high,gene_annotation
ENSMUSG00000107481,0.7333645823520191,0.0,0.0,0.7288398018709709,0.7378253089747651,4833403J16Rik
ENSMUSG00000024986,0.7262960570226276,0.0,0.0,0.7216705852138299,0.7308566762596825,Hhex
ENSMUSG00000107061,0.7132299431630824,0.0,0.0,0.7084209560059033,0.7179727093654598,Gm19590
ENSMUSG00000090019,0.7121325333946076,0.0,0.0,0.7073082872432773,0.716890449982328,Gimap1
ENSMUSG00000026655,0.7076588390810347,0.0,0.0,0.7027726355371668,0.7124782803540234,Fam107b
ENSMUSG00000054435,0.706614065191241,0.0,0.0,0.7017134495059467,0.7114478198693421,Gimap4
ENSMUSG00000020178,0.6972624104603841,0.0,0.0,0.6922337579280365,0.7022233570043519,Adora2a
ENSMUSG00000046470,0.6878051459235384,0.0,0.0,0.6826487751413521,0.6928930265083171,Sox18
ENSMUSG00000031639,0.6854660270128553,0.0,0.0,0.6802783406122377,0.6905850400501964,Tlr3
ENSMUSG00000004451,0.6847328159660931,0.0,0.0,0.6795353358330272,0.6898615661975438,Ralb
ENSMUSG00000074874,0.6805227848298393,0.0,0.0,0.6752692763356395,0.6857072468497586,Ctla2b
ENSMUSG00000041378,0.6804491549229619,0.0,0.0,0.6751946696671514,0.6856345882898375,Cldn5
ENSMUSG00000044562,0.6781656799162898,0.0,0.0,0.6728809558406138,0.6833811862531863,Rasip1
ENSMUSG00000001240,0.6770253044079707,0.0,0.0,0.6717255176688046,0.682255792084396,Ramp2
ENSMUSG00000035165,0.6734744392430329,0.0,0.0,0.6681279160004074,0.6787514165852419,Kcne3
ENSMUSG00000020357,0.6723644370157333,0.0,0.0,0.6670033552048755,0.6776558977423557,Flt4
ENSMUSG00000043230,0.670011501913911,0.0,0.0,0.6646196402417197,0.6753335862344859,Fam124b
ENSMUSG00000048200,0.669039083487864,0.0,0.0,0.663634533200247,0.6743737930710142,Cracr2b
ENSMUSG00000034037,0.6643035496104227,0.0,0.0,0.6588374755446816,0.6696994846861487,Fgd5
ENSMUSG00000043505,0.6640553050855093,0.0,0.0,0.6585860181028603,0.6694544379085223,Gimap5
ENSMUSG00000004837,0.6611616587075618,0.0,0.0,0.6556550106608455,0.666597979189147,Grap
ENSMUSG00000055053,0.6595797239697985,0.0,0.0,0.6540527210693717,0.6650363071612474,Nfic
ENSMUSG00000030787,0.6591840039143476,0.0,0.0,0.653651917013801,0.6646456483490073,Lyve1
ENSMUSG00000039167,0.6584202760247283,0.0,0.0,0.6528783859299263,0.6638916800643532,Adgrl4
ENSMUSG00000024349,0.6572259845336376,0.0,0.0,0.6516687877100898,0.6627126280112825,Tmem173
ENSMUSG00000024936,0.6570738663711383,0.0,0.0,0.6515147219428008,0.6625624489590375,Kcnk7
ENSMUSG00000072618,0.6570543639832245,0.0,0.0,0.6514949698943674,0.662543195143844,Gm10384
ENSMUSG00000108900,0.6558058187245159,0.0,0.0,0.650230457025107,0.6613105484440289,C430049E01Rik
ENSMUSG00000033446,0.6549139122205054,0.0,0.0,0.6493271628683756,0.6604299809751601,Lpar6
ENSMUSG00000001946,0.6546065902566175,0.0,0.0,0.6490159207412558,0.6601265625593491,Esam
ENSMUSG00000032051,0.6538278735386421,0.0,0.0,0.648227279182175,0.6593577288954714,Fdx1
ENSMUSG00000064262,0.6518952226116007,0.0,0.0,0.6462700482936043,0.6574495561625193,Gimap8
ENSMUSG00000055197,0.6511817104865005,0.0,0.0,0.6455474802386459,0.6567450630941613,Fev
ENSMUSG00000022602,0.6507817009416451,0.0,0.0,0.64514239816611,0.6563501055696263,Arc
ENSMUSG00000053158,0.6506586882990785,0.0,0.0,0.6450178262355343,0.6562286459322986,Fes
ENSMUSG00000026181,0.6485219051949953,0.0,0.0,0.6428540054537232,0.6541187931508755,Ppm1f
ENSMUSG00000013766,0.6478061549030528,0.0,0.0,0.6421292186759645,0.6534120441356416,Ly6g6e
ENSMUSG00000097097,0.6475277102443703,0.0,0.0,0.6418472613417379,0.6531370985569768,5033426O07Rik
ENSMUSG00000055148,0.6431841023882744,0.0,0.0,0.637449056227243,0.6488478832300926,Klf2
ENSMUSG00000001053,0.6430989351148332,0.0,0.0,0.6373628221741113,0.6487637788599572,N4bp3
ENSMUSG00000022057,0.6417574187974705,0.0,0.0,0.6360045213815048,0.6474389866561326,Adamdec1
ENSMUSG00000033712,0.6417400927367862,0.0,0.0,0.6359869787777684,0.6474218763674837,Ccar2
ENSMUSG00000023034,0.6410849865094107,0.0,0.0,0.6353236893218662,0.6467749243763621,Nr4a1
ENSMUSG00000002504,0.6402679798958146,0.0,0.0,0.6344964890198161,0.6459680757310071,Slc9a3r2
ENSMUSG00000051124,0.6395349833914662,0.0,0.0,0.6337543582620533,0.6452441818452797,Gimap9
ENSMUSG00000111531,0.6388968604106642,0.0,0.0,0.633108291961072,0.6446139749616783,RP23-381H23.2
ENSMUSG00000020407,0.6377742040816838,0.0,0.0,0.6319716804424115,0.6435052266445329,Upp1
ENSMUSG00000075415,0.6361214296120561,0.0,0.0,0.6302984065687838,0.6418728837818315,Fnbp1
ENSMUSG00000023008,0.6359059033864948,0.0,0.0,0.6300802111532093,0.6416600180506896,Fmnl3
ENSMUSG00000069893,0.6358490349233401,0.0,0.0,0.6300226385545166,0.6416038514342504,9930111J21Rik1
ENSMUSG00000050493,0.6358365868964981,0.0,0.0,0.6300100364068894,0.6415915570275007,Fam167b
ENSMUSG00000049686,0.6342790814132849,0.0,0.0,0.6284332714393683,0.6400532492622858,Orai1
ENSMUSG00000047671,0.6334606511694805,0.0,0.0,0.6276047400713384,0.639244888385567,Tctex1d4
ENSMUSG00000031875,0.6328177280448051,0.0,0.0,0.6269538912463665,0.6386098663516097,Cmtm3
ENSMUSG00000034438,0.6322909871770391,0.0,0.0,0.6264206630270434,0.6380895928940565,Gbp8
ENSMUSG00000022221,0.6320095669692298,0.0,0.0,0.6261357790938542,0.6378116258391644,Ripk3
ENSMUSG00000039997,0.6314383882389346,0.0,0.0,0.6255575751062041,0.6372474510825062,Ifi203
ENSMUSG00000032344,0.6312029202496096,0.0,0.0,0.6253192128405022,0.6370148686633688,Mb21d1
ENSMUSG00000066319,0.6311236782457909,0.0,0.0,0.6252389970732325,0.6369365975020335,Rtp3
ENSMUSG00000045757,0.6305640688461573,0.0,0.0,0.624672514466502,0.6363838408094217,Zfp764
ENSMUSG00000110369,0.6304528646355321,0.0,0.0,0.6245599451675251,0.636273997640097,Gm45349
ENSMUSG00000031015,0.6301830271672529,0.0,0.0,0.6242867963247682,0.6360074617628567,Swap70
ENSMUSG00000046792,0.6290950856965434,0.0,0.0,0.6231855185467311,0.6349328176817415,Zfp787
ENSMUSG00000064057,0.6282958025996414,0.0,0.0,0.6223764525353623,0.634143289445499,Scgb3a1
ENSMUSG00000031506,0.6278656814577674,0.0,0.0,0.6219410721127999,0.6337184126760084,Ptpn7
ENSMUSG00000026102,0.6271681832597141,0.0,0.0,0.6212350530831404,0.6330294114137008,Inpp1
ENSMUSG00000034255,0.626427357710377,0.0,0.0,0.6204851879515167,0.6322976004452793,Arhgap27
ENSMUSG00000062963,0.6262411127730576,0.0,0.0,0.6202966721554222,0.6321136201426807,Ufc1
ENSMUSG00000026946,0.6258515044180968,0.0,0.0,0.6199023155805838,0.6317287470670583,Nmi
