,Endothelial_1_corr,Endothelial_1_pval,Endothelial_1_qval,Endothelial_1_ci_low,Endothelial_1_ci_high,gene_annotation
ENSMUSG00000084992,0.341291988056141,0.0,0.0,0.3326752635606943,0.34985172989579194,Gm13842
ENSMUSG00000106438,0.2920659385063133,0.0,0.0,0.2831494271359471,0.30093196544922207,Gm42749
ENSMUSG00000030844,0.2871281506033164,0.0,0.0,0.27818419094219765,0.2960223241826687,Rgs10
ENSMUSG00000034664,0.27952908717950475,0.0,0.0,0.27054381939521005,0.2884656590673777,Itga2b
ENSMUSG00000034041,0.26430915880418426,0.0,0.0,0.25524455927336864,0.27332730046974885,Lyl1
ENSMUSG00000027556,0.2639846140678446,0.0,0.0,0.25491837231349895,0.27300444645004984,Car1
ENSMUSG00000050761,0.26106213655109056,0.0,0.0,0.2519811997584794,0.2700971020602567,Gp1bb
ENSMUSG00000026815,0.256108898506145,0.0,0.0,0.2470034374928966,0.26516913650023827,Gfi1b
ENSMUSG00000006362,0.255726307574974,0.0,0.0,0.24661897228842974,0.2647884779368647,Cbfa2t3
ENSMUSG00000098112,0.2527687478283495,0.0,0.0,0.2436470204959693,0.2618457607538426,Bin2
ENSMUSG00000037124,0.2514307213994855,0.0,0.0,0.24230253925538825,0.260514393780273,Trim58
ENSMUSG00000024965,0.24852261467201342,0.0,0.0,0.23938052434699159,0.25762064176851995,Fermt3
ENSMUSG00000057948,0.24811531075536128,0.0,0.0,0.23897128569773102,0.2572153353161732,Unc13d
ENSMUSG00000071068,0.24520952931502826,0.0,0.0,0.23605179576543192,0.2543237112568303,Treml2
ENSMUSG00000000244,0.244556565169418,0.0,0.0,0.23539577390447747,0.2536739060213364,Tspan32
ENSMUSG00000045509,0.24351956578940812,0.0,0.0,0.2343539355954385,0.2526419065247849,Gpr150
ENSMUSG00000042106,0.24078909883923483,0.0,0.0,0.23161082821825496,0.24992450521877901,Fam212a
ENSMUSG00000002997,0.24033258930938098,0.0,0.0,0.23115221956338824,0.2494701661056359,Prkar2b
ENSMUSG00000034796,0.24028065641208204,0.0,0.0,0.231100048126361,0.2494184798618665,Cpne7
ENSMUSG00000038059,0.23977383778170874,0.0,0.0,0.2305909043333554,0.24891406561611595,Smim3
ENSMUSG00000048442,0.23954119898535578,0.0,0.0,0.23035719992961085,0.24868252881485298,Smim5
ENSMUSG00000023995,0.23891628534587786,0.0,0.0,0.2297294291038931,0.2480605701788704,Tspo2
ENSMUSG00000053310,0.23578063667302832,0.0,0.0,0.22657955924771095,0.2449396351014719,Nrgn
ENSMUSG00000032596,0.2355227791729547,0.0,0.0,0.22632054084417924,0.24468297911539474,Uba7
ENSMUSG00000037336,0.23371504901611662,0.0,0.0,0.22450470862544875,0.24288363622124104,Mfsd2b
ENSMUSG00000027765,0.2326040236412546,0.0,0.0,0.22338873548270652,0.2417777343278396,P2ry1
ENSMUSG00000005107,0.2320513992179104,0.0,0.0,0.22283365903457034,0.24122764945060798,Slc2a9
ENSMUSG00000111172,0.22769060221228507,0.0,0.0,0.21845372259511464,0.23688668531859686,RP24-496O17.7
ENSMUSG00000107849,0.22642492241002607,0.0,0.0,0.21718255743346873,0.23562669306333742,Gm43904
ENSMUSG00000038997,0.22492489110348576,0.0,0.0,0.2156760656960173,0.23413336234440638,Asb17
ENSMUSG00000022952,0.2195661257546896,0.0,0.0,0.21029458044860044,0.22879817949811626,Runx1
ENSMUSG00000026202,0.2195546489741916,0.0,0.0,0.21028305561218869,0.22878675262869022,Tuba4a
ENSMUSG00000061577,0.21924913362343632,0.0,0.0,0.20997626194588512,0.2284825649903992,Adgrg5
ENSMUSG00000027763,0.2189289595274041,0.0,0.0,0.20965475015982282,0.22816378037629378,Mbnl1
ENSMUSG00000026778,0.21791061744909138,0.0,0.0,0.20863216677297317,0.22714984450421624,Prkcq
ENSMUSG00000042345,0.21663587186575337,0.0,0.0,0.20735214057440246,0.22588058631355531,Ubash3a
ENSMUSG00000029613,0.21650625532195958,0.0,0.0,0.20722198887640303,0.22575152597155793,Eif2ak1
ENSMUSG00000020007,0.21642598380237293,0.0,0.0,0.2071413861006335,0.22567159874499407,Il20ra
ENSMUSG00000006235,0.21557818999458953,0.0,0.0,0.20629010140103266,0.22482743361502758,Epor
ENSMUSG00000034416,0.21414799385346006,0.0,0.0,0.20485404812264915,0.22340332744871058,Pkd1l2
ENSMUSG00000026348,0.2140722883160933,0.0,0.0,0.2047780336605142,0.22332794317492827,Acmsd
ENSMUSG00000047953,0.2137683826355138,0.0,0.0,0.2044728889877149,0.22302532603242697,Gp5
ENSMUSG00000030680,0.21342380983594267,0.0,0.0,0.20412691358564652,0.2226822120382628,Pagr1a
ENSMUSG00000030089,0.21278171262285195,0.0,0.0,0.2034822088767065,0.22204282712943937,Slc41a3
ENSMUSG00000046085,0.21209555900115376,0.0,0.0,0.20279327776360648,0.2213595631087351,4931422A03Rik
ENSMUSG00000026158,0.21173197689673143,0.0,0.0,0.20242822764242752,0.22099750847210506,Ogfrl1
ENSMUSG00000001014,0.21163993481277416,0.0,0.0,0.2023358143350123,0.2209058526668793,Icam4
ENSMUSG00000023328,0.21095250844888747,0.0,0.0,0.2016456206883465,0.22022130609195179,Ache
ENSMUSG00000104763,0.2105221139653932,0.0,0.0,0.20121349832679833,0.21979270998366793,9830132P13Rik
ENSMUSG00000026729,0.20963223454293378,0.0,0.0,0.20032005785015572,0.2189065375147293,4930562F07Rik
ENSMUSG00000110967,0.20910847120044154,0.0,0.0,0.19979420579056584,0.2183849488504947,RP23-395M5.7
ENSMUSG00000032698,0.20891288424412616,0.0,0.0,0.19959784022841576,0.2181901726168499,Lmo2
ENSMUSG00000039183,0.20874562288937604,0.0,0.0,0.19942991362179555,0.2180236039867186,Nubp2
ENSMUSG00000011263,0.20790766642344183,0.0,0.0,0.19858863257211629,0.21718910983880255,Exoc3l2
ENSMUSG00000037012,0.2077555757247082,0.0,0.0,0.19843593992752862,0.21703764610272247,Hk1
ENSMUSG00000058794,0.20588387977812966,0.0,0.0,0.19655687320666834,0.21517362924318537,Nfe2
ENSMUSG00000028708,0.2054037500035525,0.0,0.0,0.19607486371322633,0.21469545840832843,Mknk1
ENSMUSG00000020481,0.2052308133856998,0.0,0.0,0.19590125114893633,0.21452322628441103,Ankrd36
ENSMUSG00000110206,0.20498239710321203,0.0,0.0,0.19565186492086872,0.21427582096697637,Flt3l
ENSMUSG00000006389,0.20486430752719104,0.0,0.0,0.19553331468528728,0.21415821155496106,Mpl
ENSMUSG00000059900,0.2045205476342432,0.0,0.0,0.19518821536028694,0.21381584789012442,Tmem40
ENSMUSG00000034663,0.20303494396975474,0.0,0.0,0.19369684973623852,0.2123362519513399,Bmp2k
ENSMUSG00000086335,0.20214665278308871,0.0,0.0,0.19280513390230222,0.2114515326065249,Gm12107
ENSMUSG00000050592,0.2015329076874809,0.0,0.0,0.19218903163570739,0.21084024648842026,Fam78a
ENSMUSG00000028108,0.20152421186264982,0.0,0.0,0.19218030246630438,0.210831585451222,Ecm1
ENSMUSG00000090523,0.20135196681001225,0.0,0.0,0.19200739723616767,0.21066002916348603,Gypc
ENSMUSG00000029373,0.20080905798139792,0.0,0.0,0.1914624113530561,0.21011928753989315,Pf4
ENSMUSG00000032089,0.20074044930136917,0.0,0.0,0.19139354060089278,0.21005095232931478,Il10ra
ENSMUSG00000028159,0.19989971956893723,0.0,0.0,0.1905496069146761,0.2092135663000881,Dapp1
ENSMUSG00000026809,0.19903798605613635,0.0,0.0,0.1896846037469161,0.20835524584923576,Spaca9
ENSMUSG00000047181,0.1989849079758001,0.0,0.0,0.18963132474837843,0.2083023775256746,Samd14
ENSMUSG00000027901,0.19860722817379892,0.0,0.0,0.18925221689306296,0.2079261886866527,Dennd2d
ENSMUSG00000021457,0.19834662412148021,0.0,0.0,0.1889906290912225,0.20766661181108648,Syk
ENSMUSG00000034156,0.19739090425382202,0.0,0.0,0.188031312857976,0.2067146477013543,Bzrap1
ENSMUSG00000054944,0.1968197895482839,0.0,0.0,0.18745805757708875,0.20614576891774417,5330416C01Rik
ENSMUSG00000032131,0.19665536460752256,0.0,0.0,0.18729301754313044,0.2059819865341324,Abcg4
ENSMUSG00000036390,0.1966201245468373,0.0,0.0,0.187257645722555,0.20594688412028095,Gadd45a
ENSMUSG00000020961,0.19652673435334125,0.0,0.0,0.1871639064677019,0.205853858590555,Ston2
ENSMUSG00000071714,0.19613613521464268,0.0,0.0,0.1867718492478442,0.205464782810265,Csf2rb2
ENSMUSG00000029722,0.19593903429787773,0.0,0.0,0.18657401369851773,0.20526844947861225,Agfg2
ENSMUSG00000026389,0.1924654076583341,0.0,0.0,0.18308756482958188,0.20180822721919922,Steap3
ENSMUSG00000000876,0.1924597867227428,0.0,0.0,0.18308192333653722,0.20180262778522953,Pxmp4
ENSMUSG00000032595,0.19244565285110438,0.0,0.0,0.18306773777580496,0.20178854797683127,Cdhr4
ENSMUSG00000045165,0.19222908437582945,0.0,0.0,0.18285037777459123,0.20157280741117525,AI467606
ENSMUSG00000037872,0.19209824571263928,0.0,0.0,0.18271906135959892,0.201442468485743,Ackr1
ENSMUSG00000086804,0.19200403706628488,0.0,0.0,0.1826245089216124,0.20134861946402577,Gm43154
ENSMUSG00000021675,0.19134473168596894,0.0,0.0,0.18196280242172536,0.2006918260622608,F2rl2
ENSMUSG00000074570,0.191278762006632,0.0,0.0,0.1818965929555285,0.20062610726745825,Cass4
ENSMUSG00000048376,0.19116727789303842,0.0,0.0,0.18178470381238257,0.20051504693985056,F2r
ENSMUSG00000051682,0.19104406441567748,0.0,0.0,0.18166104297451224,0.20039230155595072,Treml4
ENSMUSG00000039546,0.1897477640894121,0.0,0.0,0.1803600540571418,0.199100908146222,Ajap1
