,Mid-Hind Gut_corr,Mid-Hind Gut_pval,Mid-Hind Gut_qval,Mid-Hind Gut_ci_low,Mid-Hind Gut_ci_high,gene_annotation
ENSMUSG00000015202,0.5233018263249349,0.0,0.0,0.5162072416001765,0.5303246004628421,Cnksr3
ENSMUSG00000110634,0.5232580497054937,0.0,0.0,0.5161630204011091,0.5302812699003047,RP24-409P7.1
ENSMUSG00000015966,0.5231921909580571,0.0,0.0,0.516096492887145,0.5302160821439943,Il17rb
ENSMUSG00000032343,0.5231149136292513,0.0,0.0,0.5160184309503206,0.5301395920367872,Impg1
ENSMUSG00000086040,0.5230966068986544,0.0,0.0,0.5159999383660807,0.5301214717795003,Wipf3
ENSMUSG00000068154,0.5230922781634931,0.0,0.0,0.5159955656856889,0.5301171871361224,Insm1
ENSMUSG00000034762,0.5230720215296216,0.0,0.0,0.5159751034118011,0.5300971368282205,Glis1
ENSMUSG00000068890,0.5230121837024465,0.0,0.0,0.5159146581740514,0.5300379084393377,Lce1a2
ENSMUSG00000032202,0.5228710478659365,0.0,0.0,0.5157720899551699,0.5298982097762635,Rab27a
ENSMUSG00000015711,0.5228529940003649,0.0,0.0,0.5157538528899498,0.5298803397240571,Prune1
ENSMUSG00000075602,0.5228332474129682,0.0,0.0,0.5157339059335598,0.5298607941771339,Ly6a
ENSMUSG00000047117,0.5226887078605773,0.0,0.0,0.515587899969966,0.5297177259580322,Ankdd1b
ENSMUSG00000049551,0.5226585295738708,0.0,0.0,0.515557415564584,0.5296878548192419,Fzd9
ENSMUSG00000003518,0.5226085514025804,0.0,0.0,0.5155069304705975,0.5296383852763568,Dusp3
ENSMUSG00000049295,0.5225888786293121,0.0,0.0,0.5154870581722334,0.529618912700004,Zfp219
ENSMUSG00000031640,0.5225857634646185,0.0,0.0,0.5154839114136337,0.5296158292356195,Klkb1
ENSMUSG00000070702,0.5225635333816634,0.0,0.0,0.5154614558794102,0.529593825363401,Csn1s1
ENSMUSG00000074483,0.5225067880072614,0.0,0.0,0.5154041350535593,0.5295376573804231,Bglap
ENSMUSG00000107396,0.522464441723936,0.0,0.0,0.5153613593805192,0.5294957419357641,4930425L21Rik
ENSMUSG00000019734,0.5224243198784061,0.0,0.0,0.5153208307336441,0.5294560282653977,Tmc4
ENSMUSG00000004934,0.5223326622028431,0.0,0.0,0.5152282438465124,0.5293653029434452,Pias4
ENSMUSG00000020375,0.5222834642749143,0.0,0.0,0.5151785472258663,0.5293166053967997,Rufy1
ENSMUSG00000025955,0.5222573202138459,0.0,0.0,0.5151521381760672,0.5292907272223589,Akr1cl
ENSMUSG00000096094,0.5221648060805401,0.0,0.0,0.5150586864542852,0.5291991538581033,A630095N17Rik
ENSMUSG00000047153,0.5221242720902408,0.0,0.0,0.5150177417237352,0.5291590320031828,Khnyn
ENSMUSG00000007457,0.5220851125922447,0.0,0.0,0.5149781854443336,0.5291202706353355,2310003L06Rik
ENSMUSG00000021282,0.5220821782811901,0.0,0.0,0.5149752214027568,0.5291173661559043,Eif5
ENSMUSG00000027551,0.5220333411745226,0.0,0.0,0.5149258895020999,0.5290690255266455,Zfp64
ENSMUSG00000031481,0.5219551454000986,0.0,0.0,0.5148469015838697,0.5289916245943826,Tpte
ENSMUSG00000062190,0.5218868493520751,0.0,0.0,0.5147779137776144,0.5289240226642897,Lancl2
ENSMUSG00000074059,0.5217905633793384,0.0,0.0,0.5146806526981879,0.528828715129711,Fbxw18
ENSMUSG00000026628,0.521771075975996,0.0,0.0,0.5146609679644037,0.5288094257317364,Atf3
