,Mesenchyme_1_corr,Mesenchyme_1_pval,Mesenchyme_1_qval,Mesenchyme_1_ci_low,Mesenchyme_1_ci_high,gene_annotation
ENSMUSG00000020234,0.2435532643371642,0.0,0.0,0.2373725187834052,0.2497142913315589,4930404N11Rik
ENSMUSG00000031073,0.2377114458171869,0.0,0.0,0.23151246551047094,0.24389112301194904,Fgf15
ENSMUSG00000061723,0.23723022300496868,0.0,0.0,0.2310297606552989,0.2434114166535354,Tnnt3
ENSMUSG00000039176,0.23255529312016382,0.0,0.0,0.22634059204014334,0.23875106125752318,Polg
ENSMUSG00000097516,0.22045979918580957,0.0,0.0,0.21420959475201587,0.226691951438363,4930467D21Rik
ENSMUSG00000004988,0.2133568067910188,0.0,0.0,0.20708665171490268,0.21960943472746697,Fxyd4
ENSMUSG00000033722,0.21012014988230035,0.0,0.0,0.20384112425157,0.21638188947641657,BC034090
ENSMUSG00000028195,0.2060162255920373,0.0,0.0,0.19972615095839275,0.21228932152815239,Cyr61
ENSMUSG00000035237,0.2051237757098645,0.0,0.0,0.1988313277011522,0.2113993120942065,Lcat
ENSMUSG00000023043,0.2007917958734374,0.0,0.0,0.19448797648524782,0.2070790304044107,Krt18
ENSMUSG00000049382,0.20007617649080042,0.0,0.0,0.1937705024020821,0.20636531989083834,Krt8
ENSMUSG00000031971,0.1993337170466298,0.0,0.0,0.1930261258242266,0.20562483383645733,Ccsap
ENSMUSG00000052684,0.19750420706934335,0.0,0.0,0.1911919227849417,0.20380015578475524,Jun
ENSMUSG00000057337,0.1973327484509708,0.0,0.0,0.19102002659996348,0.20362914776459579,Chst3
ENSMUSG00000028838,0.19732151316572122,0.0,0.0,0.19100876265550698,0.2036179419925887,Extl1
ENSMUSG00000022464,0.19496980509950881,0.0,0.0,0.18865109239524236,0.20127237516444707,Slc38a4
ENSMUSG00000000632,0.19365659154378134,0.0,0.0,0.18733458119265475,0.19996255947797076,Sez6
ENSMUSG00000027358,0.19287265026725003,0.0,0.0,0.18654868216523304,0.19918063586377185,Bmp2
ENSMUSG00000024575,0.19092539064653277,0.0,0.0,0.18459659463684364,0.19723835323120031,Pde6a
ENSMUSG00000020911,0.1901590499915618,0.0,0.0,0.1838283676598562,0.19647395767133138,Krt19
ENSMUSG00000111303,0.18990797353159747,0.0,0.0,0.18357667486551033,0.19622351681414862,RP24-185I21.1
ENSMUSG00000024805,0.18969422734233704,0.0,0.0,0.18336240463318723,0.1960103110763801,Pcgf5
ENSMUSG00000020424,0.18720693389668638,0.0,0.0,0.18086905730665023,0.1935292627787885,Gatsl3
ENSMUSG00000023805,0.18498639934404748,0.0,0.0,0.17864318697170906,0.19131423526800803,Synj2
ENSMUSG00000006463,0.1839838119563177,0.0,0.0,0.17763821171472868,0.19031411322913486,Zdhhc24
ENSMUSG00000072235,0.1838696811148415,0.0,0.0,0.17752380988613356,0.1902002622008336,Tuba1a
ENSMUSG00000110485,0.18327405963452548,0.0,0.0,0.17692677697218542,0.18960609823527017,RP24-325F22.1
ENSMUSG00000090863,0.1822932361289455,0.0,0.0,0.17594363940595398,0.18862766474629128,A530084C06Rik
ENSMUSG00000026399,0.18227258081805295,0.0,0.0,0.17592293549908955,0.18860705963191382,Cd55
ENSMUSG00000025083,0.18222595431538077,0.0,0.0,0.17587619931839607,0.18856054642041506,Afap1l2
ENSMUSG00000037999,0.18163740448209312,0.0,0.0,0.17528626751932533,0.1879734241780213,Arap2
ENSMUSG00000008226,0.1791483693494511,0.0,0.0,0.17279143834572605,0.18549037639740792,Scrn3
ENSMUSG00000020387,0.17844932979803305,0.0,0.0,0.172090786222545,0.1847930038121298,Jade2
ENSMUSG00000029314,0.1771983951793357,0.0,0.0,0.17083698195628658,0.1835450362922632,Agpat9
ENSMUSG00000032418,0.1770255222078199,0.0,0.0,0.17066371403393346,0.18337257175015167,Me1
ENSMUSG00000043336,0.17550113261895864,0.0,0.0,0.16913585880934934,0.18185176676863848,Filip1l
ENSMUSG00000042256,0.17510933311605612,0.0,0.0,0.16874317350859835,0.1814608836758334,Ptchd4
