,Surface ectoderm_corr,Surface ectoderm_pval,Surface ectoderm_qval,Surface ectoderm_ci_low,Surface ectoderm_ci_high,gene_annotation
ENSMUSG00000048498,0.2122810922395418,0.0,0.0,0.20600797369052645,0.21853676365316513,Cd300e
ENSMUSG00000022414,0.21223228080311674,0.0,0.0,0.20595902814564232,0.21848808995847255,Tab1
ENSMUSG00000039031,0.21222766761808207,0.0,0.0,0.20595440228759618,0.21848348978984472,Arhgap18
ENSMUSG00000030208,0.2122231389621174,0.0,0.0,0.20594986119110498,0.21847897391151208,Emp1
ENSMUSG00000040717,0.21217748623105429,0.0,0.0,0.20590408306396937,0.21843344997495906,Il17rd
ENSMUSG00000111467,0.2121221693059462,0.0,0.0,0.20584861423457537,0.2183782890722934,RP24-80J11.2
ENSMUSG00000079011,0.21207624730863908,0.0,0.0,0.2058025661627594,0.2183324965684858,Gm11033
ENSMUSG00000021685,0.21200635325314673,0.0,0.0,0.2057324802730575,0.2182627995514079,Otp
ENSMUSG00000027954,0.21198989505818439,0.0,0.0,0.20571597691559207,0.2182463877444785,Efna1
ENSMUSG00000041238,0.21195998842024324,0.0,0.0,0.2056859882207605,0.21821656539044776,Rbbp8
ENSMUSG00000072845,0.21192956023352927,0.0,0.0,0.20565547655824024,0.218186222945498,Tmprss11a
ENSMUSG00000087702,0.2119133765692333,0.0,0.0,0.2056392485011173,0.21817008487925227,Gm13575
ENSMUSG00000044265,0.21188315009555142,0.0,0.0,0.2056089391235241,0.21813994356057212,Olfm5
ENSMUSG00000022997,0.21187890428636044,0.0,0.0,0.20560468167006885,0.21813570971185636,Wnt1
ENSMUSG00000051314,0.21182384085228248,0.0,0.0,0.20554946724431605,0.21808080137053723,Ffar2
ENSMUSG00000110464,0.21181601659127286,0.0,0.0,0.2055416215313243,0.21807299914428183,RP24-423G4.3
