,Forebrain/Midbrain/Hindbrain_corr,Forebrain/Midbrain/Hindbrain_pval,Forebrain/Midbrain/Hindbrain_qval,Forebrain/Midbrain/Hindbrain_ci_low,Forebrain/Midbrain/Hindbrain_ci_high,gene_annotation
ENSMUSG00000039759,0.6991284188112946,0.0,0.0,0.6957593689443698,0.7024667069424666,Thap3
ENSMUSG00000021127,0.691459734753271,0.0,0.0,0.6880205806882826,0.6948678298720002,Zfp36l1
ENSMUSG00000078484,0.6693183377707628,0.0,0.0,0.6656811641525202,0.6729237113431239,Klhl17
ENSMUSG00000039001,0.6459050299926704,0.0,0.0,0.6420655510215828,0.6497121094593129,Rps21
ENSMUSG00000048058,0.6359701827430829,0.0,0.0,0.6320470619411405,0.6398607053143255,Ldlrad3
ENSMUSG00000023791,0.6339972044300621,0.0,0.0,0.6300576291202593,0.6379041459178302,Pigx
ENSMUSG00000031990,0.6278924803028147,0.0,0.0,0.6239023195344924,0.6318499051785011,Jam3
ENSMUSG00000024962,0.6256590095971974,0.0,0.0,0.6216504653509318,0.6296347836328148,Vegfb
ENSMUSG00000025855,0.6221837739606081,0.0,0.0,0.6181467571446638,0.6261879703706147,Prkar1b
ENSMUSG00000027239,0.6122464832863077,0.0,0.0,0.6081289354125666,0.616331088560848,Mdk
ENSMUSG00000057315,0.6112279224043696,0.0,0.0,0.607102194284363,0.6153206971731714,Arhgap24
ENSMUSG00000036834,0.6104940213857553,0.0,0.0,0.6063624077132087,0.6145926741629945,Plch1
ENSMUSG00000062006,0.6040834208064068,0.0,0.0,0.5999007010973658,0.6082331209199161,Rpl34
ENSMUSG00000038916,0.5981805144287192,0.0,0.0,0.5939512185902838,0.6023767479606383,Soga3
ENSMUSG00000023456,0.5892602323600046,0.0,0.0,0.5849614298201119,0.5935259284383464,Tpi1
ENSMUSG00000040612,0.5840770214908292,0.0,0.0,0.5797383165914289,0.588382605417801,Ildr2
ENSMUSG00000019822,0.582395474526352,0.0,0.0,0.5780439010292221,0.5867139240877534,Smpd2
ENSMUSG00000026273,0.5821144833946161,0.0,0.0,0.5777607631785492,0.5864350792627713,Mterf4
ENSMUSG00000038248,0.5810528033010803,0.0,0.0,0.5766909815092086,0.5853814994018318,Sobp
ENSMUSG00000024737,0.5805099328075407,0.0,0.0,0.5761439742044039,0.5848427651634563,Slc15a3
ENSMUSG00000022604,0.5802862234094462,0.0,0.0,0.5759185612216706,0.5846207591465487,Cep97
ENSMUSG00000026556,0.5795506177108531,0.0,0.0,0.5751773584444345,0.583890749963305,Vangl2
ENSMUSG00000063445,0.5778790082945569,0.0,0.0,0.5734930567808493,0.5822318321160773,Nmral1
ENSMUSG00000001120,0.5750320151257772,0.0,0.0,0.5706245322283149,0.5794063710941434,Pcbp3
ENSMUSG00000037994,0.5733153589774331,0.0,0.0,0.5688949452427322,0.5777026474071058,Slc9b2
ENSMUSG00000024222,0.5724115467516755,0.0,0.0,0.5679843406984836,0.576805628705669,Fkbp5
ENSMUSG00000063457,0.5713718719080072,0.0,0.0,0.566936865908209,0.5757737554943156,Rps15
ENSMUSG00000042606,0.5696161150051234,0.0,0.0,0.5651679693607358,0.574031141806559,Hirip3
ENSMUSG00000038526,0.5686377748021678,0.0,0.0,0.5641823252496162,0.5730601078949266,Car14
ENSMUSG00000021556,0.5682754280478055,0.0,0.0,0.5638172765776583,0.5727004640121595,Golm1
ENSMUSG00000034892,0.5680962664772903,0.0,0.0,0.5636367796933992,0.5725226382413282,Rps29
ENSMUSG00000024371,0.5672145825082221,0.0,0.0,0.5627485306272766,0.5716475218978475,C2
ENSMUSG00000025255,0.5656837217481255,0.0,0.0,0.5612062954413058,0.5701280404945922,Zfhx4
ENSMUSG00000021135,0.5650932571692221,0.0,0.0,0.5606114519689666,0.5695419568940882,Slc10a1
ENSMUSG00000000628,0.5645537714777127,0.0,0.0,0.5600679694877045,0.5690064699862328,Hk2
ENSMUSG00000042942,0.5601300520916805,0.0,0.0,0.5556116225268859,0.5646153977178832,Greb1l
ENSMUSG00000012848,0.5589758670997023,0.0,0.0,0.554448967431569,0.5634696888610555,Rps5
ENSMUSG00000024169,0.5578234889910667,0.0,0.0,0.553288150108752,0.5623257563726011,Ift140
ENSMUSG00000063446,0.5555582928509551,0.0,0.0,0.5510064165938034,0.5600771113136854,Plppr1
ENSMUSG00000033083,0.5542616457597632,0.0,0.0,0.5497003337824344,0.5587899084513699,Tbc1d4
ENSMUSG00000021461,0.5539404676733036,0.0,0.0,0.5493768219242278,0.5584710663186588,Fancc
ENSMUSG00000030086,0.5531601603892912,0.0,0.0,0.5485908504044825,0.5576964286944847,Chchd6
ENSMUSG00000073910,0.5524989862776329,0.0,0.0,0.5479248831629538,0.5570400524448126,Mob3b
ENSMUSG00000022340,0.5522313102462519,0.0,0.0,0.5476552682839908,0.5567743172122857,Sybu
ENSMUSG00000058298,0.5522186343548553,0.0,0.0,0.5476425006013604,0.5567617332050327,Mcm9
ENSMUSG00000068748,0.5510467834072241,0.0,0.0,0.5464621730142225,0.5555983676839558,Ptprz1
ENSMUSG00000049532,0.5472921814167668,0.0,0.0,0.5426805345893878,0.5518708329091568,Sall2
ENSMUSG00000040270,0.5460530983363134,0.0,0.0,0.5414325700515253,0.5506406423201815,Bach2
ENSMUSG00000035934,0.5446757404260195,0.0,0.0,0.5400453634578092,0.5492731458667792,Pknox2
ENSMUSG00000047712,0.5434426856263153,0.0,0.0,0.5388035131443679,0.5480488984687465,Ust
