,Notochord_1_corr,Notochord_1_pval,Notochord_1_qval,Notochord_1_ci_low,Notochord_1_ci_high,gene_annotation
ENSMUSG00000028753,0.7461170382619035,0.0,0.0,0.7431946260092248,0.7490109822074927,Vwa5b1
ENSMUSG00000021940,0.6893113841689072,0.0,0.0,0.6858527309507108,0.6927388989540497,Ptpn20
ENSMUSG00000031595,0.6843893932565143,0.0,0.0,0.6808862977915329,0.687861174365385,Pdgfrl
ENSMUSG00000074071,0.6574900947424273,0.0,0.0,0.6537498072252982,0.6611982561049522,Fam169b
ENSMUSG00000110179,0.6504375762310005,0.0,0.0,0.6466366925737962,0.6542061619537802,Gm45256
ENSMUSG00000024376,0.6387104163252271,0.0,0.0,0.6348102346794415,0.6425780512941541,Epb41l4a
ENSMUSG00000097119,0.6381638638249507,0.0,0.0,0.6342590988920073,0.6420360716009873,B230354K17Rik
ENSMUSG00000108616,0.6332040930249685,0.0,0.0,0.6292579177908056,0.6371176204892005,Gm35040
ENSMUSG00000042401,0.625881207202805,0.0,0.0,0.6218744888752211,0.6298551586615896,Crtac1
ENSMUSG00000072774,0.6253368984991563,0.0,0.0,0.6213257084550308,0.6293153135164095,Zfp951
ENSMUSG00000043410,0.6235282311076825,0.0,0.0,0.6195022103907835,0.6275214503761793,Hfm1
ENSMUSG00000019996,0.622457068877149,0.0,0.0,0.6184222853523882,0.6264590358025004,Map7
ENSMUSG00000097648,0.621656114417827,0.0,0.0,0.6176147885192229,0.6256646126289899,9330185C12Rik
ENSMUSG00000058183,0.6214700292129789,0.0,0.0,0.617427184548821,0.6254800436431126,Mmel1
ENSMUSG00000032446,0.6171602524003537,0.0,0.0,0.6130823614370949,0.6212052572524782,Eomes
ENSMUSG00000002668,0.6113195595937652,0.0,0.0,0.6071945668646173,0.6154115999256234,Dennd1c
ENSMUSG00000022701,0.6096307812195639,0.0,0.0,0.6054922539068259,0.6137363389806707,Ccdc191
ENSMUSG00000038805,0.609389099668288,0.0,0.0,0.605248638514982,0.6134965888884987,Six3
