,Mesenchyme_corr,Mesenchyme_pval,Mesenchyme_qval,Mesenchyme_ci_low,Mesenchyme_ci_high,gene_annotation
ENSMUSG00000029718,0.6627161043417495,0.0,0.0,0.6590211457773281,0.6663790749262292,Pcolce
ENSMUSG00000022421,0.6626950636721457,0.0,0.0,0.6589999218789919,0.6663582169103557,Nptxr
ENSMUSG00000060538,0.6622841406246769,0.0,0.0,0.6585854215647826,0.6659508599302427,Tmem219
ENSMUSG00000023886,0.6619612060156266,0.0,0.0,0.65825967724225,0.6656307262738739,Smoc2
ENSMUSG00000022092,0.6618366403119788,0.0,0.0,0.6581340281170948,0.6655072406219548,Ppp3cc
ENSMUSG00000027188,0.6614177152693685,0.0,0.0,0.6577114609490726,0.6650919464108077,Pamr1
ENSMUSG00000020241,0.6613458695599035,0.0,0.0,0.6576389908488689,0.6650207231611901,Col6a2
ENSMUSG00000037375,0.6612895181100339,0.0,0.0,0.6575821497124983,0.6649648598845803,Hhat
ENSMUSG00000019936,0.6612042100692587,0.0,0.0,0.6574961004366642,0.6648802907900965,Epyc
ENSMUSG00000041559,0.661140211648333,0.0,0.0,0.6574315460018445,0.6648168466676542,Fmod
ENSMUSG00000028641,0.6602256684707598,0.0,0.0,0.6565090632832596,0.6639102186704251,P3h1
ENSMUSG00000051910,0.6600281962262502,0.0,0.0,0.6563098781569692,0.6637144540850806,Sox6
ENSMUSG00000030839,0.6592891315455329,0.0,0.0,0.6555644074008786,0.66298177605137,Sergef
ENSMUSG00000045967,0.658668954630222,0.0,0.0,0.6549388605092825,0.6623669529527823,Gpr158
ENSMUSG00000024824,0.6583927487908336,0.0,0.0,0.6546602647092676,0.6620931299192127,Rad9a
ENSMUSG00000022639,0.6571239236364388,0.0,0.0,0.6533804736611011,0.6608352381241706,Dubr
ENSMUSG00000063160,0.6568603451498838,0.0,0.0,0.6531146198665464,0.6605739282556684,Numbl
ENSMUSG00000027460,0.6565405361475123,0.0,0.0,0.6527920513931692,0.6602568706387989,Angpt4
ENSMUSG00000045954,0.6542158281752827,0.0,0.0,0.6504473255376584,0.6579521228170317,Sdpr
ENSMUSG00000019856,0.6540706738025311,0.0,0.0,0.6503009236339657,0.6578082124310216,Fam184a
ENSMUSG00000070436,0.6536697232998545,0.0,0.0,0.649896528612509,0.6574106966941873,Serpinh1
ENSMUSG00000097537,0.6533087494758973,0.0,0.0,0.6495324555322931,0.657052813392387,2610020C07Rik
ENSMUSG00000039286,0.652527050296752,0.0,0.0,0.6487440507600212,0.6562778010430645,Fndc3b
ENSMUSG00000097243,0.6516211263331652,0.0,0.0,0.6478303657336539,0.6553796166547345,Gm26908
ENSMUSG00000006281,0.6514339531200919,0.0,0.0,0.6476415903646204,0.6551940411925148,Tep1
ENSMUSG00000042757,0.6506688909428889,0.0,0.0,0.6468699842868981,0.6544355050326576,Tmem108
ENSMUSG00000050666,0.6506585817290269,0.0,0.0,0.6468595869470801,0.6544252837051191,Vstm4
ENSMUSG00000004610,0.649896962218254,0.0,0.0,0.6460914608125315,0.6536701532134067,Etfb
ENSMUSG00000010067,0.6488623412473062,0.0,0.0,0.6450480132755111,0.6526443352052447,Rassf1
ENSMUSG00000021928,0.6483837841143544,0.0,0.0,0.6445653782837724,0.652169845134892,Ebpl
ENSMUSG00000040690,0.6479484109691556,0.0,0.0,0.6441262979008818,0.6517381694720388,Col16a1
ENSMUSG00000050702,0.6478360577908655,0.0,0.0,0.644012988435023,0.6516267700741328,4930563M21Rik
ENSMUSG00000032575,0.6474345483726885,0.0,0.0,0.6436080629634962,0.651228667784046,Manf
ENSMUSG00000020375,0.6470202972626129,0.0,0.0,0.6431902896386086,0.6508179297367759,Rufy1
ENSMUSG00000062866,0.646214861716903,0.0,0.0,0.6423780123170325,0.6500193183366165,Phactr2
