,Cardiomyocytes_1_corr,Cardiomyocytes_1_pval,Cardiomyocytes_1_qval,Cardiomyocytes_1_ci_low,Cardiomyocytes_1_ci_high,gene_annotation
ENSMUSG00000024803,0.8271748746121501,0.0,0.0,0.8250920452160794,0.8292352220316342,Ankrd1
ENSMUSG00000038663,0.8112828604914903,0.0,0.0,0.8090285236667611,0.8135133291200495,Fsd2
ENSMUSG00000002100,0.8036245811498078,0.0,0.0,0.8012887980158524,0.805935865985029,Mybpc3
ENSMUSG00000068614,0.7977448558651838,0.0,0.0,0.7953470719662342,0.8001176742271812,Actc1
ENSMUSG00000061462,0.793506455757652,0.0,0.0,0.791064264383213,0.7959233536262781,Obscn
ENSMUSG00000108322,0.7835870528945326,0.0,0.0,0.78104186755148,0.786106205870994,Gm45123
ENSMUSG00000091898,0.7830286576422262,0.0,0.0,0.7804777134154077,0.7855535290981036,Tnnc1
ENSMUSG00000040752,0.7794860790004157,0.0,0.0,0.7768986959676191,0.7820471358621156,Myh6
ENSMUSG00000061086,0.7704181692671301,0.0,0.0,0.7677382758254003,0.773071110872811,Myl4
ENSMUSG00000031972,0.767418054891305,0.0,0.0,0.764707795561808,0.7701011626050641,Acta1
ENSMUSG00000020475,0.7646398287880706,0.0,0.0,0.7619015563433348,0.7673507677944945,Pgam2
ENSMUSG00000006221,0.7642427621293206,0.0,0.0,0.761500494420454,0.7669576706628144,Hspb7
ENSMUSG00000001349,0.7596198110277173,0.0,0.0,0.7568311819663242,0.7623807858345645,Cnn1
ENSMUSG00000051747,0.7582234707458158,0.0,0.0,0.7554208944274694,0.7609983053332725,Ttn
ENSMUSG00000019787,0.7575909078924301,0.0,0.0,0.7547820218055897,0.7603720128716529,Trdn
ENSMUSG00000007122,0.7560195489301217,0.0,0.0,0.7531950117110697,0.7588162079024073,Casq1
ENSMUSG00000053093,0.7520425019083145,0.0,0.0,0.7491784992175737,0.7548783848000198,Myh7
ENSMUSG00000029683,0.751148370702183,0.0,0.0,0.7482755242683391,0.7539930438774392,Lmod2
ENSMUSG00000059741,0.7478701131229119,0.0,0.0,0.7449649329047179,0.7507469267276635,Myl3
ENSMUSG00000028977,0.7461588502571163,0.0,0.0,0.7432368485235386,0.7490523860952696,Casz1
ENSMUSG00000048070,0.7444336761532605,0.0,0.0,0.7414947556240957,0.7473440318401399,Pirt
ENSMUSG00000039376,0.7441780428243969,0.0,0.0,0.741236618667982,0.747090887574148,Synpo2l
ENSMUSG00000030046,0.743678345740533,0.0,0.0,0.74073203015245,0.746596053524875,Bmp10
ENSMUSG00000021200,0.7436459089564234,0.0,0.0,0.7406992759662514,0.7465639323028329,Asb2
ENSMUSG00000031448,0.7432927017917509,0.0,0.0,0.7403426134873734,0.7462141604423542,Adprhl1
ENSMUSG00000032494,0.7416108625683345,0.0,0.0,0.7386443441445579,0.7445486567147115,Tdgf1
ENSMUSG00000026418,0.7367317199185853,0.0,0.0,0.7337177495568761,0.7397166976138279,Tnni1
ENSMUSG00000060913,0.7344317340901914,0.0,0.0,0.7313955051944896,0.7374388469478848,Trim55
ENSMUSG00000020469,0.7329598090118539,0.0,0.0,0.729909372242741,0.7359810518419634,Myl7
ENSMUSG00000021798,0.731596103073927,0.0,0.0,0.728532528760894,0.734630412006302,Ldb3
ENSMUSG00000061816,0.7311879709109053,0.0,0.0,0.7281204695846613,0.7342261856119804,Myl1
ENSMUSG00000018845,0.7307200636708114,0.0,0.0,0.7276480629085387,0.7337627535293193,Unc45b
ENSMUSG00000027022,0.7295208976999831,0.0,0.0,0.7264373789590495,0.7325750436923384,Xirp2
ENSMUSG00000085271,0.727368188789849,0.0,0.0,0.7242640413168212,0.7304428538508445,E130006D01Rik
ENSMUSG00000060843,0.7251203935799224,0.0,0.0,0.7219947720153859,0.7282164200827446,Ctnna3
ENSMUSG00000004951,0.724519855603041,0.0,0.0,0.7213885082401129,0.7276215781284242,Hspb1
ENSMUSG00000038086,0.7233025782841038,0.0,0.0,0.720159639577443,0.7264158322121099,Hspb2
