,Extra-Embryonic ectoderm_1_corr,Extra-Embryonic ectoderm_1_pval,Extra-Embryonic ectoderm_1_qval,Extra-Embryonic ectoderm_1_ci_low,Extra-Embryonic ectoderm_1_ci_high,gene_annotation
ENSMUSG00000086903,-0.024840688049407506,4.53425803985499e-05,4.91731703704044e-05,-0.03676934375380895,-0.012904954479520048,Hotair
ENSMUSG00000042675,-0.024851569691853093,4.499533466622297e-05,4.880188141672773e-05,-0.03678021739271491,-0.012915841028825998,Ypel3
ENSMUSG00000020034,-0.024865011713353275,4.456986564370641e-05,4.834566183285216e-05,-0.03679364952359541,-0.012929289115645245,Tcp11l2
ENSMUSG00000024526,-0.02488011862998028,4.409625342361563e-05,4.784230598200676e-05,-0.03680874531943128,-0.01294440285397978,Cidea
ENSMUSG00000034990,-0.024897816057893894,4.354749817603404e-05,4.725718738582098e-05,-0.03682642971265289,-0.01296210828031378,Otoa
ENSMUSG00000026616,-0.024911835608012283,4.3117389751727854e-05,4.6795517421020026e-05,-0.0368404389316442,-0.012976134171934588,Cr2
ENSMUSG00000071226,-0.02492592791786075,4.268911211533394e-05,4.633573441369146e-05,-0.03685452085202322,-0.012990232860930618,Cecr2
ENSMUSG00000038248,-0.024927036285710323,4.265559957651032e-05,4.63043851243056e-05,-0.0368556284025344,-0.012991341730704932,Sobp
ENSMUSG00000021716,-0.024976694678068807,4.1179479885836675e-05,4.47068503808888e-05,-0.036905250145474564,-0.013041022641004712,Srek1ip1
ENSMUSG00000064329,-0.0251385700930508,3.669695412437173e-05,3.985333853645931e-05,-0.037067005683018295,-0.013202971868656762,Scn1a
ENSMUSG00000028351,-0.025179974462976554,3.562713328146756e-05,3.869570248883193e-05,-0.037108379290397744,-0.01324439521889827,Brinp1
ENSMUSG00000061184,-0.025317250762519294,3.2288062710515525e-05,3.50804679601429e-05,-0.03724555330408077,-0.013381734740812605,Tmprss11c
ENSMUSG00000033685,-0.025333097172086694,3.1922349014487474e-05,3.469066400183381e-05,-0.037261387877399264,-0.013397588477410394,Ucp2
ENSMUSG00000051219,-0.02540173371687492,3.0383264203843604e-05,3.302169786310575e-05,-0.0373299730859421,-0.013466256827509562,3100002H09Rik
ENSMUSG00000026889,-0.025460336245267345,2.912523892767079e-05,3.165786839964216e-05,-0.03738853169403062,-0.01352488660067208,Rbm18
ENSMUSG00000066704,-0.025460465332081846,2.912252326224414e-05,3.165786839964216e-05,-0.03738866068400917,-0.013525015747590628,Cyp2b19
ENSMUSG00000030839,-0.02547982465725111,2.8717964533368204e-05,3.122536102356008e-05,-0.03740800548206021,-0.013544384091154184,Sergef
ENSMUSG00000045968,-0.025496257674339426,2.8378755260121284e-05,3.086324661242119e-05,-0.03742442616089869,-0.013560824770466424,Teddm2
ENSMUSG00000110760,-0.02555848806027029,2.7128402694857998e-05,2.9509847378285648e-05,-0.037486609764580445,-0.013623084231055566,RP24-264F17.6
ENSMUSG00000026674,-0.025615299218356227,2.6032824429368602e-05,2.8321175401837035e-05,-0.03754337813370972,-0.013679922012690726,Ddr2
ENSMUSG00000031513,-0.02564807129974561,2.542010401406972e-05,2.7657604193308367e-05,-0.03757612549684864,-0.013712709487218864,Leprotl1
ENSMUSG00000031665,-0.02567664752520979,2.4897048616020473e-05,2.709145660067516e-05,-0.037604680147865825,-0.013741299155964006,Sall1
ENSMUSG00000073976,-0.025683321782254777,2.4776367184067166e-05,2.696307235179798e-05,-0.037611349363181584,-0.013747976555630004,1700026J12Rik
ENSMUSG00000021848,-0.0257489918344356,2.3618247459843835e-05,2.5708335103781253e-05,-0.037676969751586874,-0.013813677585785425,Otx2
ENSMUSG00000053441,-0.025765786523336942,2.3330443464861318e-05,2.539782654567964e-05,-0.03769375172278216,-0.013830480213651191,Adamts19
ENSMUSG00000054146,-0.02580085223384194,2.274025692035074e-05,2.4760732709441138e-05,-0.037728790858239214,-0.01386556252168693,Krt15
ENSMUSG00000061535,-0.0258580086383874,2.1808608245889743e-05,2.3748892786550956e-05,-0.037785903883122425,-0.013922746042858135,C1qtnf7
ENSMUSG00000036353,-0.026002319818176706,1.9615286721865672e-05,2.1367414729701167e-05,-0.03793010518913918,-0.014067126035383778,P2ry12
ENSMUSG00000057315,-0.026041740697431495,1.9053696293317195e-05,2.076470825339712e-05,-0.037969495968252616,-0.014106565798469866,Arhgap24
ENSMUSG00000007872,-0.02613200105329223,1.7824954676331773e-05,1.94277435164379e-05,-0.038059687265462126,-0.01419686953172168,Id3
ENSMUSG00000000552,-0.026173072478919274,1.729117647561789e-05,1.8848023191212002e-05,-0.03810072720280289,-0.014237960759938845,Zfp385a
ENSMUSG00000034245,-0.026289585634048155,1.585856700833466e-05,1.729019516826718e-05,-0.038217150811649565,-0.014354530311284877,Hdac11
ENSMUSG00000063446,-0.02630150567720849,1.571855579439121e-05,1.7139413144031413e-05,-0.03822906167539198,-0.014366456142433202,Plppr1
ENSMUSG00000049173,-0.026387965254249045,1.4737715821829396e-05,1.6071663927840127e-05,-0.038315454569969924,-0.01445295780308966,Myoz3
ENSMUSG00000019659,-0.0264028723365315,1.4574612963136586e-05,1.589726544844741e-05,-0.03833035013705453,-0.014467872159349977,Ccdc12
ENSMUSG00000031604,-0.026434377664323494,1.4235548413564213e-05,1.5529124482997942e-05,-0.038361831110647095,-0.014499392877780917,Msmo1
ENSMUSG00000037124,-0.02654806636693733,1.3073494152944495e-05,1.4266143772309576e-05,-0.03847543173292643,-0.014613137315603366,Trim58
ENSMUSG00000039419,-0.02657105168783532,1.2849817326710272e-05,1.4023591975019396e-05,-0.03849839920847746,-0.014636133942456268,Cntnap2
ENSMUSG00000029335,-0.0265918421135005,1.2650648453443862e-05,1.3807736797035432e-05,-0.03851917348201427,-0.014656934605332664,Bmp3
ENSMUSG00000074093,-0.02669582733431111,1.1697905567657506e-05,1.2770639266001643e-05,-0.03862307776172937,-0.014760971183533466,Svip
ENSMUSG00000040183,-0.02670163335708324,1.1646779900746431e-05,1.2717601988148539e-05,-0.038628879257546704,-0.01476678008146648,Ankrd6
ENSMUSG00000037112,-0.026703043995485534,1.163439058688427e-05,1.2705460944506137e-05,-0.0386302887959531,-0.014768191418543025,Sik2
ENSMUSG00000005763,-0.02681022897552415,1.072893044304051e-05,1.171920310545113e-05,-0.03873739005583726,-0.014875429625254222,Cd247
ENSMUSG00000070564,-0.026834868133171506,1.0530511639318534e-05,1.1503726938298595e-05,-0.038762009929568596,-0.014900081057199898,Ntn5
ENSMUSG00000054450,-0.026867398320506435,1.0273908047200594e-05,1.122586106556009e-05,-0.038794514634867876,-0.014932627472068827,Gm9945
ENSMUSG00000047495,-0.026870288438186278,1.025140140577517e-05,1.1202493067178636e-05,-0.038797402487396375,-0.014935519032693793,Dlgap2
ENSMUSG00000060371,-0.026889501474450784,1.0102973428619914e-05,1.1041501014885151e-05,-0.03881660046023527,-0.014954741666499302,Caln1
ENSMUSG00000086815,-0.026899938917616512,1.0023202835483299e-05,1.0955517363081537e-05,-0.03882702971653454,-0.014965184327207842,3110082J24Rik
ENSMUSG00000052656,-0.02694516867580958,9.684422456762873e-06,1.0588697197422778e-05,-0.03887222396762074,-0.015010436725258187,Rnf103
ENSMUSG00000048078,-0.026952672022812384,9.629289314559831e-06,1.0529567320459083e-05,-0.03887972141948742,-0.015017943832806292,Tenm4
ENSMUSG00000022542,-0.02705880910789924,8.880821227502435e-06,9.713246448105037e-06,-0.03898577497226367,-0.01512413425605729,Sept12
ENSMUSG00000028524,-0.027095019680733155,8.638434734584546e-06,9.449173851000379e-06,-0.03902195698507553,-0.015160363087757076,Sgip1
ENSMUSG00000050288,-0.027112768265587284,8.521950541607353e-06,9.322777093980257e-06,-0.039039691559834694,-0.01517812063362446,Fzd2
ENSMUSG00000046337,-0.027223119456540917,7.830704819853956e-06,8.56938588296559e-06,-0.03914995547493521,-0.015288527708274503,Fam178b
ENSMUSG00000054459,-0.027325738163774788,7.236253340515134e-06,7.921459595528336e-06,-0.039252492761229954,-0.015391198644497986,Vsnl1
ENSMUSG00000028226,-0.02734235071772094,7.144173358997631e-06,7.821516705712317e-06,-0.03926909211062593,-0.015407819677266376,Mmp16
ENSMUSG00000020160,-0.027366879742165773,7.010260055916693e-06,7.676587884271455e-06,-0.039293601626049175,-0.015432361233051682,Meis1
ENSMUSG00000034295,-0.02741720898626496,6.7429708419710065e-06,7.384701393024867e-06,-0.039343890796134706,-0.015482716234278293,Fhod3
ENSMUSG00000035033,-0.0274272044845993,6.691059771205444e-06,7.328652542393695e-06,-0.039353878328490806,-0.015492716855239976,Tbr1
ENSMUSG00000030170,-0.027433052376311346,6.660866548817012e-06,7.297180706416534e-06,-0.03935972155858206,-0.015498567745065311,Wnt5b
ENSMUSG00000067613,-0.027449301256096282,6.577654673503845e-06,7.206809108692719e-06,-0.03937595748136293,-0.015514824959661324,Krt83
ENSMUSG00000006457,-0.027454039710611187,6.553576539226103e-06,7.181214704389769e-06,-0.03938069215620522,-0.015519565845939724,Actn3
ENSMUSG00000055866,-0.027535724197274476,6.151523430867692e-06,6.742873430743935e-06,-0.03946231140228138,-0.01560129233724297,Per2
ENSMUSG00000029245,-0.027561466208713484,6.029788746558958e-06,6.610160871035911e-06,-0.03948803282085173,-0.015627047619050042,Epha5
ENSMUSG00000064325,-0.027726661495228584,5.301732035182996e-06,5.814577796866633e-06,-0.039653095579718495,-0.015792328442968913,Hhip
ENSMUSG00000025983,-0.02776341020221096,5.1516229031779e-06,5.6505680631544374e-06,-0.0396898147166056,-0.01582909626695349,Ccdc150
ENSMUSG00000026019,-0.027860124442948598,4.775767896103842e-06,5.239460116405751e-06,-0.03978645098163836,-0.0159258609735386,Wdr12
ENSMUSG00000070319,-0.027866765213183094,4.750947560564591e-06,5.2128018000489255e-06,-0.039793086389576814,-0.0159325052171533,Eif3g
ENSMUSG00000071342,-0.028053358798199656,4.101956664866981e-06,4.5031909813008895e-06,-0.039979528873806694,-0.01611919682871222,Lsmem1
ENSMUSG00000021994,-0.028062189535702227,4.07345035884005e-06,4.47238730658767e-06,-0.03998835243972474,-0.01612803222604624,Wnt5a
ENSMUSG00000097997,-0.02811397749589437,3.9100579593334435e-06,4.29440742375996e-06,-0.040040098304639025,-0.016179847551387246,Gm27017
ENSMUSG00000020014,-0.028245833213300837,3.5219175271464845e-06,3.869388625737733e-06,-0.0401718465557879,-0.016311773231710007,Cfap54
ENSMUSG00000022372,-0.028250326587063716,3.5093642082698287e-06,3.856020446401306e-06,-0.04017633626001348,-0.016316268996987623,Sla
ENSMUSG00000026070,-0.02827211269071635,3.4491052890929595e-06,3.7902255924098456e-06,-0.04019810456510223,-0.01633806670273102,Il18r1
ENSMUSG00000012520,-0.02833774675945939,3.273503654615816e-06,3.598443063225037e-06,-0.04026368494444114,-0.016403735793165695,Phox2b
ENSMUSG00000091415,-0.028349392404534327,3.2432553671204107e-06,3.5655841766935036e-06,-0.040275321052514974,-0.016415387662996616,Ak9
ENSMUSG00000028370,-0.028353809124703765,3.231853679187222e-06,3.5534399991063463e-06,-0.040279734154841214,-0.016419806744810934,Pappa
ENSMUSG00000107614,-0.02835871244258589,3.21924087583355e-06,3.5399613765488787e-06,-0.04028463345575109,-0.01642471268507055,Gm44196
ENSMUSG00000038025,-0.028372020379549476,3.1852463599321857e-06,3.5029653139032065e-06,-0.04029793048748956,-0.016438027742240468,Phf2
ENSMUSG00000097641,-0.028428770280564723,3.0441070546735176e-06,3.3484842752981162e-06,-0.04035463383723015,-0.016494808053925152,Gm26865
ENSMUSG00000007682,-0.028435848251817355,3.026930480049961e-06,3.329956523707328e-06,-0.040361705997118705,-0.016501889823461388,Dio2
ENSMUSG00000068263,-0.028471710042157258,2.9413215572388665e-06,3.2364893895674145e-06,-0.040397538324792745,-0.01653777087687724,Efcc1
ENSMUSG00000027525,-0.028478072603009753,2.926377553040397e-06,3.220400080379e-06,-0.04040389565520638,-0.016544136858574702,Phactr3
ENSMUSG00000000560,-0.02854958832091436,2.7633386373661323e-06,3.0413148111007402e-06,-0.04047535251611888,-0.016615691093619867,Gabra2
ENSMUSG00000031936,-0.028589058534945224,2.6771262189384598e-06,2.9470786205839497e-06,-0.040514790194166476,-0.016655182617980803,Hephl1
ENSMUSG00000030760,-0.028592399850278512,2.6699476873259437e-06,2.9394998209027234e-06,-0.04051812875348955,-0.016658525739030268,Acer3
ENSMUSG00000017491,-0.028658890060846348,2.5308818496418844e-06,2.7867010015876288e-06,-0.04058456406570249,-0.016725051937773946,Rarb
ENSMUSG00000067028,-0.02866581769086377,2.5167991721368316e-06,2.7715000243770857e-06,-0.04059148596978243,-0.01673198332348549,Cntnap5b
ENSMUSG00000025938,-0.028792639230898965,2.271903866707852e-06,2.5020967695020396e-06,-0.040718202484929786,-0.016858873820314292,Slco5a1
ENSMUSG00000062190,-0.028824331224283534,2.214376974088721e-06,2.4390097743019282e-06,-0.04074986817327301,-0.016890583105648792,Lancl2
ENSMUSG00000063804,-0.028954290711385687,1.9927708372969877e-06,2.1956487850341427e-06,-0.04087971954065116,-0.01702061375297252,Lin28b
ENSMUSG00000031561,-0.029006840589905367,1.909351551527722e-06,2.103968651821181e-06,-0.040932225585952615,-0.017073192520156766,Tenm3
ENSMUSG00000053194,-0.02901429791770756,1.8977888780857597e-06,2.0914578775465724e-06,-0.040939676688067486,-0.017080653952883024,Cib4
ENSMUSG00000037938,-0.029104997452649363,1.7624339750658396e-06,1.9429323945164144e-06,-0.04103030039709649,-0.017171403520236408,Chchd5
ENSMUSG00000020052,-0.029112463006988127,1.7517157829941236e-06,1.9313294189571373e-06,-0.04103775970140152,-0.017178873201542544,Ascl1
ENSMUSG00000021700,-0.029114976300490855,1.7481215961066235e-06,1.9275792216414414e-06,-0.04104027089051906,-0.017181387884696635,Rab3c
ENSMUSG00000038193,-0.029145578664101137,1.70492259684625e-06,1.8801528416919386e-06,-0.041070847618629516,-0.017212007181090144,Hand2
ENSMUSG00000038692,-0.029160944525849608,1.6836205252215907e-06,1.8568661356805897e-06,-0.041086200600022486,-0.017227381553459698,Hoxb4
ENSMUSG00000038172,-0.029173613221366104,1.6662502081547237e-06,1.8379111053989895e-06,-0.04109885867183393,-0.017240057269974185,Ttc39b
ENSMUSG00000017716,-0.02925094840245964,1.5638908932614645e-06,1.7251967934489405e-06,-0.04117612891824388,-0.017317435393447423,Birc5
ENSMUSG00000036825,-0.029493340481977038,1.2807607041643384e-06,1.4133311676940393e-06,-0.04141831654842275,-0.01755996299364774,Ssx2ip
ENSMUSG00000031821,-0.02951882032869283,1.2540403244307638e-06,1.3841504684666268e-06,-0.0414437748223747,-0.017585457167635047,Gins2
ENSMUSG00000002102,-0.029591796036348865,1.1804458067108922e-06,1.3030641425222344e-06,-0.041516688658745964,-0.017658473995261596,Psmc3
ENSMUSG00000014603,-0.029620583286630604,1.1525726814663218e-06,1.2724361685430798e-06,-0.04154545146728404,-0.01768727750144148,Alx3
ENSMUSG00000041301,-0.02962910228827177,1.1444463550254994e-06,1.2636042343220707e-06,-0.04155396323209796,-0.017695801317483335,Cftr
ENSMUSG00000047216,-0.029632674641905426,1.1410550959856664e-06,1.2599990017509568e-06,-0.04155753255052921,-0.01769937569050143,Cdh19
ENSMUSG00000035208,-0.029640606717251345,1.133559658507863e-06,1.2518604732278996e-06,-0.04156545788540534,-0.017707312250791134,Slfn8
ENSMUSG00000027715,-0.02964226964409671,1.1319942890702782e-06,1.2502698134197904e-06,-0.041567119398948776,-0.01770897611807713,Ccna2
ENSMUSG00000028089,-0.029731897637308546,1.0506336877012406e-06,1.1605364936498848e-06,-0.041656671120810666,-0.017798654896692374,Chd1l
ENSMUSG00000028416,-0.029752911112891602,1.032389420277777e-06,1.1405097440099172e-06,-0.0416776666866863,-0.017819680306807008,Bag1
ENSMUSG00000015968,-0.0298042378961233,9.890995189637223e-07,1.0930484240951731e-06,-0.041728949680012756,-0.017871036285282124,Cacna1d
ENSMUSG00000045378,-0.02983396890504166,9.64828713228244e-07,1.0664625989037737e-06,-0.0417586552949156,-0.01790078423432814,Pxt1
ENSMUSG00000042535,-0.029881108614730728,9.275173508753736e-07,1.0253342370941561e-06,-0.041805754698159774,-0.01794795084657559,Gtpbp1
ENSMUSG00000092242,-0.029898777619236816,9.138933677628168e-07,1.010496868379939e-06,-0.04182340858126446,-0.017965629948439577,Gm20515
ENSMUSG00000052920,-0.02990466916321216,9.093935787152643e-07,1.0056326204968089e-06,-0.04182929508151202,-0.017971524860931707,Prkg1
ENSMUSG00000034463,-0.029928310062870837,8.915509428526326e-07,9.860107751079768e-07,-0.04185291573396311,-0.017995179285724805,Scara3
ENSMUSG00000048534,-0.0299294469121981,8.907014715573399e-07,9.851802583313128e-07,-0.04185405160930183,-0.017996316785788648,Amica1
ENSMUSG00000035831,-0.030013817111505088,8.297878393886519e-07,9.180084515860735e-07,-0.04193834943893792,-0.018080735365111837,Krt25
ENSMUSG00000030929,-0.03003440145793161,8.155467113433093e-07,9.026526965614935e-07,-0.041958916103101894,-0.01810133154094419,Eri2
ENSMUSG00000032698,-0.030059384534235106,7.985784044937303e-07,8.839698964951631e-07,-0.04198387770499224,-0.0181263289881191,Lmo2
