,Extra-Embryonic ectoderm_2_corr,Extra-Embryonic ectoderm_2_pval,Extra-Embryonic ectoderm_2_qval,Extra-Embryonic ectoderm_2_ci_low,Extra-Embryonic ectoderm_2_ci_high,gene_annotation
ENSMUSG00000044499,0.040062077490707275,4.7144775433931416e-11,5.4009365831059015e-11,0.028135974581409665,0.051976776781230964,Hs3st5
ENSMUSG00000023828,0.040032472733611955,4.871303105507658e-11,5.579957738267649e-11,0.028106345717440633,0.051947204530905705,Slc22a3
ENSMUSG00000029651,0.04001281741211119,4.9782303018720125e-11,5.701787082661794e-11,0.028086674402372565,0.05192757077990181,Mtus2
ENSMUSG00000055541,0.040004148428517634,5.026117024260626e-11,5.755974604054771e-11,0.028077998367748314,0.05191891130705327,Lair1
ENSMUSG00000074604,0.03998739894390222,5.119919472730296e-11,5.862726981255349e-11,0.02806123526481127,0.05190218019322824,Mgst2
ENSMUSG00000006154,0.039984996956437126,5.133511000117852e-11,5.877617357588565e-11,0.02805883132493825,0.051899780839708254,Eps8l1
ENSMUSG00000036899,0.03998169853230639,5.152232494202004e-11,5.898377211450491e-11,0.028055530219973587,0.05189648603230321,Trpv5
ENSMUSG00000027447,0.03995723416063893,5.293189723936853e-11,6.059054171173138e-11,0.02803104597271329,0.051872048477749566,Cst3
ENSMUSG00000023947,0.0398736445182422,5.803861097821552e-11,6.642093268278269e-11,0.02794738852755139,0.05178855035615222,Nfkbie
ENSMUSG00000073155,0.03981193917809329,6.21144591773639e-11,7.10610447058276e-11,0.027885633243015892,0.05172691246919704,1810058I24Rik
ENSMUSG00000048376,0.03976884774340752,6.512545678736055e-11,7.449720520173937e-11,0.0278425069840505,0.05168386808608122,F2r
ENSMUSG00000021356,0.0397017476377409,7.010036485556305e-11,8.016967618431273e-11,0.027775352739924822,0.05161684115892912,Irf4
ENSMUSG00000025144,0.039698442132030734,7.035481529943632e-11,8.045147547105353e-11,0.027772044570011714,0.051613539255386795,Stra13
ENSMUSG00000013858,0.03958025121881015,8.007085730801713e-11,9.153047246001044e-11,0.027653758567823,0.051495476969281105,Tmem259
ENSMUSG00000002980,0.039396402966682335,9.784629835741376e-11,1.1179878697145083e-10,0.027469763066807595,0.05131182813715561,Bcam
ENSMUSG00000071356,0.03932065941843566,1.0624364042821715e-10,1.2136582182798396e-10,0.02739395908862518,0.05123616651345887,Reg3b
ENSMUSG00000034652,0.03927742936769712,1.1134794652387459e-10,1.2716759539044608e-10,0.02735069460944888,0.051192983159217706,Cd300a
ENSMUSG00000054204,0.03924434782865029,1.1541513819729523e-10,1.3179757702100632e-10,0.02731758675442458,0.05115993732429276,Fam150b
ENSMUSG00000031965,0.03918214852469769,1.2345904426106484e-10,1.4096716631772647e-10,0.02725533804250109,0.051097805079927124,Tbx20
ENSMUSG00000024678,0.039133097215697854,1.3018664811438455e-10,1.486148951077449e-10,0.02720624783486666,0.05104880659007535,Ms4a4d
ENSMUSG00000040584,0.03908564158627951,1.37035776035686e-10,1.5639782702086968e-10,0.027158754626968117,0.051001402006958164,Abcb1a
ENSMUSG00000029048,0.039001133430408584,1.5011473060525546e-10,1.7128563510412537e-10,0.027074179685313796,0.05091698462050358,Rer1
ENSMUSG00000040525,0.0389994597105269,1.5038570770843746e-10,1.7157525123609523e-10,0.027072504644435717,0.05091531269662913,Cblc
ENSMUSG00000053626,0.03899425545152228,1.5123134027549455e-10,1.725203516717939e-10,0.027067296278357227,0.0509101140216967,Tll1
ENSMUSG00000006386,0.03898871165904913,1.521372540553723e-10,1.7353399572872397e-10,0.027061748111571002,0.05090457617689844,Tek
ENSMUSG00000074677,0.0389420370203717,1.5997760043630992e-10,1.8245620487717827e-10,0.027015036673544386,0.05085795158419617,Sirpb1c
ENSMUSG00000035314,0.038917335887140754,1.6428522250537181e-10,1.8734772779720813e-10,0.026990316086453456,0.0508332769152579,Gdpd5
ENSMUSG00000019996,0.03891433230029691,1.6481668290837288e-10,1.879323636355449e-10,0.026987310135070903,0.05083027654540402,Map7
ENSMUSG00000031971,0.03889354068856654,1.6854192889336777e-10,1.9215816770421592e-10,0.02696650216130107,0.050809507196619516,Ccsap
ENSMUSG00000050359,0.03888694856604035,1.6974012758767574e-10,1.935021974323709e-10,0.0269599048532365,0.05080292213056041,Sprr1a
ENSMUSG00000038765,0.038783091197474785,1.8975315546496014e-10,2.162675580863462e-10,0.026855965924840592,0.050699175798255926,Lmx1b
ENSMUSG00000102674,0.03868261922455754,2.112989892139513e-10,2.407142734266932e-10,0.026755415296082552,0.05059881099746012,8030442B05Rik
ENSMUSG00000035891,0.038651589363167406,2.1842351409495742e-10,2.4880227143747285e-10,0.026724361191326235,0.050567814186566966,Cerk
ENSMUSG00000026312,0.03861151718873273,2.2797214430735918e-10,2.596493670926642e-10,0.026684257742903908,0.05052778465980283,Cdh7
ENSMUSG00000028072,0.03852251343097599,2.5066213255388237e-10,2.8542716073090685e-10,0.02659518466025636,0.05043887548924737,Ntrk1
ENSMUSG00000092356,0.038486750917182795,2.6038763724310313e-10,2.9646776413879443e-10,0.026559394344435654,0.05040315092825328,Gm20532
ENSMUSG00000041754,0.03846526014512349,2.664082264642464e-10,3.032880538072022e-10,0.026537886880009166,0.05038168294850615,Trem3
ENSMUSG00000054404,0.03839234258648056,2.8786637218208e-10,3.276794219488674e-10,0.02646491276694826,0.05030884264144183,Slfn5
ENSMUSG00000039187,0.038335546422666615,3.057409444473867e-10,3.479865063138933e-10,0.026408072640442933,0.05025210656177186,Fanci
ENSMUSG00000007833,0.03833014916153054,3.0749486855838753e-10,3.4994294817160297e-10,0.026402671205605657,0.05024671500634742,Aldh16a1
ENSMUSG00000024074,0.03831252409909057,3.132911026478803e-10,3.564987513061906e-10,0.026385032518558293,0.05022910857139508,Crim1
ENSMUSG00000020437,0.038261228605470515,3.307740106610609e-10,3.763499950632164e-10,0.02633369741452025,0.05017786724855296,Myo1g
ENSMUSG00000029700,0.03818270591222714,3.593964991162587e-10,4.0886973733362764e-10,0.02625511420785278,0.05009942735793883,Slc13a1
ENSMUSG00000027849,0.03814612101952972,3.735444821155096e-10,4.2491694018372155e-10,0.026218501171391028,0.0500628809940161,Syt6
ENSMUSG00000033191,0.03812067480457244,3.8370404118196637e-10,4.364240686783057e-10,0.02619303540022084,0.05003746155850158,Tie1
ENSMUSG00000044748,0.03805765500028249,4.100403265089851e-10,4.662198141091361e-10,0.026129967229884005,0.0499745080094085,Defb1
ENSMUSG00000020573,0.0378816535242663,4.932889373995828e-10,5.605556106813441e-10,0.02595383118023874,0.049798691069141,Pik3cg
ENSMUSG00000058488,0.03787517987699605,4.966463289600934e-10,5.643067026020831e-10,0.02594735259723224,0.04979222419534094,Kl
ENSMUSG00000057606,0.03784143430710719,5.145119310320288e-10,5.844733966057354e-10,0.02591358131475887,0.04975851391774657,Colq
ENSMUSG00000024672,0.03773642523426899,5.742117136640061e-10,6.520687186736385e-10,0.025808492403974922,0.04965361449335576,Ms4a7
ENSMUSG00000079037,0.037499945950669314,7.344711853860601e-10,8.337736240050632e-10,0.025571834291538132,0.049417381174119916,Prnp
ENSMUSG00000020154,0.03745784502110851,7.672545004035016e-10,8.70791624564183e-10,0.025529701664885752,0.04937532389431368,Ptprb
ENSMUSG00000016087,0.037414433472972075,8.02551962102801e-10,9.106455941254976e-10,0.02548625747729033,0.04933195731050926,Fli1
ENSMUSG00000097068,0.03740975892554805,8.064459318745945e-10,9.149602131547476e-10,0.025481579417942445,0.049327287602156336,Gm26760
ENSMUSG00000034330,0.037382703895823946,8.293477698290377e-10,9.408369481894926e-10,0.025454504072404408,0.049300260569446676,Plcg2
ENSMUSG00000024997,0.03736804775806048,8.420176660822092e-10,9.551017083509632e-10,0.025439836936550716,0.04928561959082086,Prdx3
ENSMUSG00000001020,0.03726229684874847,9.392007304422366e-10,1.0648534358755517e-09,0.025334006823068477,0.04917997790999482,S100a4
ENSMUSG00000028255,0.037261643922296014,9.39833473157449e-10,1.0654500319209262e-09,0.025333353408424727,0.04917932565711179,Clca1
ENSMUSG00000034266,0.03717604177540198,1.0264908857233177e-09,1.163558020543321e-09,0.025247687345304637,0.04909381173074048,Batf
ENSMUSG00000041439,0.03714574017659502,1.0589949674606226e-09,1.2002663124341185e-09,0.025217363163301837,0.049063541318518845,Mfsd6
ENSMUSG00000025900,0.03693816885590312,1.3102474518846672e-09,1.4843632625860057e-09,0.025009637733939716,0.0488561830428055,Rp1
ENSMUSG00000004266,0.03691315753107314,1.3441904506259787e-09,1.5226443708948556e-09,0.024984607909308777,0.048831197319496276,Ptpn6
ENSMUSG00000056752,0.036906461751389244,1.3534218049442767e-09,1.5329276304726206e-09,0.024977907179582516,0.04882450839106226,Dnah9
ENSMUSG00000010175,0.03689563946995226,1.3684730944770233e-09,1.5497996539943638e-09,0.024967076899737595,0.048813697180930454,Prox1
ENSMUSG00000079597,0.03688297954240367,1.386287236730677e-09,1.5697964406416907e-09,0.02495440761918823,0.04880105020107367,Gm5483
ENSMUSG00000036181,0.036876086741960745,1.3960811103971116e-09,1.5807077789822368e-09,0.024947509728039045,0.048794164448499995,Hist1h1c
ENSMUSG00000040536,0.03684573855971544,1.4400104461587221e-09,1.6300774803698463e-09,0.02491713914552825,0.04876384728371217,Necab1
ENSMUSG00000032000,0.03681952717564112,1.4790336376159874e-09,1.674061842236545e-09,0.024890908432317584,0.048737662671392845,Birc3
ENSMUSG00000038781,0.03677865843183836,1.541943108558404e-09,1.7450691586220054e-09,0.024850009583330137,0.048696835637378935,Stap2
ENSMUSG00000028978,0.03677818847669205,1.5426814645875068e-09,1.7457072135198673e-09,0.024849539282232512,0.048696366161627445,Nos3
ENSMUSG00000045930,0.03671381757925371,1.6471395121561907e-09,1.863701643082361e-09,0.02478512104889524,0.04863206087830015,Clec14a
ENSMUSG00000006585,0.036700806006732055,1.6690761806005639e-09,1.888308836520606e-09,0.024772099920195884,0.04861906255664321,Cdt1
ENSMUSG00000026686,0.036678019253708456,1.7081809161521632e-09,1.932331353113307e-09,0.024749296441493134,0.048596298999712184,Lmx1a
ENSMUSG00000106461,0.03661947351608681,1.8127907043471225e-09,2.0504362677831948e-09,0.024690707787698836,0.04853781280276989,Gm20755
ENSMUSG00000021298,0.03656218057498827,1.9211929015642876e-09,2.172803553001909e-09,0.024633372928105912,0.048480578049139224,Gpr132
ENSMUSG00000019888,0.036532038895445755,1.980732200227288e-09,2.2396338763311715e-09,0.024603209226846157,0.048450466950464476,Mgat4c
ENSMUSG00000030046,0.036499937984220666,2.0461178718255378e-09,2.3133045470045652e-09,0.02457108488635937,0.048418398584065214,Bmp10
ENSMUSG00000074570,0.036378906274121124,2.3120893549121924e-09,2.6137116831474025e-09,0.024449965061258586,0.04829748935842341,Cass4
ENSMUSG00000026170,0.03626445206982042,2.594415511429462e-09,2.9322055961002053e-09,0.024335427852766735,0.04818315066079016,Cyp27a1
ENSMUSG00000029185,0.03623162352593551,2.681409471575583e-09,3.030183604447489e-09,0.024302575558843086,0.04815035518967835,Fam114a1
ENSMUSG00000026867,0.0361745828765724,2.839366439835414e-09,3.2083236608309762e-09,0.024245493704300188,0.048093371944204225,Gapvd1
ENSMUSG00000030406,0.036154137358899684,2.8981609871905728e-09,3.2743881902503366e-09,0.024225033436075696,0.048072946983359954,Gipr
ENSMUSG00000033200,0.036086386297364485,3.101587144144773e-09,3.502639349683538e-09,0.02415723356652233,0.0480052639704995,Tpsg1
ENSMUSG00000025094,0.036020979169885094,3.3111300239865196e-09,3.7388550406351844e-09,0.024091779423707386,0.047939922433626055,Slc18a2
ENSMUSG00000027230,0.035993268135931775,3.4040064270345506e-09,3.84286117299001e-09,0.024064048501613793,0.047912239157676256,Creb3l1
ENSMUSG00000028243,0.03597719614123564,3.4590302291317956e-09,3.904097324076519e-09,0.02404796498049825,0.047896183253826864,Ubxn2b
ENSMUSG00000022935,0.035925974163905694,3.6402317642648497e-09,4.1072230218490916e-09,0.023996706309291405,0.04784501251746036,Grik1
ENSMUSG00000050747,0.03582236201899583,4.035451046237152e-09,4.551602804237708e-09,0.023893020131533504,0.04774150383183129,Trim15
ENSMUSG00000004952,0.035777275750957134,4.22019022167492e-09,4.75943410586999e-09,0.023847901728636142,0.047696462503610815,Rasa4
ENSMUSG00000020475,0.03575373021511115,4.319912376667196e-09,4.871349094121782e-09,0.023824339430223353,0.04767294041755321,Pgam2
ENSMUSG00000032532,0.035733774478528706,4.406222882893646e-09,4.968116904829909e-09,0.023804369497104943,0.047653004545207746,Cck
ENSMUSG00000013822,0.03572933490304317,4.4256514418638126e-09,4.989460475607455e-09,0.023799926764594442,0.0476485693876504,Elof1
ENSMUSG00000035199,0.03572821289170122,4.430574791544393e-09,4.994447967021072e-09,0.023798803955453984,0.04764744849277448,Arl6ip5
ENSMUSG00000046768,0.0357264870721044,4.43815803777773e-09,5.002432414086712e-09,0.02379707690878367,0.04764572439040916,Rhoj
ENSMUSG00000090863,0.03567311070760539,4.679031049848239e-09,5.273336019213613e-09,0.023743662628358163,0.04759240110159454,A530084C06Rik
ENSMUSG00000024798,0.035578475237309205,5.137729189368677e-09,5.788990635908369e-09,0.023648960101138962,0.04749785956666523,Htr7
ENSMUSG00000006445,0.035514857471685174,5.470370051720668e-09,6.162408529594083e-09,0.02358529737749724,0.04743430482813527,Epha2
ENSMUSG00000026483,0.035507452871976077,5.510421867758234e-09,6.206827965485733e-09,0.023577887551320054,0.047426907558006395,Fam129a
ENSMUSG00000014867,0.0354968961812648,5.568017136785866e-09,6.270995761668956e-09,0.023567323411532903,0.04741636131477033,Surf4
ENSMUSG00000061311,0.03541188382161593,6.053670057441197e-09,6.817196010631978e-09,0.023482251162062328,0.04733143299110904,Rag1
ENSMUSG00000045165,0.035340418916765676,6.493595186777563e-09,7.3117837932412595e-09,0.023410736045017633,0.04726003859705741,AI467606
ENSMUSG00000002365,0.03531599068734523,6.650983520722665e-09,7.488159784646099e-09,0.023386290679997555,0.04723563444180347,Snx9
ENSMUSG00000057715,0.035280236526139264,6.888051313749527e-09,7.754194882077594e-09,0.02335051146414332,0.0471999154908826,A830018L16Rik
ENSMUSG00000029366,0.035186051429514587,7.552563275040951e-09,8.501309404593597e-09,0.023256260513807688,0.047105823000738276,Dck
ENSMUSG00000069041,0.03513224731612942,7.959723348902427e-09,8.958608158584612e-09,0.023202418876051286,0.04705207169473265,Slc25a31
ENSMUSG00000032609,0.03512977726424357,7.978918887271317e-09,8.9792019888266e-09,0.023199947103149234,0.04704960406548312,Klhdc8b
ENSMUSG00000027207,0.0349871443827012,9.167080691871701e-09,1.0312836867894815e-08,0.023057215089092697,0.046907110832054316,Galk2
ENSMUSG00000026637,0.0349024158780288,9.95252117455719e-09,1.1195186923011462e-08,0.022972427926787928,0.04682246505315603,Traf5
ENSMUSG00000103168,0.03489440902596661,1.0030040922628845e-08,1.1281116772723929e-08,0.022964415540448868,0.046814466009834674,Gm30948
ENSMUSG00000035189,0.034851045866229204,1.0460172589170698e-08,1.1763576910898221e-08,0.02292102243504206,0.04677114511377566,Ano4
ENSMUSG00000063672,0.03484910105530934,1.0479877965630972e-08,1.1784412420590321e-08,0.022919076282130656,0.046769202197305064,Nkx6-3
ENSMUSG00000033788,0.034779098831348616,1.1213683076035711e-08,1.2606726336184049e-08,0.022849025814242967,0.04669926810278322,Dysf
ENSMUSG00000058248,0.03461626940452185,1.3118944122256866e-08,1.4745356999277134e-08,0.022686084622260436,0.046536596697147985,Kcnh1
ENSMUSG00000020125,0.03456452800130959,1.3787678772836195e-08,1.5495255982059107e-08,0.022634307836756053,0.04648490537508061,Elane
ENSMUSG00000050840,0.0345431765853587,1.4073185443039844e-08,1.581434480620277e-08,0.02261294183873318,0.04646357460682203,Cdh20
ENSMUSG00000062515,0.03453203347478282,1.422446108209898e-08,1.5982540541684247e-08,0.02260179112223396,0.0464524422677725,Fabp4
ENSMUSG00000054720,0.03446548633933642,1.516131521512649e-08,1.7033271784211314e-08,0.022535198625682186,0.046385959398701285,Lrrc8c
ENSMUSG00000078954,0.03434009998322243,1.7091994093408725e-08,1.9195860392417706e-08,0.022409727089020132,0.0462606938446547,Arhgap8
ENSMUSG00000045404,0.034282762558843195,1.8052493267907144e-08,2.027231136205182e-08,0.02235235083799533,0.04620341153645075,Kcnk13
ENSMUSG00000039376,0.0342473301043714,1.8672032687937724e-08,2.0965677844080085e-08,0.022316894429349615,0.04616801310258947,Synpo2l
ENSMUSG00000032845,0.03423185513475871,1.8949045552581204e-08,2.127432979968699e-08,0.02230140900727226,0.04615255298193671,Alpk2
ENSMUSG00000018263,0.03421876921607995,1.9186402780664144e-08,2.1535977978071774e-08,0.02228831425426449,0.04613947961535508,Tbx5
ENSMUSG00000072720,0.03418410632040579,1.982916628889765e-08,2.2254956553196016e-08,0.022253627977385153,0.04610484994881849,Myo18b
ENSMUSG00000021136,0.03404948145669643,2.2529689111116135e-08,2.527733547752287e-08,0.022118912577403702,0.04597035386976186,Smoc1
ENSMUSG00000035247,0.033840281250349165,2.7448046803487993e-08,3.078170551024783e-08,0.021909572542001023,0.04576135293060546,Hectd1
ENSMUSG00000056498,0.03382086832028568,2.7953996009585543e-08,3.1345588707765804e-08,0.021890146689413942,0.04574195843881198,Tmem154
ENSMUSG00000020130,0.03378841513882098,2.8820080970326747e-08,3.231313036251457e-08,0.02185767192509468,0.045709536061090364,Tbc1d15
ENSMUSG00000042510,0.03372735598728293,3.0520683368155354e-08,3.421601274456878e-08,0.021796572234664722,0.04564853479728206,AA986860
ENSMUSG00000053641,0.033629344280253735,3.345591508586137e-08,3.749822358872604e-08,0.021698495641246155,0.04555061582532038,Dennd4a
ENSMUSG00000020183,0.033610500379462595,3.405081152948029e-08,3.816072120304863e-08,0.02167963929160432,0.045531789727678476,Cpm
ENSMUSG00000032440,0.033580153350369096,3.5030485595126906e-08,3.925424203846583e-08,0.021649272232187995,0.04550147135174358,Tgfbr2
ENSMUSG00000022306,0.03357267722773561,3.5275997610281726e-08,3.952492729443331e-08,0.02164179117837709,0.04549400228456875,Zfpm2
ENSMUSG00000070868,0.03349557579346146,3.790730897972928e-08,4.24636596613972e-08,0.021564638966691432,0.04541697353565712,Skint3
ENSMUSG00000057135,0.03345210191238633,3.947388114203581e-08,4.4213576547979176e-08,0.02152113651726845,0.04537354057594566,Scimp
ENSMUSG00000006522,0.033387828054208556,4.19055486555749e-08,4.692145185933815e-08,0.021456820505056488,0.04530932713528762,Itih3
ENSMUSG00000057191,0.03336094377420801,4.296518768419936e-08,4.810253883139203e-08,0.021429918622282124,0.0452824680973278,AB124611
ENSMUSG00000031633,0.033314045314895895,4.487618131484498e-08,5.0236405815341965e-08,0.02138298949705322,0.045235613630400656,Slc25a4
ENSMUSG00000091119,0.033173151233022516,5.1126065255797744e-08,5.7213591378466594e-08,0.021242003603740116,0.04509485139658757,Ccdc152
ENSMUSG00000086848,0.03314249895482515,5.2593459234369984e-08,5.884912077248515e-08,0.021211331414309243,0.045064227739958836,Lce6a
ENSMUSG00000029998,0.033063181921851564,5.658253108772607e-08,6.330106982892933e-08,0.021131962962500604,0.044984984665271024,Pcyox1
ENSMUSG00000042286,0.03306313786374907,5.6584826320079925e-08,6.330106982892933e-08,0.02113191887587837,0.044984940648208335,Stab1
ENSMUSG00000097779,0.03305147094293877,5.719580700231151e-08,6.397741275426344e-08,0.021120244404455327,0.04497328459341933,4833407H14Rik
ENSMUSG00000027236,0.03288780669765679,6.647067580669984e-08,7.432704439975383e-08,0.02095647458170512,0.04480977243516018,Eif3j1
ENSMUSG00000033184,0.03284054714061851,6.940956442860055e-08,7.760461139154802e-08,0.020909184657340263,0.0447625566757911,Tmed7
ENSMUSG00000026786,0.03283763823446106,6.959451214792026e-08,7.780269664384602e-08,0.020906273883766393,0.04475965046371461,Apbb1ip
ENSMUSG00000023914,0.03282187177055366,7.060527572342938e-08,7.892384945610259e-08,0.020890497301857578,0.044743898598393436,Mep1a
ENSMUSG00000095788,0.032774020528654406,7.376076958342175e-08,8.244190184801805e-08,0.020842615388192456,0.04469609162692715,Sirpb1a
ENSMUSG00000044042,0.032682827477710306,8.01567718205261e-08,8.957064679911285e-08,0.02075136403572845,0.04460498279367341,Fmn1
ENSMUSG00000030111,0.032660102817632194,8.183234417547876e-08,9.143278678824443e-08,0.02072862487826625,0.044582279089177244,A2m
ENSMUSG00000004462,0.03261934345610553,8.492302991040996e-08,9.487546632824261e-08,0.020687839544895337,0.04454155728310764,Tbccd1
ENSMUSG00000032776,0.03259030810212998,8.719333082351764e-08,9.74009504284156e-08,0.020658785713827666,0.04451254865798749,Mctp2
ENSMUSG00000022803,0.032561342575753306,8.951666951720422e-08,9.998511059667622e-08,0.02062980177487408,0.04448360977615304,Popdc2
ENSMUSG00000002329,0.03252621569268969,9.241469718450208e-08,1.0321051729339075e-07,0.02059465258953888,0.044448515178438626,Mdp1
ENSMUSG00000034255,0.0324658343540968,9.76098114188715e-08,1.0900034775976718e-07,0.02053423298339194,0.0443881892679666,Arhgap27
ENSMUSG00000051504,0.03239218867095419,1.043295769412191e-07,1.1649126500806063e-07,0.020460540744193345,0.04431461107148936,Siglech
ENSMUSG00000033882,0.03237898445772919,1.0558081287316119e-07,1.1787519579453074e-07,0.020447328197462943,0.044301418944529714,Rbm46
ENSMUSG00000062093,0.0323573369355525,1.0766362348988206e-07,1.2018712155601927e-07,0.020425667022016848,0.04427979122807002,Gm10110
ENSMUSG00000063297,0.0322568707769629,1.1786184543022084e-07,1.3154223820337146e-07,0.020325137645225692,0.044179416841532856,Luzp2
ENSMUSG00000024211,0.03214961811941236,1.297793103991e-07,1.4479450005478078e-07,0.020217817765341664,0.044072261889596676,Grm8
ENSMUSG00000062209,0.03213817528195597,1.3111754807361044e-07,1.4627124952433116e-07,0.02020636777213515,0.04406082946020364,Erbb4
ENSMUSG00000025408,0.03207999047474592,1.3813140510987893e-07,1.5406134854994306e-07,0.020148146627618876,0.04400269752784938,Ddit3
ENSMUSG00000041362,0.032079480453316496,1.3819446130909323e-07,1.5411448791021882e-07,0.020147636288031012,0.04400218796953983,Shtn1
ENSMUSG00000036006,0.03203318176952036,1.440360388385651e-07,1.6059319750090878e-07,0.020101308748375003,0.04395593130095931,Fam65b
ENSMUSG00000025024,0.031969244898187796,1.5249706632735202e-07,1.7000787773394873e-07,0.020037332112340035,0.0438920523671346,Smndc1
ENSMUSG00000095620,0.031873997688111645,1.659989738694399e-07,1.8501891871315192e-07,0.01994202584571232,0.043796891286181396,2010005H15Rik
ENSMUSG00000042228,0.03186232066155472,1.6773173693161705e-07,1.869187180635839e-07,0.019930341593918786,0.04378522480391239,Lyn
ENSMUSG00000059810,0.03186225950687123,1.6774085759026018e-07,1.869187180635839e-07,0.01993028040140402,0.04378516370444267,Rgs3
ENSMUSG00000023484,0.03184459163071266,1.703960365104893e-07,1.8985630808968169e-07,0.01991260159935368,0.043767511776066796,Prph
ENSMUSG00000038903,0.031805070764272705,1.7648326176030773e-07,1.9659492231291938e-07,0.019873056320049442,0.043728026555905096,Ccdc68
ENSMUSG00000025759,0.03179367344635518,1.7827744526257508e-07,1.9857144716259196e-07,0.019861651968706512,0.04371663951100326,Mfsd8
ENSMUSG00000067242,0.03176536355890426,1.8281065631091954e-07,2.0357534110347388e-07,0.019833324624309704,0.04368835512737249,Lgi1
ENSMUSG00000024248,0.031742989950988766,1.8647193195522327e-07,2.0762936416348208e-07,0.01981093723353513,0.04366600166187799,Cox7a2l
ENSMUSG00000059851,0.03172494080149386,1.8947709742530475e-07,2.1095201227488838e-07,0.019792876973905763,0.04364796875289827,Kmt5c
ENSMUSG00000063193,0.03169645394106038,1.9431559869941295e-07,2.1629073764404826e-07,0.019764372594259748,0.04361950750896131,Cd300lb
ENSMUSG00000004849,0.0314642364410795,2.3846910968626073e-07,2.6540802413607206e-07,0.01953201300573943,0.043387498106116786,Ap1s1
ENSMUSG00000024049,0.031240492622304165,2.9008876481561437e-07,3.2267938244228515e-07,0.01930813350253153,0.04316395357444426,Myom1
ENSMUSG00000055471,0.031143681822806205,3.1562786592715354e-07,3.510486774854338e-07,0.019211264365175156,0.04306722863361465,Alk
ENSMUSG00000090066,0.030915539001482535,3.8468855875304463e-07,4.275742567000607e-07,0.018982984951773304,0.042839287261452745,1110002E22Rik
ENSMUSG00000024063,0.030889563442515033,3.934194878272533e-07,4.3722992645838326e-07,0.018956993919788105,0.04281333456008288,Lbh
ENSMUSG00000014905,0.030855655422201693,4.051047671529936e-07,4.5016642643959725e-07,0.0189230657255471,0.042779456353446633,Dnajb9
ENSMUSG00000054304,0.030830457527238873,4.140045427018786e-07,4.59953941453037e-07,0.018897852856635096,0.042754280596010344,D130007C19Rik
ENSMUSG00000033016,0.030801786188888552,4.2436058454907145e-07,4.713546423959474e-07,0.0188691644986865,0.042725634428350937,Nfatc1
ENSMUSG00000025647,0.03077485496921246,4.343154084076425e-07,4.823582945442498e-07,0.018842217310260312,0.042698726833851536,Shisa5
ENSMUSG00000028519,0.030772413553730008,4.3522890503335193e-07,4.833191616139388e-07,0.018839774448008134,0.04269628755922432,Dab1
ENSMUSG00000029298,0.03074871268984138,4.441938534270962e-07,4.93219912754937e-07,0.018816059546519468,0.042672607471021085,Gbp9
ENSMUSG00000078650,0.0307154186986102,4.570888555107785e-07,5.074254612686262e-07,0.01878274585852767,0.042639342641983456,G6pc
ENSMUSG00000032034,0.030655197895898552,4.813356567396733e-07,5.342831132641507e-07,0.01872248949642757,0.042579174519494126,Kcnj5
ENSMUSG00000024653,0.03063900051952849,4.880660483765768e-07,5.416937273879875e-07,0.018706282570567147,0.04256299129757704,Scgb1a1
ENSMUSG00000033825,0.03061402695106758,4.986213202287786e-07,5.533473756839182e-07,0.0186812942907224,0.04253803954058722,Tpsb2
ENSMUSG00000020395,0.03034125412955029,6.292214658988596e-07,6.978942612010422e-07,0.018408361755312054,0.04226550398550794,Itk
ENSMUSG00000026600,0.030290713310401042,6.567961204574443e-07,7.283976050320998e-07,0.018357791538795222,0.04221500693350501,Soat1
ENSMUSG00000027777,0.030226584512777724,6.934637654158764e-07,7.688068352725902e-07,0.018293625528157782,0.04215093358220254,Schip1
ENSMUSG00000022829,0.030214695271267713,7.004751478862995e-07,7.76321786419483e-07,0.018281729398293905,0.04213905460945729,Stxbp5l
ENSMUSG00000039167,0.03008049846257551,7.845035721372929e-07,8.689671822522075e-07,0.01814745507333468,0.042004973473071645,Adgrl4
ENSMUSG00000000983,0.03000296420884636,8.373924531813847e-07,9.273449093924526e-07,0.018069876229587778,0.04192750585501683,Wfdc18
ENSMUSG00000044086,0.029894225511209578,9.173848070648421e-07,1.0155926127143166e-06,0.01796107523829223,0.04181886036971219,Lmod3
ENSMUSG00000033576,0.02971586795719303,1.0647591555033054e-06,1.1779612296750807e-06,0.01778261611967101,0.04164065509565111,Apol6
ENSMUSG00000066152,0.029666294785713462,1.1096093966619267e-06,1.2274440228561137e-06,0.017733014854088645,0.04159112411452098,Slc31a2
ENSMUSG00000024140,0.029653217405580527,1.1217405895758642e-06,1.2407262355667119e-06,0.017719930072535302,0.04157805785441271,Epas1
ENSMUSG00000027208,0.02964901996340338,1.1256613157907402e-06,1.2449251446480205e-06,0.017715730255593337,0.04157386398056134,Fgf7
ENSMUSG00000023995,0.029570336688034382,1.201644437937455e-06,1.3288117194929282e-06,0.017637002541934257,0.04149524751757963,Tspo2
ENSMUSG00000039840,0.029520242949465637,1.2525643552990957e-06,1.3849672216929408e-06,0.017586880588802294,0.04144519623821517,Epg5
ENSMUSG00000031957,0.029514133810630224,1.2589144297140745e-06,1.3918346376053892e-06,0.01758076801318729,0.04143909227336098,Ctrb1
ENSMUSG00000029001,0.029477681655354956,1.2974526918942411e-06,1.4342833206878634e-06,0.017544295369794197,0.04140267097181881,Fbxo44
