,NMP_1_corr,NMP_1_pval,NMP_1_qval,NMP_1_ci_low,NMP_1_ci_high,gene_annotation
ENSMUSG00000095822,0.1398374864888973,0.0,0.0,0.13339986093231815,0.14626331196970507,Gm9117
ENSMUSG00000038534,0.13982969741058757,0.0,0.0,0.13339205788016115,0.14625553749630305,Osbpl7
ENSMUSG00000108072,0.139828810300644,0.0,0.0,0.13339116917876556,0.14625465204968424,Gm20362
ENSMUSG00000093661,0.13982811554872066,0.0,0.0,0.13339047318048264,0.14625395860040855,Eif4e3
ENSMUSG00000020258,0.1398166635603914,0.0,0.0,0.13337900064862002,0.14624252808344632,Glyctk
ENSMUSG00000040877,0.1398000320190305,0.0,0.0,0.13336233927528307,0.14622592772155635,Wdr25
ENSMUSG00000021478,0.13979846700736587,0.0,0.0,0.1333607714566462,0.14622436564366295,Drd1
ENSMUSG00000101941,0.13977112459995672,0.0,0.0,0.13333338001366513,0.14619707448716635,Gm28979
ENSMUSG00000073978,0.13976264155568557,0.0,0.0,0.13332488175799498,0.1461886073416197,Olfr548-ps1
ENSMUSG00000092578,0.13976019350692942,0.0,0.0,0.13332242931968807,0.14618616388076455,4930488B22Rik
ENSMUSG00000066257,0.1397401225317044,0.0,0.0,0.13330232235854336,0.14616613051770297,Olfr206
ENSMUSG00000107060,0.13972342362700202,0.0,0.0,0.13328559351785763,0.14614946290202896,Gm42810
ENSMUSG00000032758,0.13972329606673586,0.0,0.0,0.1332854657289294,0.14614933558076068,Kap
ENSMUSG00000075573,0.13972013598311997,0.0,0.0,0.1332822999806768,0.14614618141783264,Defb47
ENSMUSG00000027716,0.13971943840207685,0.0,0.0,0.1332816011491961,0.14614548514374984,Trpc3
ENSMUSG00000086707,0.13969967653011456,0.0,0.0,0.13326180385607092,0.1461257602942071,Gm12088
ENSMUSG00000105443,0.139698449436115,0.0,0.0,0.13326057456279852,0.14612453549890977,Gm43837
ENSMUSG00000070806,0.13969255736925984,0.0,0.0,0.133254671936097,0.14611865446932687,Zmynd12
ENSMUSG00000045474,0.1396584990114771,0.0,0.0,0.13322055254738907,0.14608465990221914,Olfr1368
ENSMUSG00000102794,0.1396477588815438,0.0,0.0,0.13320979317482873,0.1460739398852033,Gm37712
ENSMUSG00000020682,0.13963159031071126,0.0,0.0,0.13319359563832783,0.1460578015902208,Mmp28
ENSMUSG00000110582,0.13961085663995304,0.0,0.0,0.1331728248286496,0.1460371067385138,RP23-106G8.4
ENSMUSG00000035448,0.1395842025894484,0.0,0.0,0.13314612304272938,0.14601050258335324,Ccr3
ENSMUSG00000034339,0.13957934492902374,0.0,0.0,0.13314125668360427,0.1460056540152783,Gm5689
ENSMUSG00000094445,0.13957757977338478,0.0,0.0,0.13313948836714604,0.14600389216350157,1700015G11Rik
ENSMUSG00000074093,0.1395716556412257,0.0,0.0,0.13313355362709395,0.1459979791193112,Svip
ENSMUSG00000085488,0.13955225489014683,0.0,0.0,0.13311411813979712,0.14597861467665268,4930557F10Rik
ENSMUSG00000038496,0.1395449272786024,0.0,0.0,0.13310677740976481,0.14597130077741982,Slc19a3
ENSMUSG00000059964,0.13954202241886535,0.0,0.0,0.13310386734970642,0.1459684013534126,Olfr119
ENSMUSG00000056145,0.13953728899953177,0.0,0.0,0.13309912545677585,0.1459636767912715,AI504432
ENSMUSG00000058019,0.1395361251314027,0.0,0.0,0.1330979595051771,0.14596251510093206,Ces5a
ENSMUSG00000048933,0.1395283393437918,0.0,0.0,0.13309015978048971,0.1459547438813607,Olfr722
ENSMUSG00000041930,0.13951447182918011,0.0,0.0,0.13307626744408177,0.1459409023123845,Fam222a
ENSMUSG00000100668,0.13949880610274312,0.0,0.0,0.13306057368022944,0.1459252658929479,1700083H02Rik
ENSMUSG00000075133,0.1394947009571846,0.0,0.0,0.133056461188104,0.1459211684266493,Olfr1170
ENSMUSG00000100151,0.1394920638770472,0.0,0.0,0.13305381938876593,0.14591853627942986,Gm28382
ENSMUSG00000020327,0.1394884606852888,0.0,0.0,0.13305020974904463,0.14591493982764925,Fgf22
ENSMUSG00000043472,0.13948753837035133,0.0,0.0,0.13304928578363892,0.14591401923792768,Lce3d
ENSMUSG00000021187,0.13947656290227098,0.0,0.0,0.13303829067598802,0.1459030642989135,Tc2n
ENSMUSG00000100674,0.13947311201379187,0.0,0.0,0.13303483361279514,0.14589961986482367,Gm28806
ENSMUSG00000034401,0.13946758258091765,0.0,0.0,0.1330292942863708,0.14589410077363144,Spata6
ENSMUSG00000092456,0.13946470128940014,0.0,0.0,0.13302640783965544,0.14589122487082642,V1rd19
ENSMUSG00000016283,0.13945535588909966,0.0,0.0,0.1330170457193452,0.1458818969479389,H2-M2
ENSMUSG00000059791,0.13945319454973834,0.0,0.0,0.1330148805132596,0.14587973965046977,Nrm
ENSMUSG00000098155,0.13945059643959828,0.0,0.0,0.13301227775507585,0.14587714639894023,Gm27022
ENSMUSG00000027597,0.1394484834203823,0.0,0.0,0.1330101609557139,0.1458750373311226,Ahcy
ENSMUSG00000045587,0.13944594827530282,0.0,0.0,0.1330076212753919,0.14587250692675024,BC049730
ENSMUSG00000004637,0.13944473122113968,0.0,0.0,0.1330064020440123,0.14587129214844172,Wwox
ENSMUSG00000042788,0.1394376698362385,0.0,0.0,0.13299932802722006,0.14586424396773512,Fam166b
ENSMUSG00000094970,0.13943700986660487,0.0,0.0,0.13299866687702083,0.14586358523215573,Olfr943
ENSMUSG00000032053,0.13943503328522042,0.0,0.0,0.13299668675992632,0.14586161234667797,Pou2af1
ENSMUSG00000070377,0.13943137977703113,0.0,0.0,0.13299302671647448,0.1458579656698589,Olfr43
ENSMUSG00000036752,0.13942844121569112,0.0,0.0,0.13299008289887024,0.14585503260294683,Tubb4b
ENSMUSG00000028460,0.13942680329092286,0.0,0.0,0.13298844204436208,0.14585339774066888,Sit1
ENSMUSG00000106524,0.13942430641298761,0.0,0.0,0.13298594070035374,0.1458509055311738,Gm42706
ENSMUSG00000094578,0.1394235969929812,0.0,0.0,0.132985230011449,0.1458501974375629,Gm3187
ENSMUSG00000067541,0.13941785204526844,0.0,0.0,0.13297947478832609,0.14584446323087905,A630073D07Rik
ENSMUSG00000078655,0.13940729403495625,0.0,0.0,0.13296889789509497,0.14583392495920172,Gm10972
ENSMUSG00000074939,0.13939164444129878,0.0,0.0,0.1329532203149594,0.14581830462042078,Chrm5
ENSMUSG00000099996,0.13938749204791323,0.0,0.0,0.13294906049630742,0.1458141599888558,Gm29065
ENSMUSG00000094931,0.1393865727423182,0.0,0.0,0.1329481395468504,0.1458132424016332,Vmn1r160
ENSMUSG00000090550,0.13936662648410011,0.0,0.0,0.13292815762434498,0.14579333342437806,Prlh
ENSMUSG00000071428,0.1393661084179214,0.0,0.0,0.13292763863192383,0.1457928163264322,Vmn1r27
ENSMUSG00000078577,0.13936590981093094,0.0,0.0,0.132927439669848,0.1457926180906247,Tmco2
ENSMUSG00000054523,0.13936497347834298,0.0,0.0,0.1329265016632171,0.14579168350797167,Ms4a5
ENSMUSG00000067998,0.13935266013924277,0.0,0.0,0.13291416631051403,0.14577939318050553,Bpifb9a
ENSMUSG00000100796,0.1393464928905237,0.0,0.0,0.13290798803682996,0.14577323745662868,Gm28163
ENSMUSG00000060787,0.13931187851369473,0.0,0.0,0.1328733117904306,0.14573868775503776,Olfr464
ENSMUSG00000050107,0.13930872965884794,0.0,0.0,0.13287015730811802,0.1457355447828914,Gsg2
ENSMUSG00000029433,0.1393086488634046,0.0,0.0,0.1328700763682831,0.1457354641383887,Diablo
ENSMUSG00000030543,0.13930513562795868,0.0,0.0,0.1328665568543274,0.1457319574662234,Mesp2
ENSMUSG00000073896,0.13930289440030233,0.0,0.0,0.13286431162145368,0.14572972042545113,Olfr716
ENSMUSG00000101429,0.13930185766450898,0.0,0.0,0.13286327303296944,0.14572868562638328,BC055402
ENSMUSG00000087450,0.13929440260894022,0.0,0.0,0.13285580465531602,0.1457212444971852,Gm13994
ENSMUSG00000094921,0.13926746259660897,0.0,0.0,0.13282881650763786,0.14569435480391665,Vmn2r112
ENSMUSG00000096903,0.13925751635425643,0.0,0.0,0.1328188524961467,0.14568442713694293,Vmn1r104
ENSMUSG00000047990,0.13925517141148597,0.0,0.0,0.13281650336428388,0.14568208657334636,C2cd4a
ENSMUSG00000095156,0.13925293728669694,0.0,0.0,0.13281426524843917,0.14567985662071206,Olfr1281
ENSMUSG00000021207,0.13925197091546687,0.0,0.0,0.13281329715089732,0.14567889205412834,Akr1c21
ENSMUSG00000046723,0.13922367798913932,0.0,0.0,0.13278495368793483,0.1456506519579043,Adam24
ENSMUSG00000095257,0.13921798480684383,0.0,0.0,0.1327792503377881,0.1456449694049652,Scgb1b3
ENSMUSG00000097933,0.13921439378548564,0.0,0.0,0.13277565290319374,0.14564138508794253,1700039M10Rik
ENSMUSG00000028940,0.13920657913706572,0.0,0.0,0.1327678242991118,0.14563358502866752,Hes2
ENSMUSG00000109064,0.13919429315367823,0.0,0.0,0.1327555163766263,0.145621321980332,Gm44517
ENSMUSG00000082211,0.13918084506701264,0.0,0.0,0.1327420442779696,0.1456078989958289,Defa27
ENSMUSG00000055652,0.13917989236875283,0.0,0.0,0.13274108987872665,0.14560694807578337,Klhl25
ENSMUSG00000043274,0.13916511471120396,0.0,0.0,0.13272628583812393,0.14559219799925757,Olfr1123
ENSMUSG00000075094,0.13915142586695514,0.0,0.0,0.13271257255727983,0.14557853470132134,Olfr1230
ENSMUSG00000046450,0.1391498171972012,0.0,0.0,0.13271096101597624,0.1455769290335284,Olfr71
ENSMUSG00000102761,0.1391330027995575,0.0,0.0,0.13269411660589533,0.14556014601143957,Gm37184
ENSMUSG00000033610,0.13913122379480866,0.0,0.0,0.13269233442597417,0.14555837032608546,Pank1
ENSMUSG00000048562,0.13912971501839996,0.0,0.0,0.13269082295673004,0.1455568643648276,Sp8
ENSMUSG00000111772,0.13912953774732945,0.0,0.0,0.13269064536927147,0.1455566874245164,Olfr228
ENSMUSG00000052160,0.13912592032603666,0.0,0.0,0.13268702149180436,0.14555307675266033,Pld4
ENSMUSG00000022847,0.13911110600910234,0.0,0.0,0.1326721807368891,0.14553829007470556,Thpo
ENSMUSG00000024026,0.1391018942580248,0.0,0.0,0.13266295254775815,0.14552909550848725,Glo1
ENSMUSG00000068604,0.13909832014001577,0.0,0.0,0.13265937205215886,0.14552552805782737,Gm8225
ENSMUSG00000095982,0.13909728875588498,0.0,0.0,0.1326583388276765,0.14552449859766414,Vmn1r3
ENSMUSG00000025774,0.13909462532218633,0.0,0.0,0.1326556706415413,0.14552184013233124,Crisp4
ENSMUSG00000026937,0.13908552678802932,0.0,0.0,0.13264655587332846,0.14551275856986798,Lcn5
ENSMUSG00000101042,0.1390844836177987,0.0,0.0,0.13264551084189138,0.1455117173454163,Gm28167
ENSMUSG00000100596,0.13906630839513603,0.0,0.0,0.1326273031936052,0.14549357602190108,Gm29502
ENSMUSG00000059319,0.13905962845362854,0.0,0.0,0.13262061133579695,0.1454869085382647,Olfr295
ENSMUSG00000047960,0.13905558173026267,0.0,0.0,0.1326165573937952,0.14548286936162078,Olfr186
ENSMUSG00000025977,0.13904591868360783,0.0,0.0,0.1326068771108525,0.14547322433468526,Boll
ENSMUSG00000073906,0.1390446944142664,0.0,0.0,0.13260565065783003,0.14547200234828295,Olfr692
ENSMUSG00000003198,0.1390415794415128,0.0,0.0,0.13260253012911108,0.1454688931840428,Zfp959
ENSMUSG00000094271,0.13902984886141373,0.0,0.0,0.13259077862711846,0.14545718447690673,Gm13290
ENSMUSG00000097839,0.13901933062131103,0.0,0.0,0.13258024162891163,0.14544668584769416,Gm26909
ENSMUSG00000111419,0.13901108134489867,0.0,0.0,0.1325719776418563,0.14543845195075586,RP23-116E8.2
ENSMUSG00000093789,0.1390079872091559,0.0,0.0,0.1325688779886815,0.1454353635833113,Methig1
ENSMUSG00000071629,0.13899739355874768,0.0,0.0,0.1325582654487353,0.14542478968135777,Olfr1477
ENSMUSG00000107528,0.13898965563234508,0.0,0.0,0.1325505137257692,0.14541706617890282,Gm44442
ENSMUSG00000026442,0.13898419193696615,0.0,0.0,0.1325450402892083,0.14541161266769995,Nfasc
ENSMUSG00000061637,0.1389786795413859,0.0,0.0,0.13253951806601688,0.1454061105466758,Olfr1457
ENSMUSG00000032937,0.13893963135417683,0.0,0.0,0.13250040027434898,0.14536713513001384,Fshr
ENSMUSG00000069206,0.1389342139020915,0.0,0.0,0.13249497316709205,0.1453617277723643,Zfp874a
ENSMUSG00000095432,0.1389310287951741,0.0,0.0,0.13249178238374648,0.14535854860013456,Zfp748
ENSMUSG00000053773,0.13892953828773905,0.0,0.0,0.13249028922000738,0.1453570608698593,Rdh8
ENSMUSG00000005320,0.13892907276942731,0.0,0.0,0.1324898228720794,0.14535659621890984,Fgfr4
ENSMUSG00000078757,0.13892275073928523,0.0,0.0,0.13248348957551095,0.1453502859678093,Scgb1b29
ENSMUSG00000057754,0.13892211625333445,0.0,0.0,0.13248285395887818,0.1453496526639873,Tas2r106
ENSMUSG00000091768,0.13892185290594547,0.0,0.0,0.13248259014219407,0.14534938980724676,Gm17617
ENSMUSG00000022053,0.13891844009374726,0.0,0.0,0.1324791712483164,0.14534598335345375,Ebf2
ENSMUSG00000070844,0.13891341312440764,0.0,0.0,0.1324741353211256,0.14534096574957545,Vmn2r42
ENSMUSG00000073931,0.13890991477881606,0.0,0.0,0.13247063074182325,0.14533747392135796,Olfr646
ENSMUSG00000075189,0.13890843336197764,0.0,0.0,0.13246914668529294,0.1453359952643323,Olfr1055
ENSMUSG00000025855,0.1389031140958164,0.0,0.0,0.13246381794113019,0.1453306859074874,Prkar1b
ENSMUSG00000075119,0.1389011054619019,0.0,0.0,0.13246180572827834,0.14532868101538168,Olfr1197
ENSMUSG00000038172,0.1388928874214594,0.0,0.0,0.13245357304567468,0.1453204782834686,Ttc39b
ENSMUSG00000097821,0.13888034368197855,0.0,0.0,0.1324410069586064,0.14530795790870654,C130032M10Rik
ENSMUSG00000060756,0.1388772551771751,0.0,0.0,0.13243791295172377,0.14530487515642088,Krtap2-4
ENSMUSG00000048905,0.13887465039461355,0.0,0.0,0.13243530352891736,0.14530227522531963,4930539E08Rik
ENSMUSG00000051424,0.13886957430080268,0.0,0.0,0.13243021839264335,0.1452972085855812,Olfr1184
ENSMUSG00000024217,0.13884831506472195,0.0,0.0,0.13240892128942067,0.1452759889405275,Snrpc
ENSMUSG00000028894,0.13884688960846098,0.0,0.0,0.1324074932943369,0.14527456613867895,Inpp5b
ENSMUSG00000020405,0.13883225417180708,0.0,0.0,0.13239283179264189,0.14525995795385585,Fabp6
ENSMUSG00000023247,0.1388311228972802,0.0,0.0,0.1323916985034843,0.14525882878569552,Guca2a
ENSMUSG00000030839,0.13882264583455595,0.0,0.0,0.13238320634491527,0.14525036750623008,Sergef
ENSMUSG00000034774,0.13882238569440827,0.0,0.0,0.13238294574152829,0.1452501078504168,Dsg1c
ENSMUSG00000040084,0.13881868033984157,0.0,0.0,0.13237923378882316,0.14524640939446132,Bub1b
ENSMUSG00000111482,0.13881499348523316,0.0,0.0,0.13237554036919855,0.1452427294038427,RP24-247B20.2
ENSMUSG00000096700,0.13880112458647395,0.0,0.0,0.1323616467763166,0.1452288863238686,Gm11236
ENSMUSG00000058914,0.13878751757567934,0.0,0.0,0.13234801554016026,0.14521530464187438,C1qtnf3
ENSMUSG00000104606,0.1387850440698919,0.0,0.0,0.1323455376309066,0.14521283574013955,Gm43409
ENSMUSG00000033044,0.13877865086237606,0.0,0.0,0.13233913304223643,0.14520645443223062,Dhrs7c
ENSMUSG00000094682,0.13877293306578356,0.0,0.0,0.13233340506730806,0.14520074727765708,Gm6902
ENSMUSG00000049052,0.13876914717530459,0.0,0.0,0.1323296124377451,0.14519696843327914,Olfr812
ENSMUSG00000044350,0.13876763019084812,0.0,0.0,0.13232809275302948,0.14519545427210204,Lacc1
ENSMUSG00000055704,0.1387584600033557,0.0,0.0,0.1323189062430859,0.14518630115072295,Gm9978
ENSMUSG00000044703,0.13873990024420116,0.0,0.0,0.13230031345192197,0.1451677759287116,Phf11a
ENSMUSG00000061984,0.1387323831782018,0.0,0.0,0.13229278300860117,0.1451602728496494,Olfr392
ENSMUSG00000110467,0.13872086656449165,0.0,0.0,0.1322812459014425,0.14514877766336493,RP24-372G15.1
ENSMUSG00000048425,0.13871719381494102,0.0,0.0,0.13227756661671755,0.1451451117468441,Olfr686
ENSMUSG00000075570,0.13871284025919253,0.0,0.0,0.1322732053146196,0.1451407662905144,Krt26
ENSMUSG00000085744,0.13870977744294197,0.0,0.0,0.13227013704880186,0.14513770917222338,Gm12259
ENSMUSG00000025482,0.13870741893546468,0.0,0.0,0.13226777434499473,0.14513535505234984,Odf3
ENSMUSG00000101416,0.13870213090375347,0.0,0.0,0.13226247690491894,0.14513007685786153,Gm29318
ENSMUSG00000096218,0.13868047932353608,0.0,0.0,0.1322407868064621,0.1451084655518435,Gm2916
ENSMUSG00000095371,0.13867309862633326,0.0,0.0,0.13223339298038167,0.14510109858210612,Gm9611
ENSMUSG00000022604,0.13865980820175927,0.0,0.0,0.1322200789164394,0.14508783287478777,Cep97
ENSMUSG00000086940,0.13865617683246445,0.0,0.0,0.13221644108851688,0.14508420825863616,Gm12746
ENSMUSG00000056752,0.1386538047288019,0.0,0.0,0.13221406476600653,0.145081840566207,Dnah9
ENSMUSG00000022661,0.13861744209329466,0.0,0.0,0.13217763746787525,0.14504554554250657,Cd200
ENSMUSG00000106812,0.138579528028587,0.0,0.0,0.13213965600020533,0.14500770195587304,Gm28563
ENSMUSG00000109825,0.13857279670137715,0.0,0.0,0.1321329127081362,0.14500098313949372,Gm45589
ENSMUSG00000081649,0.13856307113758848,0.0,0.0,0.13212316985831887,0.1449912756505704,Olfr213
ENSMUSG00000037600,0.1385613910424944,0.0,0.0,0.13212148677718236,0.1449895986777913,Kdf1
ENSMUSG00000059301,0.13856031818601308,0.0,0.0,0.1321204120139266,0.14498852781510388,Gm5434
ENSMUSG00000023027,0.138551959483321,0.0,0.0,0.13211203845593525,0.14498018464568918,Atf1
ENSMUSG00000069267,0.138548304273192,0.0,0.0,0.13210837674996262,0.14497653622788115,Hist1h3b
ENSMUSG00000085412,0.13854801125255406,0.0,0.0,0.1321080832085917,0.1449762437517434,Halr1
ENSMUSG00000078256,0.13854702619503964,0.0,0.0,0.13210709640051965,0.14497526052468562,Gm11565
ENSMUSG00000029813,0.138545950162878,0.0,0.0,0.13210601845614287,0.14497418649201732,1600015I10Rik
ENSMUSG00000055424,0.13853689529776553,0.0,0.0,0.1320969475002465,0.14496514845214242,Gm9970
ENSMUSG00000107073,0.1385365039272672,0.0,0.0,0.1320965554342947,0.1449647578088424,Gm43265
ENSMUSG00000058207,0.1385041998771109,0.0,0.0,0.13206419398776617,0.14493251377533697,Serpina3k
ENSMUSG00000006143,0.13850300339704405,0.0,0.0,0.1320629953821114,0.14493131951790952,Upk3bl
ENSMUSG00000021253,0.13849160789338072,0.0,0.0,0.1320515796348885,0.14491994518214812,Tgfb3
ENSMUSG00000043319,0.1384866425889577,0.0,0.0,0.13204660551037736,0.1449149891005751,Cox8c
ENSMUSG00000033933,0.13848211716650594,0.0,0.0,0.1320420720495016,0.14491047208362956,Vhl
ENSMUSG00000026424,0.1384799204550683,0.0,0.0,0.1320398714361833,0.14490827945226065,Gpr37l1
ENSMUSG00000036925,0.1384578930582783,0.0,0.0,0.13201780491702061,0.1448862929646328,Mucl2
ENSMUSG00000105888,0.13845686394019652,0.0,0.0,0.13201677397130102,0.1448852657576683,BC037156
ENSMUSG00000104980,0.13845250431224798,0.0,0.0,0.13201240660112928,0.14488091422558594,4930573I07Rik
ENSMUSG00000003955,0.1384462016069092,0.0,0.0,0.13200609270331612,0.14487462322398498,Fam162a
ENSMUSG00000045631,0.138443059030728,0.0,0.0,0.13200294454667844,0.14487148648318107,Tmprss12
ENSMUSG00000071322,0.13844107556669552,0.0,0.0,0.13200095756055963,0.14486950670213075,Tcp10a
ENSMUSG00000073764,0.13843399708773593,0.0,0.0,0.13199386651259115,0.14486244136637869,Gm12888
ENSMUSG00000075176,0.1384189169876436,0.0,0.0,0.13197875963748756,0.14484738926459115,Olfr1085
ENSMUSG00000032560,0.138408766556543,0.0,0.0,0.13196859118578344,0.1448372576775033,Dnajc13
ENSMUSG00000035560,0.13840236769452005,0.0,0.0,0.1319621809642149,0.1448308706941094,Wdr20rt
ENSMUSG00000075073,0.13840177868942458,0.0,0.0,0.13196159091351833,0.14483028278239596,Olfr1256
ENSMUSG00000097575,0.1383891982325488,0.0,0.0,0.13194898812492173,0.144817725677792,Gm26796
ENSMUSG00000047649,0.1383875578035431,0.0,0.0,0.13194734478412415,0.14481608829365378,Cd3eap
ENSMUSG00000075093,0.13838597910114944,0.0,0.0,0.13194576327953794,0.1448145125215211,Olfr1231
ENSMUSG00000110695,0.1383835994542378,0.0,0.0,0.13194337940882128,0.14481213729145787,RP23-60O19.2
ENSMUSG00000086075,0.1383763781458673,0.0,0.0,0.1319361452832916,0.14480492938606107,Gm15728
ENSMUSG00000104086,0.1383696721143981,0.0,0.0,0.1319294273498467,0.14479823580058454,1700039M15Rik
ENSMUSG00000020177,0.13832539070329117,0.0,0.0,0.131885067362209,0.14475403655835384,9530003J23Rik
ENSMUSG00000087195,0.13831225830226687,0.0,0.0,0.1318719116629456,0.14474092852096632,Gm12907
ENSMUSG00000046108,0.13831162108376951,0.0,0.0,0.13187127331401438,0.14474029248459905,Il17c
ENSMUSG00000103708,0.13829068074406536,0.0,0.0,0.1318502958288481,0.14471939098921902,Gm33222
ENSMUSG00000094600,0.1382877244142565,0.0,0.0,0.13184733425535608,0.1447164401429389,Vmn1r217
ENSMUSG00000070371,0.13827943431945086,0.0,0.0,0.13183902945690767,0.14470816542435083,Prss36
ENSMUSG00000041161,0.13827345356592524,0.0,0.0,0.1318330380962405,0.14470219576318794,Otud3
ENSMUSG00000030030,0.1382633536467131,0.0,0.0,0.13182292026542522,0.14469211457499564,1700003E16Rik
ENSMUSG00000097886,0.1382631056647876,0.0,0.0,0.13182267184373547,0.1446918670529535,Gsg1l2
ENSMUSG00000062103,0.13826079020688106,0.0,0.0,0.13182035227969935,0.14468955588903304,Olfr924
ENSMUSG00000021441,0.1382523163339829,0.0,0.0,0.13181186338021503,0.1446810977302221,Cts6
ENSMUSG00000078380,0.13825192794966948,0.0,0.0,0.1318114743072084,0.14468071006611233,Gm6096
ENSMUSG00000022227,0.13823348093730503,0.0,0.0,0.13179299458640645,0.14466229725884402,Mcpt1
ENSMUSG00000078626,0.1382168283711887,0.0,0.0,0.13177631249743374,0.14464567556667507,Gm12790
ENSMUSG00000073735,0.13819893834241093,0.0,0.0,0.13175839075600226,0.14462781870206443,Defb18
ENSMUSG00000072708,0.13818360507780886,0.0,0.0,0.13174303031433016,0.1446125138586201,Olfr381
ENSMUSG00000111689,0.1381808563870221,0.0,0.0,0.1317402767520205,0.14460977026237715,Olfr1082
ENSMUSG00000026246,0.13815456714588395,0.0,0.0,0.1317139409233075,0.14458352974187558,Alppl2
ENSMUSG00000111711,0.1381481082292606,0.0,0.0,0.13170747056212836,0.14457708279388037,Olfr1089
ENSMUSG00000049299,0.1381429266031941,0.0,0.0,0.13170227975513427,0.1445719107691775,Trappc1
ENSMUSG00000056370,0.13813851870587338,0.0,0.0,0.13169786404807485,0.1445675110392528,Sftpb
ENSMUSG00000064141,0.13812678236500645,0.0,0.0,0.1316861069144682,0.14455579644342056,Zfp69
ENSMUSG00000100573,0.13811957039605066,0.0,0.0,0.13167888216929483,0.1445485978358714,1700081H04Rik
ENSMUSG00000094701,0.1381113322820774,0.0,0.0,0.13167062946209476,0.14454037498358138,Olfr916
ENSMUSG00000091230,0.13809658379904813,0.0,0.0,0.13165585485541775,0.14452565382093227,Gm6970
ENSMUSG00000070313,0.13809174246243797,0.0,0.0,0.13165100494408355,0.14452082145188888,A630095E13Rik
ENSMUSG00000021559,0.1380813662348641,0.0,0.0,0.1316406103397128,0.1445104644430804,Dapk1
ENSMUSG00000029620,0.13806583600034789,0.0,0.0,0.13162505260305246,0.1444949629709078,1700018F24Rik
ENSMUSG00000105966,0.1380562398610546,0.0,0.0,0.13161543947175722,0.14448538460230295,Gm43242
ENSMUSG00000072511,0.13804826048701613,0.0,0.0,0.13160744596946536,0.14447742000401562,Hhla1
ENSMUSG00000095799,0.1380400304755505,0.0,0.0,0.13159920138684597,0.1444692052315445,Gm8332
ENSMUSG00000111454,0.13803965419813824,0.0,0.0,0.13159882444325963,0.14446882965084032,Olfr998
ENSMUSG00000110591,0.13802910793814951,0.0,0.0,0.13158825951257683,0.14445830291735046,RP24-344F2.1
ENSMUSG00000073497,0.13802679534337442,0.0,0.0,0.13158594282386826,0.14445599460417166,AA792892
ENSMUSG00000075196,0.13802329914183087,0.0,0.0,0.1315824404332129,0.14445250487545097,Olfr1047
ENSMUSG00000004319,0.13802164883706347,0.0,0.0,0.13158078720706776,0.14445085762598114,Clcn3
ENSMUSG00000074213,0.13801490588112875,0.0,0.0,0.13157403231509102,0.1444441271532716,Gm10642
ENSMUSG00000029736,0.13799749117336482,0.0,0.0,0.131556586783453,0.14442674468258035,Nobox
ENSMUSG00000034066,0.13799262164856488,0.0,0.0,0.1315517086403523,0.14442188417124563,Farp2
ENSMUSG00000092342,0.1379922668059046,0.0,0.0,0.1315513531696879,0.14442152998538513,Esp31
ENSMUSG00000028577,0.1379914518386762,0.0,0.0,0.13155053676012868,0.14442071652662275,Plaa
ENSMUSG00000087608,0.13798367362205297,0.0,0.0,0.13154274477803976,0.14441295270667562,Gm12914
ENSMUSG00000075168,0.13797037751626842,0.0,0.0,0.13152942514337182,0.14439968120877733,Olfr1099
ENSMUSG00000094928,0.13796552221402603,0.0,0.0,0.13152456124973172,0.1443948348919523,1700122O11Rik
ENSMUSG00000046150,0.13795982029057804,0.0,0.0,0.13151884923719612,0.14438914352031904,Olfr918
ENSMUSG00000034689,0.13795696807941557,0.0,0.0,0.13151599197943956,0.14438629658721652,4921530L21Rik
ENSMUSG00000048865,0.1379557511383772,0.0,0.0,0.13151477288522448,0.14438508189811353,Arhgap30
ENSMUSG00000109771,0.1379514007753357,0.0,0.0,0.1315104148250916,0.1443807395852105,Gm35315
ENSMUSG00000075201,0.1379482044339776,0.0,0.0,0.13150721282860978,0.14437754915837117,Olfr1043
ENSMUSG00000046159,0.1379457648458226,0.0,0.0,0.13150476892430632,0.1443751140843468,Chrm3
ENSMUSG00000042002,0.13794486123650648,0.0,0.0,0.13150386371633369,0.14437421214701873,Foxn4
ENSMUSG00000052471,0.13794319931901475,0.0,0.0,0.1315021988586223,0.14437255330461812,Gm9881
ENSMUSG00000108095,0.1379288927409554,0.0,0.0,0.13148786697125317,0.14435827319691485,Gm44067
ENSMUSG00000095773,0.1379262074457205,0.0,0.0,0.13148517692584843,0.14435559286977576,Vmn2r38
ENSMUSG00000033972,0.13792579396192356,0.0,0.0,0.13148476271062517,0.1443551801509616,Zfp944
ENSMUSG00000089840,0.1379245955444402,0.0,0.0,0.13148356217323084,0.14435398395064736,Gm4491
ENSMUSG00000097578,0.13792346041042702,0.0,0.0,0.13148242503126786,0.14435285091670647,Gm26798
ENSMUSG00000044485,0.13792298515593795,0.0,0.0,0.13148194893610143,0.14435237654146432,Klk1b11
ENSMUSG00000032623,0.13791947848864758,0.0,0.0,0.1314784360659615,0.1443488763616098,Oas1d
ENSMUSG00000064264,0.13791946490279836,0.0,0.0,0.13147842245608093,0.1443488628008945,Zfp428
ENSMUSG00000047531,0.13791388642302868,0.0,0.0,0.13147283410902255,0.14434329464114112,Rtp2
ENSMUSG00000004264,0.13789608833209954,0.0,0.0,0.1314550045393318,0.14432552947341196,Phb2
