,Forebrain/Midbrain/Hindbrain_3_corr,Forebrain/Midbrain/Hindbrain_3_pval,Forebrain/Midbrain/Hindbrain_3_qval,Forebrain/Midbrain/Hindbrain_3_ci_low,Forebrain/Midbrain/Hindbrain_3_ci_high,gene_annotation
ENSMUSG00000021607,0.6642747625103893,0.0,0.0,0.6605933935928974,0.6679241864647806,Mrpl36
ENSMUSG00000028139,0.6602978816705116,0.0,0.0,0.6565819029924841,0.663981807273871,Riiad1
ENSMUSG00000019689,0.6575975358031978,0.0,0.0,0.6538581765452341,0.6613047716536623,Fmc1
ENSMUSG00000021178,0.6500032480226757,0.0,0.0,0.646198654168895,0.653775533910973,Psmc1
ENSMUSG00000024007,0.6468733197131068,0.0,0.0,0.6430420629446586,0.6506721980983368,Ppil1
ENSMUSG00000045441,0.6412625187214507,0.0,0.0,0.6373837910626021,0.6451087499451115,Gprin3
ENSMUSG00000020042,0.640643664968783,0.0,0.0,0.6367597270316125,0.6444950940900023,Btbd11
ENSMUSG00000030077,0.6396926426818126,0.0,0.0,0.6358007077777508,0.6435520499907331,Chl1
ENSMUSG00000107539,0.6379920330579633,0.0,0.0,0.6340858280043009,0.6418656776802381,Gm44790
ENSMUSG00000029480,0.6378950846419414,0.0,0.0,0.6339880672327163,0.6417695397765815,Dhx37
ENSMUSG00000057130,0.6345570935091646,0.0,0.0,0.630622182381774,0.6384593807848917,Txnl4a
ENSMUSG00000024647,0.6337687728035326,0.0,0.0,0.6298272957293991,0.6376776120172594,Cbln2
ENSMUSG00000030518,0.6240052407248131,0.0,0.0,0.6199831271628874,0.6279945597042363,Fam189a1
ENSMUSG00000022724,0.6220455784346963,0.0,0.0,0.6180074327004067,0.6260509018473583,Mina
ENSMUSG00000030725,0.6122216715625767,0.0,0.0,0.6081039242577005,0.6163064760024419,Lipt2
ENSMUSG00000021039,0.6100961348122514,0.0,0.0,0.6059613332600383,0.6141979714500985,Snw1
ENSMUSG00000042462,0.6072804286930625,0.0,0.0,0.6031231276886436,0.6114047377651486,Dctpp1
ENSMUSG00000057729,0.6033857201630506,0.0,0.0,0.5991974712289476,0.6075409438889561,Prtn3
ENSMUSG00000030045,0.6000584580846138,0.0,0.0,0.5958439297474242,0.6042399365307952,Mrpl19
ENSMUSG00000029334,0.5966285036331542,0.0,0.0,0.5923870386509873,0.6008368968704618,Prkg2
ENSMUSG00000029715,0.5965707971596512,0.0,0.0,0.5923288803240112,0.6007796419138198,Pop7
ENSMUSG00000046516,0.5965213010880641,0.0,0.0,0.5922789967232932,0.6007305330834615,Cox17
ENSMUSG00000004610,0.592109000966773,0.0,0.0,0.5878322811943698,0.5963526257297745,Etfb
ENSMUSG00000027968,0.5867569707102022,0.0,0.0,0.5824388525764921,0.5910419743579798,Larp7
ENSMUSG00000026385,0.5805984303729177,0.0,0.0,0.5762331458769328,0.5849305887063064,Dbi
ENSMUSG00000036639,0.5786462502103826,0.0,0.0,0.574266119630832,0.5829932533053607,Nudt1
