,NMP_2_corr,NMP_2_pval,NMP_2_qval,NMP_2_ci_low,NMP_2_ci_high,gene_annotation
ENSMUSG00000094532,0.06096318448285454,2.6423296860141945e-74,6.128327834028009e-74,0.054424952289626544,0.0674961892485413,Gm4216
ENSMUSG00000093844,0.060961949707605795,2.6602868683268977e-74,6.169392952787569e-74,0.0544237165793558,0.06749495551340332,Gm16381
ENSMUSG00000026063,0.06095812670197723,2.716659505861779e-74,6.2995300517489985e-74,0.05441989067891898,0.0674911357279501,Pih1d3
ENSMUSG00000002778,0.0609554630582415,2.756639062939237e-74,6.391029487562242e-74,0.05441722501836591,0.0674884743277285,Kdelr1
ENSMUSG00000022151,0.06094834661492027,2.8663527395206884e-74,6.644763710764984e-74,0.05441010318718122,0.06748136387793648,Ttc33
ENSMUSG00000066756,0.06094099482060503,2.9842680437337815e-74,6.9168081761306334e-74,0.05440274582751672,0.06747401827466815,Igfl3
ENSMUSG00000109060,0.06093799093032346,3.033827895620183e-74,7.030348512814227e-74,0.05439973966347778,0.06747101691380003,Gm4513
ENSMUSG00000069717,0.060937002406083476,3.0503158999020615e-74,7.067889389807042e-74,0.054398750391012586,0.06747002922191694,Gm11568
ENSMUSG00000018168,0.060936264590137214,3.0626804342600877e-74,7.095869587803499e-74,0.054398012016613435,0.06746929202721791,Ikzf3
ENSMUSG00000105767,0.06091882134745986,3.3700069606119292e-74,7.80717219257823e-74,0.0543805555732285,0.06745186346981975,Gm43607
ENSMUSG00000057609,0.06091539634655184,3.4338687027113734e-74,7.954367807243101e-74,0.05437712798081567,0.06744844135191504,Lce1a1
ENSMUSG00000094258,0.06091302924061503,3.4787088828467883e-74,8.057477404873051e-74,0.05437475908391348,0.06744607623840589,Gm8159
ENSMUSG00000051493,0.06090522808007892,3.630659840990385e-74,8.408636960286382e-74,0.05436695202149736,0.0674382816437009,Olfr974
ENSMUSG00000019489,0.06089779589220623,3.781574208408605e-74,8.756503816358396e-74,0.054359514211630336,0.06743085571037245,Cd70
ENSMUSG00000043354,0.060891260692611485,3.919433104713264e-74,9.074870010082992e-74,0.05435297406915736,0.06742432600986503,Olfr577
ENSMUSG00000091903,0.06088944590600701,3.958596877726651e-74,9.164683690895307e-74,0.054351157910044114,0.06742251275022557,Gm6460
ENSMUSG00000051890,0.06088192150347307,4.125182084723128e-74,9.549450362447882e-74,0.05434362781732547,0.0674149946782783,Klhdc1
ENSMUSG00000072791,0.060880606973058304,4.154993881230427e-74,9.617555366453232e-74,0.054342312292898674,0.06741368125375545,Abcb5
ENSMUSG00000049124,0.06088030691106006,4.161828942102285e-74,9.632468343372484e-74,0.054342012004004916,0.06741338144419107,Gm8186
ENSMUSG00000096750,0.060871161722260134,4.375610243745416e-74,1.0126306221551272e-73,0.054332859900527,0.0674042439484191,Gm11757
ENSMUSG00000108995,0.06087106972140725,4.377815591252852e-74,1.013045507977757e-73,0.054332767830117853,0.06740415202495272,Olfr485
ENSMUSG00000029248,0.06086714984739188,4.472815332927249e-74,1.0349313170674754e-73,0.05432884499262651,0.06740023544803589,Thegl
ENSMUSG00000023025,0.06086630465357,4.4935667843822e-74,1.0396348632694287e-73,0.05432799915985351,0.06739939096510009,Larp4
ENSMUSG00000094858,0.06086197459544321,4.601394748184437e-74,1.0643814194217475e-73,0.05432366582842888,0.06739506454880537,Olfr1297
ENSMUSG00000099774,0.060845710548234816,5.029955423958764e-74,1.1632956440187977e-73,0.05430738948864984,0.06737881417841714,Gm29341
ENSMUSG00000034456,0.06083793933750384,5.2485556869233225e-74,1.2137377717372272e-73,0.054299612405567146,0.06737104950145643,Uroc1
ENSMUSG00000041068,0.06083552177583867,5.318473023787403e-74,1.2297904471654578e-73,0.054297193017221974,0.0673686339722337,4930596D02Rik
ENSMUSG00000068426,0.0608325873702142,5.4045864989113635e-74,1.2495847793697315e-73,0.05429425639449967,0.06736570203345911,Vmn1r19
ENSMUSG00000038968,0.060826618463333135,5.5840640879774335e-74,1.2909599010171559e-73,0.054288282978144455,0.06735973814407645,Klk1b16
ENSMUSG00000098773,0.06082504159163959,5.632462900490489e-74,1.3020264488545569e-73,0.05428670491521174,0.06735816259783262,Gm27179
ENSMUSG00000091039,0.06082104168989272,5.757115773385448e-74,1.3305912309908644e-73,0.054282701991907274,0.06735416605808289,Krtap20-2
ENSMUSG00000030213,0.06081569867688285,5.927926342617451e-74,1.3699402067389276e-73,0.054277354943070726,0.0673488275356549,Atf7ip
ENSMUSG00000021260,0.06081488237069243,5.9544640419307804e-74,1.3759435403057367e-73,0.054276538020319225,0.06734801191550319,Hhipl1
ENSMUSG00000078624,0.06081386380683984,5.987743193509733e-74,1.3835033962643606e-73,0.054275518687151386,0.06734699420765812,Olfr613
ENSMUSG00000085992,0.06081112170248091,6.078259384884911e-74,1.4042855407706253e-73,0.05427277451176496,0.06734425440771352,Gm11515
ENSMUSG00000108192,0.060807397072967756,6.203397280304392e-74,1.4330618180846202e-73,0.05426904706931132,0.06734053290815306,Gm44410
ENSMUSG00000096859,0.06080197306916852,6.3902374510321854e-74,1.4760853316186116e-73,0.054263618969484284,0.06733511346203244,Vmn1r176
ENSMUSG00000022913,0.060800725111850695,6.434013562213945e-74,1.486057393974382e-73,0.05426237006980517,0.06733386655329288,Psmg1
ENSMUSG00000096484,0.060792813416210886,6.718582541637339e-74,1.5514920858002253e-73,0.05425445240033781,0.06732596150486723,Gm13696
ENSMUSG00000075169,0.06079171976625704,6.7588939169438374e-74,1.560507461433187e-73,0.05425335792467418,0.06732486877370696,Olfr1098
ENSMUSG00000095936,0.06079088661560245,6.789765164707212e-74,1.5674876758240853e-73,0.05425252414499829,0.06732403632298559,Zscan4e
ENSMUSG00000038754,0.06078808071189098,6.8947717108189e-74,1.591579870665905e-73,0.05424971612292164,0.06732123277645825,Elovl3
ENSMUSG00000068814,0.06077733024483318,7.312294389282927e-74,1.6878015591395546e-73,0.05423895754057135,0.0673104913397001,Olfr1145
ENSMUSG00000089678,0.06077398633692293,7.447233403100805e-74,1.718786186434771e-73,0.054235611108727676,0.06730715024033489,Agxt2
ENSMUSG00000064044,0.060771035743130336,7.568360919544731e-74,1.7465776604630343e-73,0.054232658287991446,0.06730420212462149,Olfr319
ENSMUSG00000044551,0.06076988621049844,7.616081343526076e-74,1.757425085961017e-73,0.0542315078877874,0.06730305355740265,9930012K11Rik
ENSMUSG00000047237,0.060758414844456564,8.10903604173614e-74,1.870999463365339e-73,0.05422002786505796,0.06729159182442021,Fbxw21
ENSMUSG00000041297,0.060758349833323365,8.111918500137023e-74,1.871488658291338e-73,0.05421996280487005,0.06729152686787508,Cdk13
ENSMUSG00000014355,0.060757128751161175,8.166248922398624e-74,1.8838461293125153e-73,0.05421874080134007,0.06729030681101189,Anapc1
ENSMUSG00000049372,0.060755196723768445,8.252953952549452e-74,1.9036689725948343e-73,0.0542168073161757,0.06728837640583354,Olfr1183
ENSMUSG00000022788,0.060753773755071176,8.317399940301304e-74,1.9183541882036414e-73,0.054215383273837944,0.06728695463189151,Fgd4
ENSMUSG00000041161,0.06074692420006009,8.634704647508426e-74,1.9913513855497544e-73,0.054208528551158666,0.06728011082754343,Otud3
ENSMUSG00000110180,0.06074110691515445,8.913647930876621e-74,2.0554887198166882e-73,0.05420270687786819,0.0672742984261577,Gm45656
ENSMUSG00000074440,0.06073777292257717,9.077546656688318e-74,2.0930872043107774e-73,0.054199370370427526,0.06727096723221526,Defa3
ENSMUSG00000097505,0.06073386748902319,9.273362275251448e-74,2.1378365312861367e-73,0.05419546199115229,0.06726706507679239,Gm26540
ENSMUSG00000069720,0.06072841842291355,9.55363082064946e-74,2.202241516370158e-73,0.05419000881535236,0.06726162058416958,4930572O03Rik
ENSMUSG00000049498,0.06072529243461531,9.7182091286436e-74,2.2399687432074508e-73,0.054186880469607124,0.06725849721938683,Olfr1449
ENSMUSG00000110916,0.060709509388605476,1.0593332965339584e-73,2.4414485212148453e-73,0.05417108552285944,0.06724272741749347,RP23-68E4.2
ENSMUSG00000007653,0.0607041684349564,1.0906921740279775e-73,2.513485475571138e-73,0.0541657405427636,0.06723739094488976,Gabrb2
ENSMUSG00000060254,0.06069656531042937,1.1369361153688058e-73,2.6195622658159647e-73,0.054158131687027114,0.06722979419871843,Olfr980
ENSMUSG00000095212,0.06068809622009076,1.1907517921571014e-73,2.743299052363813e-73,0.054149656213610925,0.06722133221231319,Olfr473
ENSMUSG00000048897,0.06068716975601988,1.1967908575964915e-73,2.7569533810948638e-73,0.05414872905132953,0.06722040652530993,Zfp710
ENSMUSG00000092534,0.06068356001469088,1.2206132805964826e-73,2.811567432705211e-73,0.05414511658970108,0.0672167998115282,Pagr1b
ENSMUSG00000039138,0.06067382625070487,1.2872335437067343e-73,2.964742773460388e-73,0.05413537549120791,0.06720707421055336,4930591A17Rik
ENSMUSG00000090987,0.0606693918317466,1.3187739283505366e-73,3.037101349672861e-73,0.05413093773127473,0.06720264351001325,Gm4781
ENSMUSG00000009207,0.060666593819803306,1.3390703973178988e-73,3.083554342051121e-73,0.05412813761138935,0.06719984784416998,Lnpk1
ENSMUSG00000091140,0.06065993583099707,1.3886276720931414e-73,3.197372841154535e-73,0.05412147460705846,0.06719319543759637,Gm17124
ENSMUSG00000069733,0.06063508549598663,1.5902919050020388e-73,3.660683185037508e-73,0.05409660555720277,0.06716836593262922,Ube2u
ENSMUSG00000038042,0.060628711770556405,1.6465600779907572e-73,3.789851226664392e-73,0.05409022703301209,0.06716199754847804,Ptpdc1
ENSMUSG00000041498,0.06062683334050203,1.6635186884010717e-73,3.8285255753302506e-73,0.05408834718879466,0.06716012069247512,Kif14
ENSMUSG00000039230,0.0606261575353726,1.6696624085529908e-73,3.842304944680198e-73,0.05408767087490137,0.06715944545363284,Tbcd
ENSMUSG00000027651,0.06062245660970519,1.7037107360611164e-73,3.920291095761249e-73,0.05408396716318617,0.06715574762902939,Rprd1b
ENSMUSG00000050128,0.06061979387554259,1.7286351021595892e-73,3.976897397696986e-73,0.0540813024246351,0.06715308712590269,Olfr1023
ENSMUSG00000052363,0.060618480446519483,1.7410629245503127e-73,4.0051135504131245e-73,0.054079988006955036,0.06715177479733349,Zdhhc19
ENSMUSG00000034675,0.060608497612483034,1.8384793244854507e-73,4.2288124765567536e-73,0.054069997659284094,0.0671418003266559,Dbn1
ENSMUSG00000090718,0.0606077079402936,1.846413288974233e-73,4.246664081582705e-73,0.05406920739279945,0.06714101131597756,Gm17376
ENSMUSG00000102416,0.06060413986312999,1.882690051952318e-73,4.329693345404019e-73,0.05406563663045765,0.06713744622770254,4933424G06Rik
ENSMUSG00000024349,0.06059345508847478,1.9956275709407006e-73,4.5889901771786157e-73,0.05405494381591041,0.0671267704024168,Tmem173
ENSMUSG00000107728,0.06058941511395569,2.0400680582591985e-73,4.690742738937989e-73,0.054050900801852764,0.06712273381131584,Gm43949
ENSMUSG00000103125,0.06058770856945029,2.059135509159688e-73,4.734141307321721e-73,0.05404919297346608,0.06712102869595162,Gm37388
ENSMUSG00000027927,0.060571951226637666,2.2438059554918336e-73,5.158232567344148e-73,0.054033423777770005,0.06710528454728124,Lelp1
ENSMUSG00000079016,0.06057010957200019,2.266439743798988e-73,5.2097770423886105e-73,0.05403158073802821,0.06710344443450948,Gm11034
ENSMUSG00000093962,0.06056429692581147,2.3393803733925504e-73,5.3769394240342535e-73,0.054025763720453535,0.06709763665447918,Gm11756
ENSMUSG00000068706,0.06056030379354357,2.3908401164571382e-73,5.4947024748905413e-73,0.0540217675854177,0.06709364686487522,Gm10250
ENSMUSG00000046714,0.060553892310913515,2.4758362144117094e-73,5.689510551875356e-73,0.05401535128189926,0.06708724074888098,Foxc2
ENSMUSG00000096442,0.06054923381747691,2.5394765659246433e-73,5.83411889647065e-73,0.05401068928601139,0.06708258615442887,Taar8a
ENSMUSG00000030350,0.06054586465668529,2.5865169730810032e-73,5.941632178432334e-73,0.054007317592320636,0.06707921981332142,Prmt8
ENSMUSG00000039599,0.06054001827240949,2.6702153058908704e-73,6.132752683838415e-73,0.05400146681314936,0.06707337832158974,Fam149b
ENSMUSG00000021147,0.06053939943969973,2.6792311982118343e-73,6.152884143531658e-73,0.0540008475152715,0.06707276000672366,Wdr37
ENSMUSG00000093764,0.06053105419785608,2.8038206455496667e-73,6.43840296385479e-73,0.053992496000914804,0.06706442174774836,Vmn1r36
ENSMUSG00000029377,0.060525467317410285,2.890440577079339e-73,6.636687276578315e-73,0.05398690492172736,0.06705883954160628,Ereg
ENSMUSG00000025020,0.06052394581676702,2.914488943568047e-73,6.691278524638367e-73,0.053985382277692666,0.0670573193138666,Slit1
ENSMUSG00000102679,0.0605213291996617,2.9563137932197844e-73,6.786668186174114e-73,0.053982763694298726,0.06705470488577998,Gm20557
ENSMUSG00000093769,0.06051767723520985,3.015690186634788e-73,6.922328483756294e-73,0.0539791089856843,0.06705105597635137,Hist2h3c1
ENSMUSG00000090572,0.06050860994378788,3.1683041060811976e-73,7.271284577725329e-73,0.05397003488166708,0.0670419962693478,Vmn2r109
ENSMUSG00000073769,0.06050611446182134,3.2116410954553557e-73,7.370054414021861e-73,0.05396753752494109,0.06703950287456079,Olfr1331
ENSMUSG00000089736,0.060504106060828726,3.24694815702187e-73,7.450380481420649e-73,0.0539655276151736,0.06703749615330205,Tgfbr3l
ENSMUSG00000063221,0.06050157516115457,3.2919921506720857e-73,7.553031612307358e-73,0.05396299481428235,0.06703496737028025,Olfr930
ENSMUSG00000063350,0.06049961814139983,3.327249089240675e-73,7.633210581109798e-73,0.05396103632446797,0.06703301198717074,Olfr874
ENSMUSG00000085469,0.06049598067086211,3.3937835177417905e-73,7.785123136279215e-73,0.053957396121695686,0.06702937755849697,Gm14242
ENSMUSG00000075086,0.06049240726456307,3.460437478617108e-73,7.937281481222648e-73,0.05395382003145226,0.06702580714031882,Olfr1241
ENSMUSG00000071311,0.060492382263134,3.460908392583175e-73,7.937620070499963e-73,0.05395379501124549,0.06702578215979561,Gpr31b
ENSMUSG00000040760,0.060481910082212424,3.663882234983386e-73,8.402357242042975e-73,0.053943314965758646,0.06701531873485753,Appl1
ENSMUSG00000058692,0.06047553313213234,3.793250864930518e-73,8.697412704125335e-73,0.05393693322732065,0.06700894711595898,Olfr846
ENSMUSG00000079169,0.06047496032847244,3.8050918246421443e-73,8.723747733552519e-73,0.05393635999357706,0.06700837479114147,Gm15130
ENSMUSG00000023210,0.06047267925880729,3.852612640036005e-73,8.831871665561532e-73,0.05393407721123716,0.06700609562832237,Lcn9
ENSMUSG00000021414,0.06047216331362287,3.86344294916824e-73,8.855872587804933e-73,0.053933560878679794,0.06700558011442968,Fam217a
ENSMUSG00000094163,0.06046874188144143,3.9360349829558e-73,9.021427455333345e-73,0.053930136877766925,0.06700216154222231,Tdpoz5
ENSMUSG00000101265,0.06044594623451161,4.4556461313221833e-73,1.0210474502167467e-72,0.05390732412032241,0.06697938494625086,Gm29099
ENSMUSG00000091874,0.0604409383600348,4.578660171724876e-73,1.0491391930582282e-72,0.05390231248782702,0.06697438125608225,Vmn1r56
ENSMUSG00000021977,0.060423829384314474,5.0250384070679496e-73,1.1512059622126743e-72,0.05388519067564212,0.06695728657321456,1700129C05Rik
ENSMUSG00000036826,0.060422139098770644,5.071427096098705e-73,1.1617249306159302e-72,0.05388349912212525,0.0669555976995285,Igflr1
ENSMUSG00000032869,0.06041699019946455,5.215382438315488e-73,1.1945896970381738e-72,0.05387834636058734,0.06695045310075229,Psmf1
ENSMUSG00000085770,0.06041039143226694,5.4058449990455994e-73,1.2380998732888766e-72,0.053871742644109155,0.06694385984455392,Gm11381
ENSMUSG00000058295,0.06041031050338726,5.40822341164226e-73,1.2385290663430722e-72,0.053871661654533845,0.06694377898325893,Prp2
ENSMUSG00000068817,0.060406958092413934,5.507669263040247e-73,1.261185373495282e-72,0.05386830672937072,0.06694042937184923,Olfr1140
ENSMUSG00000041605,0.0604054729631801,5.5523047953311024e-73,1.2712877677419493e-72,0.05386682048638961,0.06693894548278434,5730559C18Rik
ENSMUSG00000033998,0.060404901151196455,5.569586590434389e-73,1.275125792319518e-72,0.053866248245593065,0.06693837414828913,Kcnk1
ENSMUSG00000069237,0.06040119459991802,5.682916971296742e-73,1.3009508389676234e-72,0.053862538914804095,0.06693467069204187,Fam8a1
ENSMUSG00000064360,0.060396432358077755,5.831906517019576e-73,1.3349335148784695e-72,0.05385777310206499,0.0669299124264875,mt-Nd3
ENSMUSG00000024975,0.060389648680783635,6.050886377200197e-73,1.384929265712867e-72,0.053850984338641994,0.06692313441278576,Pdcd4
ENSMUSG00000106136,0.060385546340916224,6.187269295531477e-73,1.4158806575066533e-72,0.053846878923298154,0.06691903549760894,4933408A14Rik
ENSMUSG00000086337,0.060380652767347984,6.353970560173152e-73,1.4538926858655287e-72,0.053841981681363914,0.06691414600897581,Gm11535
ENSMUSG00000100528,0.06038001167197019,6.376138852702329e-73,1.4588291968273935e-72,0.053841340105425566,0.06691350544873235,Gm28881
ENSMUSG00000014504,0.060379067885610836,6.408914211859185e-73,1.4661914063507893e-72,0.053840395611620455,0.06691256245015939,Srp19
ENSMUSG00000098086,0.06037904445403869,6.409730065417987e-73,1.4662414289214796e-72,0.053840372162484565,0.06691253903814562,1700120C18Rik
ENSMUSG00000002808,0.06037644652290645,6.500831408960629e-73,1.4869425447438174e-72,0.05383777228404978,0.06690994327546718,Epdr1
ENSMUSG00000095125,0.06037468474287318,6.563344919845521e-73,1.5011014855337423e-72,0.053836009183508976,0.0669081829659147,Vmn1r198
ENSMUSG00000085252,0.06037335346826901,6.610979950119869e-73,1.5118552508880684e-72,0.05383467691110117,0.0669068528024403,8430437L04Rik
ENSMUSG00000062638,0.060360334844236516,7.095359950560687e-73,1.6224762736906581e-72,0.053821648530706666,0.06689384504299652,Btnl1
ENSMUSG00000048905,0.06035877046038191,7.155897069401737e-73,1.6361667428566908e-72,0.05382008297462798,0.06689228196453649,4930539E08Rik
ENSMUSG00000101578,0.06035864966234258,7.160592962504528e-73,1.6370879822647468e-72,0.0538199620860736,0.06689216126729532,Vmn1r206
ENSMUSG00000022661,0.06035739073079672,7.209715785689465e-73,1.6481651952537035e-72,0.0538187022112105,0.06689090338623516,Cd200
ENSMUSG00000043067,0.06035327303972398,7.372744403113265e-73,1.685277167724019e-72,0.05381458143489783,0.06688678913092745,Dpy19l1
ENSMUSG00000075139,0.060351694862239604,7.436197676481811e-73,1.6996232112547145e-72,0.05381300207500007,0.06688521227020151,Olfr1162
ENSMUSG00000097511,0.06031536840525614,9.057139230526532e-73,2.069528919384713e-72,0.05377664841029229,0.0668489161133153,Gm16677
ENSMUSG00000066750,0.0603145690182168,9.096514745813226e-73,2.078332682293005e-72,0.053775848424724396,0.06684811739285462,Olfr876
ENSMUSG00000022818,0.06031125874747218,9.261393983012548e-73,2.1158066908990797e-72,0.05377253567555563,0.06684480988233066,Cyp2ab1
ENSMUSG00000069922,0.060310460615296504,9.301591390271655e-73,2.124792257293912e-72,0.05377173694583403,0.0668440124156443,Ces3a
ENSMUSG00000096408,0.06030800496675717,9.426362615123903e-73,2.1530938219976002e-72,0.053769279458851245,0.066841558814593,Gm8723
ENSMUSG00000020702,0.0603014676464771,9.766716496524957e-73,2.2306271946295885e-72,0.05376273724473339,0.06683502694466094,Ccl1
ENSMUSG00000034239,0.06029340425562089,1.020344248532448e-72,2.3299378710908353e-72,0.05375466781839622,0.06682697027570939,Gm884
ENSMUSG00000073952,0.06029278747243026,1.0237639143895875e-72,2.33752921287949e-72,0.05375405057357602,0.0668263540066542,Olfr597
ENSMUSG00000056863,0.060285741301893514,1.0636506944752974e-72,2.4281498698984193e-72,0.05374699912970816,0.0668193137092797,Olfr702
ENSMUSG00000094053,0.06028263244845235,1.0817382241293099e-72,2.469211312646227e-72,0.053743887949818527,0.06681620744694004,Scgb2b7
ENSMUSG00000095664,0.060277997087373615,1.1092780741910958e-72,2.53160394846066e-72,0.05373924912019554,0.066811575949009,Vmn2r67
ENSMUSG00000038773,0.060277248496241116,1.113790736005745e-72,2.5416665257378056e-72,0.053738499968934345,0.06681082798173205,Kdm3b
ENSMUSG00000100154,0.06027514539457591,1.126566838559581e-72,2.5705826227058393e-72,0.053736395293675666,0.06680872663269541,Gm29052
ENSMUSG00000039364,0.06026854966084365,1.167590464959493e-72,2.663942114644129e-72,0.05372979462522664,0.06680213639516953,Sectm1b
ENSMUSG00000032405,0.060265950984350614,1.1841594904295943e-72,2.701243501721397e-72,0.053727194004643986,0.06679953988398978,Pias1
ENSMUSG00000051917,0.06026380858436366,1.1979954512377406e-72,2.732551497472037e-72,0.053725050001978046,0.0667973992690631,Tas2r144
ENSMUSG00000030714,0.06026161265539168,1.2123443770515789e-72,2.7650236084877256e-72,0.05372285243034587,0.06679520516968963,Sgf29
ENSMUSG00000014747,0.06025955849621679,1.2259219872608117e-72,2.795730692107324e-72,0.053720796734618735,0.06679315272193669,Ankrd53
ENSMUSG00000078261,0.06024746587568632,1.308981183144819e-72,2.984870995502145e-72,0.05370869506968915,0.06678107017524751,Gm11596
ENSMUSG00000095954,0.06024646996304896,1.3160666993044478e-72,3.0007494057692053e-72,0.053707698412267295,0.06678007509217665,Gm3183
ENSMUSG00000032501,0.060242599642369485,1.3439673732690538e-72,3.0640808755225004e-72,0.05370382519732632,0.06677620799523933,Trib1
ENSMUSG00000022129,0.06023337055319532,1.4129013731232325e-72,3.22064381328768e-72,0.05369458920734812,0.06676698659254403,Dct
ENSMUSG00000096254,0.06021537658259704,1.5575996769706176e-72,3.550147351372317e-72,0.05367658178545776,0.06674900760507696,Olfr724
ENSMUSG00000001855,0.06021069807359346,1.5975828481979912e-72,3.640940693303358e-72,0.05367189977975758,0.06674433299105632,Nup214
ENSMUSG00000033526,0.060208472822570795,1.6169576016815035e-72,3.6847543193321213e-72,0.053669672865693206,0.06674210959251356,Ppip5k1
ENSMUSG00000078354,0.060206117340544055,1.637721506932076e-72,3.7317251450762254e-72,0.05366731562336744,0.0667397560713109,Ifna2
ENSMUSG00000100234,0.06020586402934102,1.6399702506069166e-72,3.7365023749908143e-72,0.053667062122864206,0.06673950297097278,Gm13277
ENSMUSG00000095199,0.06020438771868734,1.6531374261738458e-72,3.7661529263635765e-72,0.053665584708975984,0.06673802788923384,Zfp967
ENSMUSG00000041923,0.06020189305946433,1.6756271739929039e-72,3.8170345496264405e-72,0.05366308818558018,0.06673553530655735,Nol4
ENSMUSG00000074966,0.060194925433336065,1.7400701076764668e-72,3.9634661177913177e-72,0.05365611535321822,0.06672857347982723,Olfr1275
ENSMUSG00000094293,0.06018870172857365,1.7997186850710326e-72,4.098951127631168e-72,0.05364988699862185,0.06672235495473336,Gm3893
ENSMUSG00000022498,0.06018723126731183,1.814106852620171e-72,4.1313376723430514e-72,0.05364841543882813,0.06672088571718648,Txndc11
ENSMUSG00000027765,0.060181322622832066,1.8730871688582678e-72,4.2644692293961597e-72,0.05364250238048612,0.06671498198958331,P2ry1
ENSMUSG00000101832,0.0601762682074422,1.925055126714476e-72,4.3823786250434693e-72,0.05363744418972222,0.06670993177986051,Gm28982
ENSMUSG00000069971,0.06016217048955664,2.0777241634176812e-72,4.729051975547502e-72,0.053623335943379605,0.06669584579060463,4933402J07Rik
ENSMUSG00000109374,0.06016182516699135,2.0816114603339086e-72,4.737460564897861e-72,0.05362299036295329,0.06669550075529859,Gm44773
ENSMUSG00000108504,0.060156561053376675,2.1417752690021503e-72,4.873933302858541e-72,0.053617722318686764,0.06669024102048406,Gm4265
ENSMUSG00000020170,0.06015357976990562,2.1766141647313913e-72,4.952755419136711e-72,0.053614738809287764,0.06668726221674608,Frs2
ENSMUSG00000018509,0.06014704262384133,2.2549965988771783e-72,5.129683729790835e-72,0.053608196782775897,0.06668073050765617,Cenpv
ENSMUSG00000104671,0.06014012393482035,2.341020717733506e-72,5.32487869759061e-72,0.053601272929069604,0.06667381757233065,Gm43062
ENSMUSG00000096421,0.06012679452685787,2.5160828341971465e-72,5.722014240941862e-72,0.053587933572700176,0.06666049924755447,Gm10100
ENSMUSG00000079698,0.060126676769925044,2.517686164989392e-72,5.725130195685798e-72,0.053587815727889836,0.06666038158852425,Vmn2r93
ENSMUSG00000037366,0.06012542172337379,2.534837777321201e-72,5.763598546841094e-72,0.053586559744756436,0.06665912758540196,Pafah2
ENSMUSG00000060490,0.06012487748928658,2.542311504546083e-72,5.780056677434525e-72,0.05358601510453937,0.0666585838037773,Vmn1r218
ENSMUSG00000073893,0.06012364123732104,2.5593701349980525e-72,5.818301440228906e-72,0.05358477793004626,0.06665734857958616,Olfr472
ENSMUSG00000015980,0.06011135391554986,2.7352468628236976e-72,6.216976576193985e-72,0.05357248144020553,0.06664507147195352,Lrrc27
ENSMUSG00000072905,0.06011108177917574,2.739275550831228e-72,6.225557097473693e-72,0.05357220910080187,0.06664479956177707,Gm2016
ENSMUSG00000024039,0.06010916700340383,2.7677894888952074e-72,6.289778557141349e-72,0.053570292896523465,0.06664288637752462,Cbs
ENSMUSG00000090263,0.06010636887988707,2.8099907922894785e-72,6.385089674436953e-72,0.05356749268557076,0.06664009057966014,D730045A05Rik
ENSMUSG00000090538,0.06009703860383999,2.955400383988318e-72,6.714879717534813e-72,0.05355815544976156,0.06663076805770358,Gm4775
ENSMUSG00000071295,0.060088470635164884,3.0955265100668554e-72,7.032605429366285e-72,0.05354958109096179,0.06662220720858524,Gm10323
ENSMUSG00000044025,0.06008799214850432,3.1035444054073676e-72,7.050168601180763e-72,0.05354910224746685,0.06662172911949497,Olfr790
ENSMUSG00000094379,0.060086167467305905,3.1343106570572667e-72,7.119400060326581e-72,0.053547276205528745,0.0666199059543804,Vmn1r202
ENSMUSG00000074322,0.06007457605670843,3.336982051316539e-72,7.579054886579433e-72,0.05353567615176181,0.06660832417378904,Vmn1r132
ENSMUSG00000037962,0.06007145936368748,3.3936705239338694e-72,7.707094505931399e-72,0.053532557135070574,0.06660521006977924,Rflna
ENSMUSG00000074680,0.0600713556539815,3.3955732792198883e-72,7.710702474232954e-72,0.053532453348045364,0.06660510644622188,Defb26
ENSMUSG00000085659,0.0600660940105529,3.493517023887572e-72,7.931646936423864e-72,0.053527187782061766,0.06659984917330103,Gm12325
ENSMUSG00000023018,0.06006557061380935,3.50341257349987e-72,7.953378225110384e-72,0.05352666399514585,0.06659932621128956,Smarcd1
ENSMUSG00000072487,0.06006327851512647,3.5470780873921936e-72,8.051762315241599e-72,0.05352437018783295,0.06659703601637602,Mroh5
ENSMUSG00000071280,0.060062773861206016,3.556764613358856e-72,8.073004047997285e-72,0.05352386515773079,0.06659653178160134,Gm10322
ENSMUSG00000094043,0.06005116705353007,3.786975114334582e-72,8.594732206243544e-72,0.05351224969897214,0.06658493461316399,Gm7971
ENSMUSG00000030452,0.06005110286559496,3.7882886630836683e-72,8.596918685278698e-72,0.05351218546319976,0.06658487047853086,Nipa2
ENSMUSG00000032491,0.060047742179227356,3.8577003064569035e-72,8.752819325767479e-72,0.05350882227229264,0.06658151258281858,Nradd
ENSMUSG00000100058,0.06004689649491506,3.875365832934591e-72,8.79208851692941e-72,0.05350797595776049,0.0665806676007245,Scgb2b18
ENSMUSG00000033316,0.060044916420498085,3.917043771571738e-72,8.885822662813389e-72,0.053505994407791566,0.06657868917043552,Galnt9
ENSMUSG00000050272,0.06004357847641712,3.9454583943538787e-72,8.94945440670514e-72,0.0535046554667035,0.06657735233726925,Dscam
ENSMUSG00000096682,0.06004105032196391,3.9997123114079393e-72,9.071680061864917e-72,0.05350212542838825,0.06657482628191591,Ifna5
ENSMUSG00000046697,0.060040286576463306,4.016248014821447e-72,9.108342994632937e-72,0.05350136111379686,0.06657406317052862,Enpp7
