,Mesenchyme_2_corr,Mesenchyme_2_pval,Mesenchyme_2_qval,Mesenchyme_2_ci_low,Mesenchyme_2_ci_high,gene_annotation
ENSMUSG00000032026,0.618431288307096,0.0,0.0,0.6143637075230609,0.622465998841895,Rexo2
ENSMUSG00000046718,0.6017597820902232,0.0,0.0,0.5975586727990214,0.6059278536816497,Bst2
ENSMUSG00000020000,0.566798509013742,0.0,0.0,0.5623293625944895,0.5712345442140111,Moxd1
ENSMUSG00000062825,0.5498656594575899,0.0,0.0,0.545272523777986,0.5544257782729236,Actg1
ENSMUSG00000029561,0.5431760817690554,0.0,0.0,0.5385350102237925,0.547784196301276,Oasl2
ENSMUSG00000039810,0.5351851415716385,0.0,0.0,0.5304875867236143,0.5398498273406549,Zc3h10
ENSMUSG00000051316,0.5187192092221083,0.0,0.0,0.5139079357891675,0.5234978501248974,Taf7
ENSMUSG00000063524,0.47644256665456197,0.0,0.0,0.47135577355635017,0.48149766166529945,Eno1
ENSMUSG00000020420,0.4731160264089923,0.0,0.0,0.46800855878978515,0.4781918886377443,Zfp607a
ENSMUSG00000097577,0.469639876481462,0.0,0.0,0.46451096108565426,0.47473728624122563,6230400D17Rik
ENSMUSG00000021116,0.4679258501252907,0.0,0.0,0.46278641811987375,0.4730338267618438,Eif2s1
ENSMUSG00000053310,0.46371026302313834,0.0,0.0,0.4585451312774296,0.4688440660450063,Nrgn
ENSMUSG00000026536,0.46104805943719246,0.0,0.0,0.4558668191506313,0.46619805317275625,Ifi211
ENSMUSG00000044005,0.4571426512788279,0.0,0.0,0.45193794981810337,0.46231622978532516,Gls2
ENSMUSG00000063268,0.45654322443777523,0.0,0.0,0.45133493988110907,0.4617204053301273,Parp10
ENSMUSG00000105383,0.4559771914593424,0.0,0.0,0.45076552778625945,0.4611577697611549,Gm42641
ENSMUSG00000078570,0.45304786098419547,0.0,0.0,0.4478187774988027,0.4582459549717562,1110065P20Rik
ENSMUSG00000021606,0.45242733728215895,0.0,0.0,0.4471945783157114,0.45762912731787236,Ndufs6
ENSMUSG00000025911,0.44227421614858203,0.0,0.0,0.4369820422191771,0.4475357703581094,Adhfe1
ENSMUSG00000028212,0.4419255350654667,0.0,0.0,0.43663134492429206,0.44718911790069615,Ccne2
ENSMUSG00000028495,0.43889145821359626,0.0,0.0,0.433579791755149,0.44417262655568274,Rps6
ENSMUSG00000041827,0.4383951940537808,0.0,0.0,0.43308068070064726,0.44367922734890003,Oasl1
ENSMUSG00000024359,0.4375371539241576,0.0,0.0,0.4322177259823969,0.44282613316226205,Hspa9
ENSMUSG00000028382,0.4356633839701418,0.0,0.0,0.4303332575216343,0.4409631307638057,Ptbp3
ENSMUSG00000108801,0.432276048112466,0.0,0.0,0.42692669918567894,0.4375951442107672,Gm44514
ENSMUSG00000021428,0.43196610622951404,0.0,0.0,0.4266150060237797,0.4372869653396034,Riok1
ENSMUSG00000063362,0.43182780200545645,0.0,0.0,0.4264759207431147,0.4371494474145709,Alg11
ENSMUSG00000022193,0.430537485519158,0.0,0.0,0.42517832954363455,0.4358664547562113,Psmb5
ENSMUSG00000096916,0.4293164931484526,0.0,0.0,0.4239504735895977,0.43465237278571106,Zfp850
ENSMUSG00000027454,0.4284542401578034,0.0,0.0,0.42308338548611435,0.43379498816868967,Gins1
ENSMUSG00000021431,0.428449096494629,0.0,0.0,0.42307821300918963,0.43378987351817244,Snrnp48
ENSMUSG00000021264,0.4242077365750451,0.0,0.0,0.41881321300307117,0.4295723196856928,Yy1
ENSMUSG00000068600,0.42414418016351585,0.0,0.0,0.41874930415677813,0.4295091182264975,Gml2
ENSMUSG00000073000,0.42341114017122466,0.0,0.0,0.41801220315352733,0.42878016834595795,Gm10451
ENSMUSG00000021413,0.42244529036423584,0.0,0.0,0.41704101343275357,0.42781969697516403,Prpf4b
ENSMUSG00000020122,0.421078512338835,0.0,0.0,0.4156666999618074,0.42646050925616724,Egfr
ENSMUSG00000028322,0.4209766482042681,0.0,0.0,0.41556427521011446,0.42635920984371395,Exosc3
ENSMUSG00000015757,0.4192657417384805,0.0,0.0,0.41384397315265503,0.4246577682535106,Ppil4
ENSMUSG00000062647,0.41858050631316407,0.0,0.0,0.4131549855573687,0.4239763129249629,Rpl7a
