,Endothelial_corr,Endothelial_pval,Endothelial_qval,Endothelial_ci_low,Endothelial_ci_high,gene_annotation
ENSMUSG00000022376,-0.15729484430908605,2.028330784203613e-224,4.695210148619475e-224,-0.16676024332940756,-0.147800456457268,Adcy8
ENSMUSG00000054793,-0.15761200929426075,2.4805227631802728e-225,5.74594107755449e-225,-0.16707640981737912,-0.14811856446186028,Cadm4
ENSMUSG00000070644,-0.15766146314244647,1.786777498017944e-225,4.13989225676076e-225,-0.16712570779979638,-0.14816816552707757,Etnk2
ENSMUSG00000022270,-0.15769786905560035,1.403322165449237e-225,3.254457712080791e-225,-0.1671619989406643,-0.14820467984594815,Fam134b
ENSMUSG00000042359,-0.15772905611322602,1.1409411607055818e-225,2.6471952684584264e-225,-0.16719308765843027,-0.14823595978971227,Osbpl6
ENSMUSG00000021236,-0.1579251354257902,3.102034149093863e-226,7.203980838583054e-226,-0.16738854825735663,-0.14843262353125625,Entpd5
ENSMUSG00000035451,-0.15801817490892905,1.6710898625702462e-226,3.885351924134495e-226,-0.16748129390110184,-0.1485259405881524,Foxa1
ENSMUSG00000104763,-0.15810243272987745,9.540344564233722e-227,2.2207505968886692e-226,-0.16756528547257135,-0.14861044992953643,9830132P13Rik
ENSMUSG00000001604,-0.15827637820130405,2.996174406083814e-227,6.977583619198449e-227,-0.16773868085259047,-0.14878491508912567,Tcea3
ENSMUSG00000029408,-0.15828728114069146,2.786246185982992e-227,6.490207747456306e-227,-0.16774954929263228,-0.14879585062235753,Abcb9
ENSMUSG00000037344,-0.1583110937275811,2.3774414063631335e-227,5.539239064219789e-227,-0.16777328652315845,-0.14881973440397117,Slc12a9
ENSMUSG00000087259,-0.15865573131639923,2.3853269202387828e-228,5.565391787771309e-228,-0.16811683225708865,-0.14916540362801908,2610035D17Rik
ENSMUSG00000020440,-0.15887534176830995,5.495844134440791e-229,1.2840757323459792e-228,-0.16833574575685306,-0.1493856726699618,Arf5
ENSMUSG00000032473,-0.15911969277750113,1.0705200929166707e-229,2.5047264691545875e-229,-0.16857932020086985,-0.14963075757068006,Cldn18
ENSMUSG00000027377,-0.159308439975434,3.020112387798423e-230,7.069551469565597e-230,-0.16876746675570878,-0.1498200724561244,Mall
ENSMUSG00000071235,-0.15947047464323552,1.0178293344326096e-230,2.3842336248128594e-230,-0.16892898523681033,-0.14998259502422917,Vrtn
ENSMUSG00000084128,-0.15961041342022894,3.9748991092382635e-231,9.315442018369494e-231,-0.1690684778081908,-0.1501229555815391,Esrp2
ENSMUSG00000062157,-0.15970301560973055,2.132542455764748e-231,4.99892746311474e-231,-0.1691607845201238,-0.1502158370875182,Ifnlr1
ENSMUSG00000056162,-0.1597569996997935,1.4830963150512118e-231,3.4773653342349633e-231,-0.1692145962797373,-0.15026998408735212,Cndp1
ENSMUSG00000032549,-0.15986668359030584,7.088012503579107e-232,1.6638527003706824e-231,-0.16932392985871192,-0.15037999915026506,Rab6b
ENSMUSG00000031714,-0.15995865736585088,3.814796423595657e-232,8.965444003750076e-232,-0.1694156097063585,-0.15047225080655394,Gab1
ENSMUSG00000047822,-0.1600372550063982,2.246036548021696e-232,5.282306086598533e-232,-0.1694939560364862,-0.1505510860453874,Angptl8
ENSMUSG00000029999,-0.1601481137419253,1.0634795578699316e-232,2.5023048420468977e-232,-0.169604460105828,-0.15066228010860566,Tgfa
ENSMUSG00000041362,-0.16017165444045744,9.073007191915074e-233,2.1353276516627617e-232,-0.16962792546088043,-0.15068589204440233,Shtn1
ENSMUSG00000029074,-0.16026722004996188,4.7601209961185355e-233,1.1210836071875967e-232,-0.16972318509655146,-0.15078174695921925,Ttll10
ENSMUSG00000028360,-0.16045675534735485,1.3228222535152108e-233,3.11839286542954e-233,-0.16991211303320405,-0.15097185656358098,Slc44a5
ENSMUSG00000015090,-0.16070853892689685,2.407995834811894e-234,5.685940578068227e-234,-0.1701630887041107,-0.15122440415238342,Ptgds
ENSMUSG00000014329,-0.1608943853217454,6.835429003704586e-235,1.617470185448317e-234,-0.1703483379789517,-0.15141081527165887,Bicc1
ENSMUSG00000019989,-0.16095045339797703,4.673493674677058e-235,1.1064142222246823e-234,-0.17040422577858463,-0.15146705385228978,Enpp3
ENSMUSG00000026958,-0.16108701408323753,1.8501386214313098e-235,4.382137900121529e-235,-0.1705403471235708,-0.1516040300788331,Dpp7
ENSMUSG00000020072,-0.16119148788426169,9.100786614166484e-236,2.157095665837043e-235,-0.17064448456998846,-0.1517088220296847,Pbld2
ENSMUSG00000032997,-0.16137861479868987,2.5506462357631496e-236,6.0556653270730045e-236,-0.17083100849928962,-0.15189651932696913,Chpf
ENSMUSG00000036718,-0.161399877498081,2.207170898511737e-236,5.24144122182792e-236,-0.17085220264033052,-0.15191784688061236,Micall2
ENSMUSG00000032380,-0.16140273952879103,2.1646130602422997e-236,5.1415987179152015e-236,-0.17085505544218854,-0.15192071764159668,Dapk2
ENSMUSG00000041488,-0.16161542171656829,5.088334033593416e-237,1.2100675466333928e-236,-0.1710670513753919,-0.15213404903801664,Stx3
ENSMUSG00000027775,-0.16163895364647604,4.334589419088056e-237,1.0310631348924967e-236,-0.17109050732182798,-0.15215765285300875,Mfsd1
ENSMUSG00000086040,-0.16192623070414475,6.110286445907565e-238,1.4562169794822605e-237,-0.17137685591191887,-0.15244580835345745,Wipf3
ENSMUSG00000027508,-0.16194594856392747,5.3407214603138244e-238,1.2731159619341655e-237,-0.17139650998583586,-0.15246558656610493,Pag1
ENSMUSG00000054277,-0.16213658141744963,1.4521057937393158e-238,3.466473606443819e-238,-0.17158652576780323,-0.15265680330450915,Arfgap3
ENSMUSG00000025855,-0.1621939794511283,9.807552375374575e-239,2.3429413223541746e-238,-0.1716437378684333,-0.15271437728030168,Prkar1b
ENSMUSG00000029516,-0.1623315648059399,3.826062617217543e-239,9.148882394111771e-239,-0.1717808772748675,-0.15285238463729237,Cit
ENSMUSG00000030282,-0.1623623260478082,3.0995609699667446e-239,7.4134440802840094e-239,-0.17181153876179983,-0.15288324028069805,Cmas
ENSMUSG00000021983,-0.16244931264931733,1.7084106381858263e-239,4.0871067899182446e-239,-0.1718982431773435,-0.1529704939307814,Atp8a2
ENSMUSG00000032120,-0.16246590260074192,1.5248778249515563e-239,3.6489060180702474e-239,-0.17191477929407056,-0.15298713483008172,C2cd2l
ENSMUSG00000061186,-0.16256873923275747,7.53637667643063e-240,1.8046879014441164e-239,-0.1720172821005187,-0.1530902873941663,Sfmbt2
ENSMUSG00000030359,-0.16264242893371675,4.546870499015962e-240,1.0895927388008536e-239,-0.17209073246607592,-0.15316420360977254,Pzp
ENSMUSG00000044626,-0.16280534953503029,1.4864575475932266e-240,3.565501433421028e-240,-0.17225312354771402,-0.15332762538890155,Liph
ENSMUSG00000042179,-0.1629402698111327,5.883681066999996e-241,1.412309425588093e-240,-0.17238760492123661,-0.15346296110040178,Pnliprp1
ENSMUSG00000039202,-0.16301954464794868,3.411807257291912e-241,8.193581309538693e-241,-0.1724666217086841,-0.15354248019958933,Abhd2
ENSMUSG00000033577,-0.16322429502787952,8.339857852328054e-242,2.005737819222716e-241,-0.1726707050383339,-0.15374786202623708,Myo6
ENSMUSG00000027761,-0.16327008482222688,6.084418931744225e-242,1.4643607537290554e-241,-0.17271634554447357,-0.15379379314757316,Aadac
ENSMUSG00000024486,-0.16328472643998151,5.500764093952093e-242,1.3242089778411393e-241,-0.17273093941768553,-0.15380847996429506,Hbegf
ENSMUSG00000042388,-0.16333027908326733,4.0191923894113946e-242,9.680135812647867e-242,-0.17277634349279275,-0.1538541732562812,Dlgap3
ENSMUSG00000034450,-0.16336882491202262,3.081667116084384e-242,7.4239149989987565e-242,-0.17281476357446574,-0.15389283813109858,Gulo
ENSMUSG00000032741,-0.1633866503126103,2.725405883583325e-242,6.567243092971868e-242,-0.1728325308139798,-0.15391071859398667,Tpcn1
ENSMUSG00000022577,-0.16353261241023978,9.961082769085376e-243,2.4014182181980173e-242,-0.17297801643230049,-0.15405713179904296,Ly6h
ENSMUSG00000022755,-0.1635445912687139,9.170941282518796e-243,2.2114640179693264e-242,-0.17298995616863536,-0.1540691476976049,Adgrg7
ENSMUSG00000053886,-0.16380879247537186,1.4793235110573152e-243,3.570657762629291e-243,-0.17325329380624613,-0.1543341665591337,Sh2d4a
ENSMUSG00000031770,-0.16415654752909756,1.3336482710162928e-244,3.223708656070323e-244,-0.17359991012795503,-0.15468299993006857,Herpud1
ENSMUSG00000022629,-0.16418280881703465,1.1118042122602598e-244,2.6887647213065534e-244,-0.1736260853276829,-0.15470934274480588,Kif21a
ENSMUSG00000072849,-0.1642352399489115,7.731022412606587e-245,1.87010701804707e-244,-0.17367834454299727,-0.15476193668669452,Serpina1e
ENSMUSG00000005892,-0.1644054147169746,2.375331094570609e-245,5.752799938412713e-245,-0.17384796095817717,-0.15493264025420297,Trh
ENSMUSG00000010796,-0.16448615230026833,1.3563411702976203e-245,3.287302884870626e-245,-0.1739284334410112,-0.1550136289185342,Asz1
ENSMUSG00000042510,-0.16455410630874096,8.461474618687768e-246,2.0522616101595363e-245,-0.17399616422593348,-0.1550817943518404,AA986860
ENSMUSG00000012350,-0.16462128059888723,5.306220398929211e-246,1.2885430789046165e-245,-0.17406311776603967,-0.1551491777295377,Ehf
ENSMUSG00000020432,-0.16466577711735383,3.894871559207743e-246,9.462758890203456e-246,-0.17410746801073232,-0.15519381279696254,Tcn2
ENSMUSG00000049422,-0.16472677670547609,2.548771277015653e-246,6.195360420553362e-246,-0.17416826701215551,-0.15525500238255424,Chchd10
ENSMUSG00000017311,-0.1649793754626837,4.3947860212249853e-247,1.0700720772400744e-246,-0.17442003437537498,-0.15550838869124337,Pyy
ENSMUSG00000042797,-0.16507975996136168,2.1837936008168075e-247,5.3198382480312e-247,-0.17452008812956538,-0.15560908651440544,Aqp11
ENSMUSG00000024922,-0.16528618435192555,5.176369665413466e-248,1.2628371957583473e-247,-0.1747258317852913,-0.1558161558243317,Ovol1
ENSMUSG00000045629,-0.16536331302849774,3.021445235719141e-248,7.374774800388434e-248,-0.17480270589967317,-0.15589352568300222,Sh3tc2
ENSMUSG00000027610,-0.16546415161832911,1.494006713954591e-248,3.649259193831439e-248,-0.17490321149946841,-0.15599467977132286,Gss
ENSMUSG00000024827,-0.1656739530375417,3.4462322520276593e-249,8.43424437598546e-249,-0.17511231948028114,-0.15620513824271845,Gldc
ENSMUSG00000028048,-0.16603749494212303,2.700793886618526e-250,6.624463788615467e-250,-0.1754746577852877,-0.15656982071676498,Gba
ENSMUSG00000050390,-0.16615439428088652,1.1894438781147714e-250,2.9188806824902365e-250,-0.175591169555289,-0.15668708736181952,C77080
ENSMUSG00000026602,-0.16620690309142383,8.227769650185074e-251,2.020076025088405e-250,-0.1756435041917628,-0.15673976124576725,Nphs2
ENSMUSG00000026028,-0.16633114043303643,3.4383887928122002e-251,8.443980335982809e-251,-0.1757673292201862,-0.1568643893702337,Trak2
ENSMUSG00000028392,-0.16648272193790192,1.1847195373616713e-251,2.9130059930210753e-251,-0.175918407258912,-0.1570164480761015,Bspry
ENSMUSG00000037697,-0.16682006493361787,1.1019672193325328e-252,2.7148736618194945e-252,-0.17625462820087262,-0.15735485468836546,Ddhd1
ENSMUSG00000021490,-0.16686500918285538,8.027485520227875e-253,1.978187659001448e-252,-0.1762994227925623,-0.15739994081117822,Slc34a1
ENSMUSG00000032232,-0.16692150147729376,5.389910148760688e-253,1.328873310838434e-252,-0.17635572692078408,-0.15745661148837672,Cgnl1
ENSMUSG00000041762,-0.16707257319917315,1.8562694155794138e-253,4.5799886888216476e-253,-0.17650629514517904,-0.15760816054778382,Gpr155
ENSMUSG00000108434,-0.16709417541227842,1.5937013146045374e-253,3.9340935931980683e-253,-0.17652782532554173,-0.1576298310532917,RP23-291B1.2
ENSMUSG00000024985,-0.1674724892133395,1.0989425044888721e-254,2.7208281864047345e-254,-0.17690487617303352,-0.15800934231868524,Tcf7l2
ENSMUSG00000107785,-0.16749917367695202,9.098010871082544e-255,2.2530982840719524e-254,-0.17693147144935464,-0.15803611135131387,Gm45083
