,Mid-Hind Gut_corr,Mid-Hind Gut_pval,Mid-Hind Gut_qval,Mid-Hind Gut_ci_low,Mid-Hind Gut_ci_high,gene_annotation
ENSMUSG00000032068,0.7880784540197762,0.0,0.0,0.7843666576909344,0.7917338148766968,Plet1
ENSMUSG00000037185,0.7822006717124045,0.0,0.0,0.7783986850459076,0.7859452795119324,Krt80
ENSMUSG00000037613,0.781434537486074,0.0,0.0,0.7776208456631505,0.7851907297383627,Tnfrsf23
ENSMUSG00000046962,0.7809666594126514,0.0,0.0,0.7771458249937584,0.7847299208030308,Zbtb21
ENSMUSG00000025431,0.7807252509962873,0.0,0.0,0.7769007329550771,0.7844921581831599,Crisp1
ENSMUSG00000031635,0.7763431482153357,0.0,0.0,0.7724519656558544,0.7801760422496319,Anxa10
ENSMUSG00000037411,0.7749746697603657,0.0,0.0,0.771062746914659,0.778828095920715,Serpine1
ENSMUSG00000046259,0.7746229450968956,0.0,0.0,0.7707056976237393,0.778481642649582,Sprr2h
ENSMUSG00000046804,0.7718392253255291,0.0,0.0,0.7678799229420351,0.7757395602893096,Phgr1
ENSMUSG00000063903,0.7705571432795929,0.0,0.0,0.7665785237272066,0.7744766054095935,Klk1
ENSMUSG00000046991,0.7691108561931732,0.0,0.0,0.7651104846174082,0.7730518577327419,Wdr27
ENSMUSG00000030116,0.7689438289481415,0.0,0.0,0.7649409479768723,0.7728873154466686,Mfap5
ENSMUSG00000031596,0.7688942421875602,0.0,0.0,0.7648906163380543,0.7728384663143273,Slc7a2
ENSMUSG00000044017,0.7684698880637679,0.0,0.0,0.7644598896863651,0.7724204227619925,Adgrd1
ENSMUSG00000004846,0.7673577708226715,0.0,0.0,0.7633310887610354,0.7713248275783471,Plod3
ENSMUSG00000097768,0.7671972611387692,0.0,0.0,0.763168173184453,0.7711667005487577,2310043M15Rik
ENSMUSG00000027660,0.7664482704209972,0.0,0.0,0.7624079625553046,0.770428821600767,Skil
ENSMUSG00000028415,0.7661378972826268,0.0,0.0,0.7620929432829691,0.770123049926635,Spink4
ENSMUSG00000009654,0.7644892449923937,0.0,0.0,0.7604196435778042,0.7684988091750155,Oit3
ENSMUSG00000046245,0.7640853882591973,0.0,0.0,0.760009757410023,0.768100924455211,Pilra
ENSMUSG00000020009,0.7628203283075499,0.0,0.0,0.7587258315564261,0.7668545514509315,Ifngr1
ENSMUSG00000040428,0.7627935045334543,0.0,0.0,0.7586986081024729,0.7668281235772147,Plekha4
ENSMUSG00000068547,0.76152157435277,0.0,0.0,0.7574077423135398,0.7655749505034175,Clca4a
ENSMUSG00000091017,0.7608383585405081,0.0,0.0,0.7567143685372288,0.7649017973502876,Fam71a
ENSMUSG00000037280,0.7599621837532605,0.0,0.0,0.7558251804756234,0.7640385142050725,Galnt6
ENSMUSG00000029882,0.7598030055593239,0.0,0.0,0.7556636397457099,0.7638816765207117,2210010C04Rik
ENSMUSG00000034855,0.7586118238437882,0.0,0.0,0.754454794397591,0.7627079942997095,Cxcl10
ENSMUSG00000025746,0.7585573095003547,0.0,0.0,0.7543994723541722,0.762654280173718,Il6
ENSMUSG00000031594,0.7572361723577786,0.0,0.0,0.7530587789294246,0.7613525187575296,Fgl1
ENSMUSG00000032548,0.7564809075521637,0.0,0.0,0.7522923498150401,0.7606083157143955,Slco2a1
ENSMUSG00000026342,0.7563791858368759,0.0,0.0,0.7521891253177159,0.7605080830072495,Slc35f5
ENSMUSG00000056429,0.7563487376776261,0.0,0.0,0.75215822737369,0.7604780805115888,Tgoln1
ENSMUSG00000036057,0.7554589285372205,0.0,0.0,0.7512552819760696,0.7596012875429097,Ptpn23
ENSMUSG00000015094,0.7554125586860941,0.0,0.0,0.7512082279979398,0.7595555955794763,Npdc1
ENSMUSG00000048787,0.7553790164800349,0.0,0.0,0.7511741909467752,0.759522543706388,Dcun1d3
ENSMUSG00000026479,0.7551416232887215,0.0,0.0,0.7509332961544826,0.7592886202092035,Lamc2
ENSMUSG00000040158,0.7550943105711407,0.0,0.0,0.7508852856979211,0.7592419988773015,Tax1bp3
ENSMUSG00000074272,0.7548587138298134,0.0,0.0,0.7506462151824533,0.7590098443019687,Ceacam1
ENSMUSG00000111281,0.7546672831605623,0.0,0.0,0.750451962761361,0.7588212097368106,RP23-142F22.2
ENSMUSG00000047730,0.7546544998472984,0.0,0.0,0.7504389910437402,0.758808613116321,Fcgbp
ENSMUSG00000043613,0.7544859232745399,0.0,0.0,0.7502679302419981,0.7586424982145846,Mmp3
ENSMUSG00000031778,0.7538494846738132,0.0,0.0,0.7496221178534817,0.7580153484561581,Cx3cl1
ENSMUSG00000025192,0.75361762472962,0.0,0.0,0.7493868449598402,0.7577868706011176,Entpd7
ENSMUSG00000100827,0.7532557780771176,0.0,0.0,0.7490196741043644,0.7574303000819954,Gm29069
ENSMUSG00000026602,0.7532071727441264,0.0,0.0,0.7489703537918959,0.7573824032800172,Nphs2
ENSMUSG00000026531,0.7531548075113635,0.0,0.0,0.7489172183244504,0.7573308013369052,Mptx1
ENSMUSG00000030530,0.7529902173896886,0.0,0.0,0.7487502076188487,0.7571686099853475,Furin
ENSMUSG00000033684,0.7528895983391702,0.0,0.0,0.7486481090553813,0.7570694571237118,Qsox1
ENSMUSG00000029865,0.7523968071210071,0.0,0.0,0.7481480746896119,0.7565838439220968,Sval1
ENSMUSG00000032473,0.752359423439152,0.0,0.0,0.7481101417315701,0.7565470045839712,Cldn18
ENSMUSG00000036938,0.7523403178914018,0.0,0.0,0.7480907554778805,0.7565281772218072,Try5
ENSMUSG00000048978,0.7522339952569094,0.0,0.0,0.7479828708434998,0.7564234025670912,Nrsn1
ENSMUSG00000056888,0.751464139841573,0.0,0.0,0.7472017120823801,0.7556647492690338,Glipr1
ENSMUSG00000042554,0.7507731461304028,0.0,0.0,0.746500582935989,0.7549838005642141,Zp3r
ENSMUSG00000074195,0.7503102723890365,0.0,0.0,0.746030925109586,0.7545276505599523,Clca4b
ENSMUSG00000021822,0.749764242025917,0.0,0.0,0.7454768973539554,0.7539895466340681,Plau
ENSMUSG00000048981,0.7497136864909532,0.0,0.0,0.7454256016608145,0.7539397247005402,Krt31
ENSMUSG00000062028,0.7492077493245015,0.0,0.0,0.7449122601198163,0.753441126411355,Irgc1
ENSMUSG00000029174,0.7491525927262305,0.0,0.0,0.744856296613929,0.753386769593422,Tbc1d1
ENSMUSG00000048677,0.7488139078839239,0.0,0.0,0.7445126583427667,0.7530529944721172,Tpcn2
ENSMUSG00000092558,0.7486583676104813,0.0,0.0,0.7443548439816603,0.7528997082462406,Med20
ENSMUSG00000038615,0.7486469273880532,0.0,0.0,0.7443432365156223,0.7528884337942535,Nfe2l1
ENSMUSG00000022603,0.7485563168828981,0.0,0.0,0.7442513014752932,0.752799136160194,Mroh4
ENSMUSG00000031853,0.7484142093644974,0.0,0.0,0.7441071169721533,0.7526590873473987,BC021891
ENSMUSG00000031981,0.7483180141627791,0.0,0.0,0.7440095160488743,0.7525642855034852,Capn9
ENSMUSG00000030096,0.748286998014028,0.0,0.0,0.7439780466935437,0.7525337185765509,Slc6a6
ENSMUSG00000018167,0.747395288664042,0.0,0.0,0.7430733159005839,0.7516549164571823,Stard3
ENSMUSG00000110656,0.7472882406672785,0.0,0.0,0.7429647057667167,0.7515494169318684,RP23-354I24.7
ENSMUSG00000047123,0.7472573711416826,0.0,0.0,0.7429333858085563,0.751518993899864,Ticam1
ENSMUSG00000073399,0.7472474856273397,0.0,0.0,0.7429233560537712,0.7515092513647356,Trim40
ENSMUSG00000036908,0.7472103679285659,0.0,0.0,0.742885696784598,0.7514726705014971,Unc93b1
