,Notochord_corr,Notochord_pval,Notochord_qval,Notochord_ci_low,Notochord_ci_high,gene_annotation
ENSMUSG00000024168,0.030647940289693785,5.210033135252001e-20,5.667555761484588e-20,0.024092786424045946,0.03720045885231117,Tmem204
ENSMUSG00000036275,0.030580025887882705,6.28760073905553e-20,6.839144663534085e-20,0.02402484765960802,0.037132574641891354,9530068E07Rik
ENSMUSG00000020661,0.03057176683418235,6.43282321409954e-20,6.99679597539414e-20,0.024016585647303947,0.0371243192556343,Dnmt3a
ENSMUSG00000038552,0.030553279354404758,6.770021563515805e-20,7.363230682530347e-20,0.023998091548085066,0.03710583998200394,Fndc4
ENSMUSG00000001156,0.03055292415465958,6.77666831234557e-20,7.370133351260617e-20,0.023997736221204564,0.0371054849398795,Mxd1
ENSMUSG00000039496,0.03052793519168771,7.260832506933369e-20,7.896348321679131e-20,0.023972738318183126,0.037080507061667975,Cdnf
ENSMUSG00000026712,0.030525634557384895,7.307089834568636e-20,7.94630241477296e-20,0.023970436861217644,0.0370782074474833,Mrc1
ENSMUSG00000063888,0.030513979846435856,7.545936139860615e-20,8.205679161389752e-20,0.023958777983835205,0.037066557903252424,Rpl7l1
ENSMUSG00000032419,0.030504333007422967,7.74945800426309e-20,8.425875422730056e-20,0.02394912769753025,0.037056915339489065,Tbx18
ENSMUSG00000028015,0.03042600009407104,9.615946955893111e-20,1.0453893449392829e-19,0.023870766837194062,0.03697861709624007,Ctso
ENSMUSG00000048997,0.030403420745446136,1.0232060322064906e-19,1.1123203233444213e-19,0.023848179447846982,0.036956047726284455,Atxn7l2
ENSMUSG00000031659,0.03037576545995174,1.1040039005696356e-19,1.2001019997691354e-19,0.02382051432315926,0.03692840465360044,Adcy7
ENSMUSG00000003099,0.030373198877369948,1.1118147174410616e-19,1.208539201426172e-19,0.023817946827948223,0.03692583920393493,Ppp5c
ENSMUSG00000030254,0.03028744036189888,1.4066710419743521e-19,1.5289794325550865e-19,0.02373215786805401,0.03684011849350812,Rad18
ENSMUSG00000061080,0.03015858517120277,2.0005980945754363e-19,2.1743552199210322e-19,0.02360325711505067,0.03671131992492792,Lsamp
ENSMUSG00000038268,0.030157654905688665,2.0056810483993792e-19,2.179783148169694e-19,0.02360232652139355,0.036710390067403675,Ovca2
ENSMUSG00000025428,0.030154797712582462,2.0213726176823275e-19,2.1967395763693564e-19,0.023599468320508524,0.03670753412731587,Atp5a1
ENSMUSG00000074480,0.0301526441240542,2.0332801393856881e-19,2.209582347727058e-19,0.02359731397244513,0.036705381483170374,Mex3a
ENSMUSG00000033918,0.030145800414269532,2.0715820419211024e-19,2.2511057047555507e-19,0.023590467849401112,0.036698540774057445,Parl
ENSMUSG00000027699,0.03013658494750614,2.124286319585157e-19,2.3082751811663983e-19,0.023581249134010267,0.036689329346908765,Ect2
ENSMUSG00000031818,0.030133152350440822,2.1442545411781485e-19,2.3298697776157685e-19,0.023577815327174106,0.036685898254243295,Cox4i1
ENSMUSG00000021613,0.03012058209426991,2.2189745731570783e-19,2.4109511758265516e-19,0.023565240642112482,0.03667333350590336,Hapln1
ENSMUSG00000037563,0.03005128954897673,2.6794517888707217e-19,2.9110093508718953e-19,0.02349592372014065,0.03660407128490608,Rps16
ENSMUSG00000044231,0.030043222152022653,2.738851121269864e-19,2.975410297761845e-19,0.023487853489223706,0.036596007414372106,Nhlrc1
ENSMUSG00000040675,0.030033922032789716,2.80894257560575e-19,3.0514206502487663e-19,0.023478550104050092,0.03658671135934788,Mthfd1l
ENSMUSG00000021943,0.02997820016070583,3.267584040206987e-19,3.5494966531794504e-19,0.023422808687790554,0.036531013814308434,Gdf10
ENSMUSG00000036376,0.0299380109977763,3.6435680593096593e-19,3.95774379472507e-19,0.02338260545400747,0.03649084217188604,Abt1
ENSMUSG00000033565,0.029933549697539006,3.687854059376574e-19,4.005671246939199e-19,0.023378142593106752,0.03648638281525128,Rbfox2
ENSMUSG00000048807,0.029917654748903486,3.850004302975872e-19,4.18161051301321e-19,0.023362242086183507,0.03647049478926104,Slc35e4
ENSMUSG00000033106,0.029860010021285743,4.499371792689987e-19,4.886692747683117e-19,0.02330457722866625,0.03641287513956378,Slc7a6os
ENSMUSG00000021357,0.029823279089299777,4.968409550940967e-19,5.395868151223188e-19,0.0232678334927617,0.03637616016437733,Exoc2
ENSMUSG00000023286,0.02981606224433525,5.066088172392382e-19,5.501707219063065e-19,0.023260614134181908,0.036368946452504394,Ube2j2
ENSMUSG00000022483,0.029806984553818222,5.191650512215743e-19,5.637816947937587e-19,0.023251533282891014,0.03635987270196911,Col2a1
ENSMUSG00000046085,0.029790137936148292,5.432872434459191e-19,5.899508359612652e-19,0.023234680802240077,0.036343033393358135,4931422A03Rik
ENSMUSG00000024805,0.0297762558720473,5.639939683199076e-19,6.124090004949084e-19,0.023220793909685594,0.03632915734932086,Pcgf5
ENSMUSG00000058589,0.02976942408026194,5.744687124700209e-19,6.237553435593469e-19,0.023213959742598208,0.03632232851926673,Anks1b
ENSMUSG00000024639,0.02971163584210858,6.711136070876377e-19,7.285952368434969e-19,0.023156151436931862,0.03626456530909772,Gnaq
ENSMUSG00000033735,0.029690878522898888,7.096122525340267e-19,7.703232092768901e-19,0.02313538692024768,0.036243816969157815,Spr
ENSMUSG00000055538,0.029682482363550786,7.257971055006522e-19,7.878579244076405e-19,0.023126987851188874,0.03623542444024335,Zcchc24
ENSMUSG00000019188,0.029681266100569786,7.281716707210303e-19,7.904005862125972e-19,0.02312577116678553,0.03623420870308831,H13
ENSMUSG00000031787,0.029657616074104463,7.759002257283025e-19,8.421707489867941e-19,0.02310211294969453,0.03621056889736366,Katnb1
ENSMUSG00000020680,0.029621861222411155,8.5398337263437685e-19,9.268820903107387e-19,0.023066345729097507,0.03617482948378186,Taf15
ENSMUSG00000006301,0.02962086546031295,8.562655505108118e-19,9.293180000062527e-19,0.02306534962276917,0.0361738341513906,Tmbim1
ENSMUSG00000039982,0.029615798929633737,8.679711115079234e-19,9.419805830235837e-19,0.023060281340816422,0.036168769806899176,Dtx4
ENSMUSG00000012296,0.029584806379414387,9.430944475347842e-19,1.0234642360269635e-18,0.023029278085190865,0.03613779062251505,Tjap1
ENSMUSG00000022472,0.029571813189677068,9.764671162218095e-19,1.0596340613249886e-18,0.023016280411114084,0.03612480303246892,Desi1
ENSMUSG00000000568,0.029565602065886723,9.928296400096206e-19,1.0773425847041547e-18,0.02301006714446154,0.03611859458471235,Hnrnpd
ENSMUSG00000037991,0.029565484866681837,9.931409771639366e-19,1.077632795833693e-18,0.023009949904827333,0.03611847743599734,Rmi2
ENSMUSG00000055322,0.0295624688525559,1.0011862056757915e-18,1.086314465341702e-18,0.023006932850351925,0.03611546272111997,Tns1
ENSMUSG00000027712,0.029549148122805537,1.037496119194113e-18,1.1256619699701209e-18,0.02299360752715284,0.036102147728291074,Anxa5
ENSMUSG00000036111,0.029515168671315144,1.1361134266325824e-18,1.2326052519082264e-18,0.022959616368920494,0.03606818290040536,Lmo1
ENSMUSG00000050382,0.029505716771234144,1.1651539320124191e-18,1.2640563536197656e-18,0.02295016121512595,0.03605873506541066,Kif7
ENSMUSG00000063889,0.02944754110860477,1.3607411289378305e-18,1.476180461191305e-18,0.022891965551981773,0.036000584397258215,Crem
ENSMUSG00000037820,0.029423039611630116,1.4525120861903176e-18,1.5756672442957044e-18,0.022867455644805357,0.03597609341377798,Tgm2
ENSMUSG00000026260,0.029413210680953122,1.4910209399919714e-18,1.6172982601582895e-18,0.02285762334253741,0.03596626869844369,Ndufa10
ENSMUSG00000027560,0.029412099054757026,1.495439150192036e-18,1.6220189969745038e-18,0.02285651133510307,0.035965157548912025,Dok5
ENSMUSG00000062861,0.029374827957744525,1.6512978682808756e-18,1.7909910881314688e-18,0.02281922746515496,0.035927902424337806,Zfp28
ENSMUSG00000026308,0.02936617973799971,1.6896955806541356e-18,1.8325561399514242e-18,0.02281057628424142,0.03591925790816311,Klhl30
ENSMUSG00000051518,0.02936614980628484,1.6898299953410401e-18,1.8326209658382975e-18,0.02281054634227957,0.03591922798926468,Rps19bp1
ENSMUSG00000062661,0.029353574424186842,1.7472466972306394e-18,1.8948056939225557e-18,0.02279796665610087,0.03590665799077579,Ncs1
ENSMUSG00000030647,0.029329448684328133,1.862845450700406e-18,2.019988583411199e-18,0.02277383266471966,0.03588254257351029,Ndufc2
ENSMUSG00000097537,0.029204247706662634,2.595395043699841e-18,2.8139606585523736e-18,0.022648588988334214,0.035757395042566316,2610020C07Rik
ENSMUSG00000055204,0.029164586864685968,2.8820547586563614e-18,3.1244848516152686e-18,0.022608914663283214,0.035717751088437485,Ankrd17
ENSMUSG00000053317,0.029147055048524537,3.0185292745355218e-18,3.272294716901984e-18,0.022591376893597984,0.03570022673086529,Sec61b
ENSMUSG00000037965,0.02912635492917183,3.1878988618588455e-18,3.455597918603019e-18,0.02257066975001086,0.03567953541280981,Zc3h7a
ENSMUSG00000048170,0.029120224142162376,3.23983840012437e-18,3.5117439583176695e-18,0.022564536883702475,0.035673407231416036,Mcmbp
