,Erythroid3_2_corr,Erythroid3_2_pval,Erythroid3_2_qval,Erythroid3_2_ci_low,Erythroid3_2_ci_high,gene_annotation
ENSMUSG00000052187,0.666880782087509,0.0,0.0,0.6632222066972454,0.6705074862997875,Hbb-y
ENSMUSG00000055609,0.6455501587464834,0.0,0.0,0.6417076695166538,0.6493602408094243,Hba-x
ENSMUSG00000052305,0.6386672511595014,0.0,0.0,0.6347667073943596,0.642535247416518,Hbb-bs
ENSMUSG00000073940,0.6328764126798114,0.0,0.0,0.6289275130733166,0.6367926588137508,Hbb-bt
ENSMUSG00000069919,0.6206088885643997,0.0,0.0,0.6165590215451928,0.6246259137094982,Hba-a1
ENSMUSG00000069917,0.6095368658096327,0.0,0.0,0.6053975869306472,0.6136431742093863,Hba-a2
ENSMUSG00000052217,0.5610952603111338,0.0,0.0,0.5565839275924307,0.5655735043428552,Hbb-bh1
ENSMUSG00000073400,0.5148439535520204,0.0,0.0,0.5100064389032514,0.5196489019854285,Trim10
ENSMUSG00000027078,0.4919680622576749,0.0,0.0,0.48697969867266105,0.49692433143617143,Ube2l6
ENSMUSG00000051839,0.47666611621515625,0.0,0.0,0.47158071773733434,0.4817198104735122,Gypa
ENSMUSG00000018659,0.4674528201786747,0.0,0.0,0.46231049269182006,0.47256370629429667,Pnpo
ENSMUSG00000027869,0.46329272149663736,0.0,0.0,0.4581250570738595,0.4684290699716435,Hsd3b6
ENSMUSG00000021991,0.45668198855494635,0.0,0.0,0.4514745330427714,0.46185833592975595,Cacna2d3
ENSMUSG00000054342,0.4564060223803027,0.0,0.0,0.4511969183622679,0.4615840271611851,Kcnn4
ENSMUSG00000063856,0.455842416272015,0.0,0.0,0.45062994864015515,0.4610238028993901,Gpx1
ENSMUSG00000006574,0.4445037311586969,0.0,0.0,0.4392244872025075,0.4497522766759432,Slc4a1
ENSMUSG00000024588,0.4402414065685945,0.0,0.0,0.43493750078465265,0.4455147653960875,Fech
ENSMUSG00000040466,0.44009056257756934,0.0,0.0,0.43478578841464466,0.4453647952209272,Blvrb
ENSMUSG00000096982,0.43985408455028385,0.0,0.0,0.43454794963624743,0.44512968647855716,Redrum
ENSMUSG00000001014,0.43901680164950896,0.0,0.0,0.4337058547582444,0.4442972458721703,Icam4
ENSMUSG00000041237,0.4368717182793235,0.0,0.0,0.43154848563556386,0.44216452665020806,Pklr
ENSMUSG00000034248,0.43381547121981195,0.0,0.0,0.42847483940171,0.4391257922526678,Slc25a37
ENSMUSG00000071715,0.4327673661033184,0.0,0.0,0.42742079589776705,0.4380836649255005,Ncf4
ENSMUSG00000026688,0.4318992780538967,0.0,0.0,0.42654780041241125,0.4372205171323246,Mgst3
ENSMUSG00000073063,0.43149461458255367,0.0,0.0,0.4261408527232913,0.43681815323556156,Hbq1b
ENSMUSG00000023216,0.43028478642864,0.0,0.0,0.42492420833306643,0.4356151874478905,Epb42
ENSMUSG00000104818,0.42629599118779504,0.0,0.0,0.42091307718694215,0.43164888250119915,Gm43661
ENSMUSG00000028332,0.4173106486216605,0.0,0.0,0.4118781908778436,0.4227134442427799,Hemgn
ENSMUSG00000001348,0.41518404791074376,0.0,0.0,0.4097400207280095,0.42059850086734574,Acp5
