,Cardiomyocytes_corr,Cardiomyocytes_pval,Cardiomyocytes_qval,Cardiomyocytes_ci_low,Cardiomyocytes_ci_high,gene_annotation
ENSMUSG00000059741,0.9101264733482147,0.0,0.0,0.9089935558313472,0.911245943149672,Myl3
ENSMUSG00000021798,0.9098321738059117,0.0,0.0,0.9086957237724009,0.9109551385292355,Ldb3
ENSMUSG00000054640,0.9088380442121398,0.0,0.0,0.9076896700629056,0.9099728063586985,Slc8a1
ENSMUSG00000020469,0.9074876895407791,0.0,0.0,0.9063231396671567,0.9086384560645702,Myl7
ENSMUSG00000052374,0.9053804492810822,0.0,0.0,0.9041907057058283,0.9065561438246371,Actn2
ENSMUSG00000068745,0.9016583749018663,0.0,0.0,0.9004242759149199,0.9028779606456958,Mybphl
ENSMUSG00000026414,0.9012969766734048,0.0,0.0,0.900058580811658,0.9025208145630242,Tnnt2
ENSMUSG00000074652,0.901130640515085,0.0,0.0,0.8998902675716736,0.9023564349199482,Myh7b
ENSMUSG00000032034,0.9008930526917158,0.0,0.0,0.8996498564058444,0.9021216410851278,Kcnj5
ENSMUSG00000108322,0.9005744694334754,0.0,0.0,0.8993274884900996,0.9018068031647339,Gm45123
ENSMUSG00000060843,0.899479267091849,0.0,0.0,0.8982192858673675,0.9007244662939222,Ctnna3
ENSMUSG00000055027,0.8990209698759445,0.0,0.0,0.8977555533215154,0.9002715481607959,Smyd1
ENSMUSG00000006221,0.8985594849255476,0.0,0.0,0.8972885980693853,0.8998154769722673,Hspb7
ENSMUSG00000001508,0.8981777909485146,0.0,0.0,0.8969023817573942,0.8994382586407744,Sgca
ENSMUSG00000090889,0.892371789193745,0.0,0.0,0.8910278299872813,0.8937001050173263,Gm17428
ENSMUSG00000031448,0.8920366186281627,0.0,0.0,0.8906887158889338,0.8933688379412121,Adprhl1
ENSMUSG00000004951,0.8916954938478809,0.0,0.0,0.8903435790603055,0.8930316845077614,Hspb1
ENSMUSG00000016386,0.8909930998953322,0.0,0.0,0.8896329289815327,0.8923374630436091,Mpped2
ENSMUSG00000038216,0.8905404504521213,0.0,0.0,0.8891749624662689,0.8918900768933457,Pnmt
ENSMUSG00000025141,0.8900227541024341,0.0,0.0,0.8886511883210652,0.8913783969473861,Myadml2
ENSMUSG00000024049,0.8896258797387392,0.0,0.0,0.8882496570445669,0.8909861325159815,Myom1
ENSMUSG00000062151,0.8893152851339196,0.0,0.0,0.8879354193981877,0.8906791442361651,Unc13c
ENSMUSG00000068614,0.8886882427718944,0.0,0.0,0.8873010262249521,0.8900593786953116,Actc1
ENSMUSG00000041731,0.8884294114321123,0.0,0.0,0.8870391621387239,0.8898035496128982,Pgm5
ENSMUSG00000013936,0.8883197819475014,0.0,0.0,0.886928248386786,0.8896951914910596,Myl2
ENSMUSG00000025813,0.8869643066372999,0.0,0.0,0.8855569074610117,0.8883554226979101,Homer2
ENSMUSG00000019528,0.8858262579662334,0.0,0.0,0.8844055570610428,0.8872305428276015,Gyg
ENSMUSG00000021373,0.885583215991861,0.0,0.0,0.88415967660664,0.8869903110218945,Cap2
ENSMUSG00000007122,0.8852329960193182,0.0,0.0,0.8838053678123535,0.8866441391223377,Casq1
ENSMUSG00000040752,0.8851435056122775,0.0,0.0,0.8837148328665739,0.8865556828506533,Myh6
ENSMUSG00000102408,0.8842219816649485,0.0,0.0,0.8827825590418465,0.8856448018651749,4930568G15Rik
ENSMUSG00000042895,0.8832443566677266,0.0,0.0,0.8817935421237267,0.8846784557883471,Abra
ENSMUSG00000038403,0.8828708286872468,0.0,0.0,0.8814156649216958,0.8843092339696623,Hfe2
ENSMUSG00000030470,0.8816361508526058,0.0,0.0,0.8801666242092957,0.8830887771334578,Csrp3
ENSMUSG00000038086,0.8813400668202046,0.0,0.0,0.8798670988876915,0.8827961004698633,Hspb2
ENSMUSG00000059852,0.8810884021038311,0.0,0.0,0.8796125100736151,0.882547331050997,Kcng2
ENSMUSG00000091898,0.8809286645725166,0.0,0.0,0.879450916987163,0.8823894308096084,Tnnc1
ENSMUSG00000030785,0.8787364830809062,0.0,0.0,0.8772333049253865,0.8802224303947552,Cox6a2
ENSMUSG00000049999,0.8783476351971701,0.0,0.0,0.8768399528806082,0.87983804264495,Ppp1r3d
ENSMUSG00000031698,0.8772548143415216,0.0,0.0,0.8757344843059293,0.8787577461413721,Mylk3
ENSMUSG00000018845,0.8767754577159068,0.0,0.0,0.8752495848953151,0.8782838783576387,Unc45b
ENSMUSG00000030046,0.8752582013034872,0.0,0.0,0.8737148047151363,0.8767839756581585,Bmp10
