,Foregut/Placodes_corr,Foregut/Placodes_pval,Foregut/Placodes_qval,Foregut/Placodes_ci_low,Foregut/Placodes_ci_high,gene_annotation
ENSMUSG00000059975,-0.059294042747531174,5.1397911786667544e-33,6.36594627546921e-33,-0.06897465794196374,-0.049602262079011215,Zfp74
ENSMUSG00000028910,-0.05931283748391068,4.909504797047863e-33,6.08133604647188e-33,-0.06899342925477693,-0.049621076724762826,Mecr
ENSMUSG00000091937,-0.059313174362948126,4.9054720088136076e-33,6.0766472633900955e-33,-0.06899376571390511,-0.04962141396072092,Gm3646
ENSMUSG00000040740,-0.05932150468141446,4.806789360431864e-33,5.9547046963682893e-33,-0.06900208564818767,-0.04962975310579607,Slc25a34
ENSMUSG00000012187,-0.05934395222672952,4.5505771051481e-33,5.637875010627045e-33,-0.06902450520474354,-0.049652224442726975,Mogat1
ENSMUSG00000029843,-0.059345885449751425,4.5291566304083023e-33,5.611619579621752e-33,-0.0690264360168658,-0.04965415971518458,Slc13a4
ENSMUSG00000108722,-0.05935898490843838,4.3866268982679986e-33,5.4352997025624984e-33,-0.06903951913746147,-0.04966727306270097,Gm44944
ENSMUSG00000029638,-0.05936110714428068,4.3639588118106715e-33,5.407485452083154e-33,-0.06904163872606547,-0.049669397548979144,Glcci1
ENSMUSG00000024778,-0.05936146627107329,4.3601344217469726e-33,5.4030192460875014e-33,-0.06904199740488123,-0.04966975705660135,Fas
ENSMUSG00000025422,-0.05939898070868989,3.978437568776925e-33,4.9302745401075646e-33,-0.06907946503298355,-0.04970731128956749,Agap2
ENSMUSG00000021257,-0.0594116715618652,3.8569776675021294e-33,4.7799967539504454e-33,-0.06909214004466888,-0.04972001561141486,Angel1
ENSMUSG00000044933,-0.059419870673590836,3.780472357079307e-33,4.6854193493695684e-33,-0.06910032892010581,-0.049728223426441134,Sstr3
ENSMUSG00000091405,-0.05944441687773135,3.5603279746448475e-33,4.4130236487015496e-33,-0.0691248444714168,-0.04975279569403412,Hist2h4
ENSMUSG00000063884,-0.059444489929270546,3.5596921896500445e-33,4.41245835514151e-33,-0.06912491743171319,-0.04975286882315782,Ptcd3
ENSMUSG00000021838,-0.05944667338326594,3.5407410316548455e-33,4.389188822033211e-33,-0.06912709815848368,-0.04975505459614207,Samd4
ENSMUSG00000043183,-0.05945883330525054,3.437018085752621e-33,4.260826460055458e-33,-0.06913924289052747,-0.04976722743455699,Simc1
ENSMUSG00000024687,-0.05947112500311364,3.335238288810853e-33,4.134860152842056e-33,-0.06915151923092173,-0.04977953219175077,Osbp
ENSMUSG00000026975,-0.05947699711483098,3.287677271595431e-33,4.076102225532042e-33,-0.06915738400488199,-0.049785410543339466,Dph7
ENSMUSG00000029700,-0.059478005817839276,3.2795753709240375e-33,4.066262726337086e-33,-0.06915839144735345,-0.049786420318291565,Slc13a1
ENSMUSG00000001946,-0.059483168258225666,3.238420062113431e-33,4.015640877020655e-33,-0.06916354743613021,-0.04979158824508859,Esam
ENSMUSG00000025240,-0.05951356905775097,3.006260354199559e-33,3.728139418946741e-33,-0.06919391023265105,-0.04982202136374969,Sacm1l
ENSMUSG00000059279,-0.0595273445571407,2.906578831906175e-33,3.6047039188240854e-33,-0.06920766850585347,-0.04983581151381863,Olfr224
ENSMUSG00000021123,-0.05953629210867278,2.843598773933042e-33,3.526774959466763e-33,-0.06921660486654818,-0.049844768583334254,Rdh12
ENSMUSG00000110464,-0.05953838198657639,2.829084891928287e-33,3.508951364820576e-33,-0.06921869213038621,-0.04984686068457606,RP24-423G4.3
ENSMUSG00000111143,-0.05954051197297384,2.8143681678279282e-33,3.490874368824457e-33,-0.0692208194524623,-0.04984899293706904,RP23-361B11.1
ENSMUSG00000026357,-0.05954215989616688,2.8030343551280906e-33,3.4769918398981904e-33,-0.06922246531426865,-0.04985064261355051,Rgs18
ENSMUSG00000066407,-0.05958088804885265,2.5493468664647005e-33,3.1624678792159116e-33,-0.06926114500674636,-0.049889411985821794,Gm10263
ENSMUSG00000050315,-0.05962210115923048,2.304393295636995e-33,2.8587471170976456e-33,-0.06930230651554328,-0.04993066899268109,Synpo2
ENSMUSG00000024370,-0.059674697791032266,2.0254538717489845e-33,2.5132128902401106e-33,-0.06935483724495792,-0.04998332169370283,Cdc23
ENSMUSG00000033726,-0.05973940582063327,1.727896038964897e-33,2.1443238752864007e-33,-0.06941946412321716,-0.050048098777457126,Emx1
ENSMUSG00000024939,-0.05979064559426061,1.5234302546782329e-33,1.8908679850796204e-33,-0.06947063957860694,-0.05009939329022983,Fam89b
ENSMUSG00000106938,-0.05979897852416059,1.492530841826491e-33,1.8526095666594543e-33,-0.06947896204385959,-0.05010773512698257,Gm31314
ENSMUSG00000032293,-0.059806681080061035,1.4645229086456197e-33,1.8179365212127638e-33,-0.0694866549255496,-0.05011544591714792,Ireb2
ENSMUSG00000025237,-0.05980995480872355,1.4527776876891968e-33,1.8035393531953865e-33,-0.0694899245421452,-0.05011872314587512,Parp6
ENSMUSG00000024182,-0.05988182237206651,1.2172560305321344e-33,1.511229270915502e-33,-0.06956170178164332,-0.050190667598073335,Axin1
ENSMUSG00000037058,-0.05990520333942184,1.149134488651491e-33,1.4267281904106906e-33,-0.0695850533419665,-0.05021407360167648,Paip2
ENSMUSG00000045475,-0.05992912292073727,1.0833618823930148e-33,1.3452031020337481e-33,-0.06960894282783932,-0.05023801880700133,Lce3c
ENSMUSG00000022309,-0.05993432136885214,1.069569808699614e-33,1.3281447472786225e-33,-0.06961413473383607,-0.050243222825461856,Angpt1
ENSMUSG00000090843,-0.059944424433665995,1.0432621359998655e-33,1.2955425604708258e-33,-0.06962422508269331,-0.05025333671762006,Heatr4
ENSMUSG00000014232,-0.05994511033733149,1.0414995709031469e-33,1.293419193971374e-33,-0.0696249101229924,-0.050254023356433086,Cluap1
ENSMUSG00000035711,-0.05996317709068547,9.961236354679095e-34,1.2371928115139677e-33,-0.06964295413192435,-0.05027210947692612,Dok3
ENSMUSG00000021091,-0.059966093943052245,9.889841684053948e-34,1.2283876816253986e-33,-0.06964586731164177,-0.05027502945668666,Serpina3n
ENSMUSG00000022304,-0.059994435668823,9.22205887769025e-34,1.1455023250280837e-33,-0.06967417334335602,-0.05030340157854386,Dpys
ENSMUSG00000106125,-0.06001002213735513,8.874105500464747e-34,1.1024492144280245e-33,-0.06968974017537867,-0.05031900477000199,4930512P04Rik
ENSMUSG00000052384,-0.06003251727951208,8.39479225922401e-34,1.0429558726265959e-33,-0.06971220696886767,-0.050341524055832025,Nrros
ENSMUSG00000027876,-0.06003688615692491,8.30472972793178e-34,1.0318188567389356e-33,-0.06971657033942616,-0.05034589762343321,Reg4
ENSMUSG00000032902,-0.06005355842132215,7.969771061151062e-34,9.902521209179194e-34,-0.0697332215854718,-0.050362587789679204,Slc16a1
ENSMUSG00000070421,-0.06009603857115524,7.175744321820754e-34,8.916386182971969e-34,-0.06977564815714776,-0.05040511357705146,Olfr658
ENSMUSG00000073155,-0.06011591068274576,6.831785704450859e-34,8.48985183052475e-34,-0.06979549519298366,-0.05042500704983689,1810058I24Rik
ENSMUSG00000038612,-0.06015083263659854,6.266549489754149e-34,7.788221871548665e-34,-0.06983037306177366,-0.05045996656109249,Mcl1
ENSMUSG00000006576,-0.06015590073654199,6.188474296279966e-34,7.691577448732698e-34,-0.06983543476184108,-0.050465040113582625,Slc4a3
ENSMUSG00000006241,-0.060191116924524474,5.672005835730139e-34,7.050379064340137e-34,-0.06987060646589477,-0.05050029420293168,Ccdc159
ENSMUSG00000028833,-0.06021230176036599,5.382185246845036e-34,6.690466922208461e-34,-0.0698917645301565,-0.050521501850552895,Ncdn
ENSMUSG00000029426,-0.060235932926509105,5.076225238047589e-34,6.310774319942499e-34,-0.0699153658229819,-0.05054515847298976,Scarb2
ENSMUSG00000060445,-0.060274138847359486,4.61769717106553e-34,5.7413126522510194e-34,-0.06995352342292899,-0.050583405573557026,Sycp2
ENSMUSG00000035020,-0.06028663481010014,4.4768468302813366e-34,5.566753273085205e-34,-0.06996600357526511,-0.05059591501106495,Epgn
ENSMUSG00000051950,-0.06032692097795935,4.051175262266138e-34,5.0377053808325685e-34,-0.07000623875078155,-0.050636244641397626,B3glct
ENSMUSG00000079462,-0.06033369903494718,3.9836183172653164e-34,4.954199013549694e-34,-0.07001300822532748,-0.050643030013954725,Gm15737
ENSMUSG00000049476,-0.060370661282964824,3.634433730537656e-34,4.52016701039261e-34,-0.0700499236556998,-0.05068003217113549,1700104B16Rik
ENSMUSG00000006526,-0.06038966803761049,3.4668913798218302e-34,4.312012014051955e-34,-0.07006890632541983,-0.050699059458258346,Tmem110
ENSMUSG00000108356,-0.060395433054102124,3.4176066883155154e-34,4.250928588658115e-34,-0.07007466403522858,-0.050704830703930094,9130221F21Rik
ENSMUSG00000020774,-0.06040834102861321,3.309766666689736e-34,4.1172108831416325e-34,-0.07008755564760807,-0.050717752628033116,Aspa
ENSMUSG00000097864,-0.06040998730456861,3.2962581420975218e-34,4.100822391932017e-34,-0.07008919983651377,-0.05071940068334509,Gm26856
ENSMUSG00000026843,-0.06048935109526301,2.706067545639266e-34,3.366746244072933e-34,-0.07016846295218508,-0.05079885031598881,Fubp3
ENSMUSG00000032827,-0.06049558057808056,2.6644552126969506e-34,3.3153103781743124e-34,-0.0701746845275691,-0.050805086541969295,Ppp1r9a
ENSMUSG00000013646,-0.060506143773926775,2.5953419153920113e-34,3.2294782173587077e-34,-0.07018523431323463,-0.05081566117377446,Sh3bp5l
ENSMUSG00000039296,-0.06052800823314674,2.457893598666463e-34,3.0586012992630003e-34,-0.07020707100822321,-0.05083754931086461,Spdye4a
ENSMUSG00000097514,-0.060533307654495765,2.4256832364839103e-34,3.018671743228393e-34,-0.0702123636987907,-0.05084285447256399,Gm17619
ENSMUSG00000029248,-0.060571458204724905,2.2058516602565224e-34,2.7452387450637743e-34,-0.07025046577802047,-0.05088104636373245,Thegl
ENSMUSG00000031755,-0.06058327555897273,2.1418606373503186e-34,2.665735406712882e-34,-0.07026226811236595,-0.05089287652932542,Bbs2
ENSMUSG00000030219,-0.06058720160233439,2.121011907928101e-34,2.639921137759847e-34,-0.07026618916511183,-0.05089680682956281,Erp27
ENSMUSG00000048874,-0.06061069726202,2.000388395430027e-34,2.4899130993459074e-34,-0.07028965495188433,-0.05092032797106895,Phf3
ENSMUSG00000005667,-0.06063872994680801,1.8653587809670994e-34,2.321957452357748e-34,-0.07031765198126816,-0.05094839107229574,Mthfd2
ENSMUSG00000096960,-0.060642276148745115,1.848935599098807e-34,2.301630929831867e-34,-0.0703211936716245,-0.05095194112307575,A230028O05Rik
ENSMUSG00000058626,-0.06066477831175596,1.7480199145275349e-34,2.1762276224065734e-34,-0.07034366720104526,-0.050974467714342636,Capn11
ENSMUSG00000096997,-0.060677815704252645,1.6920746946780086e-34,2.1066844778770012e-34,-0.07035668799920342,-0.05098751926469066,Gm26791
ENSMUSG00000108087,-0.060706526708243204,1.5750656404947151e-34,1.961104092774798e-34,-0.07038536244743802,-0.05101626145883541,Gm43893
ENSMUSG00000010392,-0.06072116707315765,1.5185314746909357e-34,1.8908096544584568e-34,-0.0703999841656202,-0.05103091773446701,Gosr1
ENSMUSG00000042759,-0.06073763626761892,1.4573415203076214e-34,1.8147106053959893e-34,-0.07041643237908557,-0.051047404832152074,Apobr
ENSMUSG00000078605,-0.060749351189141904,1.4153127379989541e-34,1.7624649190175656e-34,-0.07042813237313417,-0.05105913249186985,E030025P04Rik
ENSMUSG00000040364,-0.06074997543199669,1.4131072920136744e-34,1.759807772433159e-34,-0.07042875582048685,-0.05105975741356877,Sec1
ENSMUSG00000052713,-0.060767369021921515,1.3530100267986514e-34,1.685136822298001e-34,-0.07044612724189928,-0.05107716992151743,Zfp608
ENSMUSG00000043583,-0.06077772063120682,1.318456257377394e-34,1.6421843562870218e-34,-0.07045646565504461,-0.051087532792459034,4930470P17Rik
ENSMUSG00000111590,-0.060788985638112754,1.2818490837829568e-34,1.5967508221734733e-34,-0.07046771629905678,-0.051098810057089925,OR4P4
ENSMUSG00000108903,-0.06079068119732521,1.2764272648711885e-34,1.5900777414946176e-34,-0.07046940969621653,-0.051100507461495116,Gm45029
ENSMUSG00000039497,-0.060806359201074696,1.2273613465253683e-34,1.5291878503953538e-34,-0.07048506770588317,-0.05111620252948814,Dse
ENSMUSG00000021966,-0.060814233109840535,1.2034306622867095e-34,1.4994483440986192e-34,-0.07049293157129176,-0.05112408501017472,Prss52
ENSMUSG00000026856,-0.06082620565457059,1.167928647266172e-34,1.4553613230309624e-34,-0.07050488884245189,-0.0511360705911139,Dolpp1
ENSMUSG00000060261,-0.06083280483387267,1.1488070449271002e-34,1.4316064646761834e-34,-0.07051147960188457,-0.05114267695707265,Gtf2i
ENSMUSG00000079471,-0.060848778077745136,1.1038011864499054e-34,1.3756612553156385e-34,-0.0705274324620538,-0.051158667599682364,Gm7325
ENSMUSG00000031502,-0.06085137347584758,1.0966557385338856e-34,1.3668253054715447e-34,-0.07053002454766107,-0.051161265825272154,Col4a1
ENSMUSG00000028621,-0.06092211291496816,9.186461439635793e-35,1.1451360746645918e-34,-0.07060067365201471,-0.051232082380101795,Cyb5rl
ENSMUSG00000038005,-0.060936946153878714,8.851304721218828e-35,1.103413219169153e-34,-0.07061548793645844,-0.051246931801640055,Hpf1
ENSMUSG00000056296,-0.060950660876399124,8.552241753994178e-35,1.0661858410889867e-34,-0.07062918512999541,-0.051260661490331864,Synpr
ENSMUSG00000031835,-0.060953151532611896,8.4990178141192e-35,1.059604353690421e-34,-0.07063167260247316,-0.051263154864862666,Mbtps1
ENSMUSG00000057637,-0.06095890558336536,8.377311915522808e-35,1.0444838622278894e-34,-0.07063741929752688,-0.05126891519608564,Prdm2
ENSMUSG00000048776,-0.060962712486894916,8.29774412404899e-35,1.0346158840772475e-34,-0.07064122133414226,-0.05127272625515393,Pthlh
ENSMUSG00000003380,-0.06096948086216679,8.158128534805445e-35,1.0172593793120532e-34,-0.07064798105572878,-0.051279502019343996,Rabac1
ENSMUSG00000021743,-0.06099292753059669,7.692282021596151e-35,9.592204184784839e-35,-0.07067139773961953,-0.05130297429099411,Fezf2
ENSMUSG00000038199,-0.06101847637698223,7.214716377104059e-35,8.997598236941071e-35,-0.0706969139009715,-0.05132855104831791,4931409K22Rik
ENSMUSG00000072754,-0.06104694293668252,6.717237963536573e-35,8.37803538129286e-35,-0.07072534402804419,-0.05135704872139547,Lrcol1
ENSMUSG00000016181,-0.061048452094255586,6.691836945742841e-35,8.346778129032627e-35,-0.07072685125369886,-0.05135855952888788,Diexf
ENSMUSG00000042165,-0.061056446117161635,6.558870573739129e-35,8.181343815802627e-35,-0.07073483504247664,-0.051366562292173075,Gm9774
ENSMUSG00000026931,-0.06106987592224624,6.341373016413486e-35,7.910445599989021e-35,-0.07074824765163067,-0.05138000678372838,1700019N19Rik
ENSMUSG00000060534,-0.06110125925245275,5.860652221893726e-35,7.311149502156129e-35,-0.07077959078402242,-0.05141142444758753,Dcc
ENSMUSG00000078532,-0.06112057704635243,5.582936173779056e-35,6.965761202288006e-35,-0.07079888382492999,-0.051430763384868405,Nkain1
ENSMUSG00000063446,-0.06112909319218554,5.464697138681681e-35,6.818582311780893e-35,-0.07080738905623953,-0.051439288853955704,Plppr1
ENSMUSG00000036893,-0.06114997869126773,5.185148322020575e-35,6.470103761041327e-35,-0.07082824778194158,-0.05146019722391624,Ehmt1
ENSMUSG00000021234,-0.06117891398592745,4.821185553345811e-35,6.016251471702484e-35,-0.07085714597010205,-0.05148916421850127,Fam161b
ENSMUSG00000049422,-0.06121557072906008,4.3963332780791023e-35,5.486645384201602e-35,-0.07089375568145491,-0.051525861144166685,Chchd10
ENSMUSG00000033106,-0.061233151951649314,4.205978787588735e-35,5.249882622922146e-35,-0.07091131433751877,-0.05154346164829435,Slc7a6os
ENSMUSG00000085456,-0.06126827021465748,3.8499212436073243e-35,4.8061863208952574e-35,-0.07094638750623071,-0.05157861844394434,Gm15398
ENSMUSG00000104367,-0.06129183432508878,3.627965731972903e-35,4.5293305528017244e-35,-0.07096992134528658,-0.05160220842297461,Gm38079
ENSMUSG00000074623,-0.06131992608557509,3.379920637011399e-35,4.2200880532904733e-35,-0.07099797700392284,-0.05163033103662764,Gm826
ENSMUSG00000110016,-0.06132451006513783,3.3410758252576457e-35,4.1717995047411746e-35,-0.07100255509097604,-0.05163492005223131,Gm20751
ENSMUSG00000002341,-0.0613357901779819,3.247366151853501e-35,4.0549961224853607e-35,-0.07101382070198164,-0.051646212559349036,Ncan
ENSMUSG00000006476,-0.061371749492902285,2.965719037486555e-35,3.703679237455234e-35,-0.07104973377072614,-0.05168221140190256,Nsmf
ENSMUSG00000062991,-0.06139128823468751,2.8230034162575364e-35,3.5258103507963694e-35,-0.07106924737381215,-0.05170177163185818,Nrg1
ENSMUSG00000057003,-0.06139436015776476,2.801194767487799e-35,3.498750263588566e-35,-0.07107231534385508,-0.05170484693402817,Myh4
ENSMUSG00000109419,-0.06139567280150198,2.7919269772227064e-35,3.487352011842282e-35,-0.07107362629839072,-0.05170616102171987,Gm45163
ENSMUSG00000037709,-0.06141083406706694,2.6870653301391496e-35,3.3565417443691883e-35,-0.07108876805095776,-0.05172133896764442,Fam13a
ENSMUSG00000021012,-0.06141380592094734,2.666974193412025e-35,3.331614449814391e-35,-0.07109173607945135,-0.05172431409167048,Zc3h14
ENSMUSG00000097566,-0.0614596915292296,2.375053076411777e-35,2.9670942416965323e-35,-0.07113756260177322,-0.051770250213033144,A930024N18Rik
ENSMUSG00000033730,-0.06146354981759425,2.3520053886769628e-35,2.938600391979889e-35,-0.07114141592003669,-0.05177411275065561,Egr3
ENSMUSG00000105092,-0.061465624375903,2.339704913400141e-35,2.9233809177506497e-35,-0.07114348780585845,-0.0517761895938624,Gm42468
ENSMUSG00000035171,-0.0614835614158019,2.2359832761789214e-35,2.7939264795534063e-35,-0.07116140173542576,-0.05179414639293496,1110059E24Rik
ENSMUSG00000035383,-0.061485525505410456,2.224907130871119e-35,2.7802280067766546e-35,-0.07116336329409473,-0.051796112646535705,Pmch
ENSMUSG00000027886,-0.06152299504957741,2.0237431903528784e-35,2.5292411712671863e-35,-0.07120078454041,-0.051833623488237085,1700013F07Rik
ENSMUSG00000110843,-0.06156351881737018,1.8264845621585808e-35,2.2828267649214762e-35,-0.07124125604282461,-0.051874191950589996,RP24-165I13.1
ENSMUSG00000050050,-0.06157250326295436,1.7854072800506825e-35,2.231600037662493e-35,-0.07125022889643814,-0.05188318630964902,Ccdc158
ENSMUSG00000046016,-0.06160718771840891,1.635260953463199e-35,2.0441386349691187e-35,-0.07128486858639084,-0.05191790905082468,Olfr1364
ENSMUSG00000097792,-0.06162674606062508,1.5561983254479623e-35,1.945505437466183e-35,-0.07130440167533444,-0.0519374889924436,Gm27042
ENSMUSG00000049625,-0.06163288592781591,1.5321708288649407e-35,1.915564629305022e-35,-0.07131053361334201,-0.05194363564177941,Tifab
ENSMUSG00000056643,-0.06163578359440605,1.5209596136324612e-35,1.9016448761982066e-35,-0.07131342753755651,-0.05194653650940955,Chst13
ENSMUSG00000055003,-0.061653471626817447,1.4542696577779618e-35,1.8183555020250823e-35,-0.07133109272210181,-0.051964244085260826,Lrtm2
ENSMUSG00000025358,-0.06167558081665729,1.3749823303077653e-35,1.7193056365529032e-35,-0.07135317334467123,-0.051986377712027985,Cdk2
ENSMUSG00000056025,-0.06169567215914773,1.3066639216716615e-35,1.634128596418227e-35,-0.07137323871892456,-0.05200649126940758,Clca3a1
ENSMUSG00000097869,-0.0617206084178363,1.2265446912886731e-35,1.5340868701232555e-35,-0.07139814273638558,-0.05203145511091588,C230021G24Rik
ENSMUSG00000059230,-0.06174654609099743,1.1483849951077166e-35,1.4364026898917244e-35,-0.07142404686074241,-0.05205742148744282,Defb4
ENSMUSG00000026572,-0.06174817383940754,1.1436484432429707e-35,1.430551078994366e-35,-0.07142567250332352,-0.05205905103760244,Tbx19
ENSMUSG00000026923,-0.061777217608911084,1.062324470525978e-35,1.3288933815842366e-35,-0.07145467869006576,-0.05208812696423553,Notch1
ENSMUSG00000005043,-0.061786312368916144,1.0380602235879901e-35,1.2986728463455965e-35,-0.07146376167804745,-0.052097231797294904,Sgsh
ENSMUSG00000018849,-0.06178939835526443,1.0299527824581678e-35,1.288595633658425e-35,-0.0714668436696097,-0.05210032120194524,Wwc1
ENSMUSG00000017858,-0.06184271689750286,8.994067045238192e-36,1.1253813785276122e-35,-0.07152009316222002,-0.052153698833638164,Ift52
ENSMUSG00000021094,-0.06184866296555847,8.859083561086409e-36,1.1085480841536797e-35,-0.07152603152646266,-0.05215965149476349,Dhrs7
ENSMUSG00000104875,-0.06185128205328926,8.800267309070434e-36,1.1012444595937682e-35,-0.07152864722064732,-0.05216227348678778,Gm43397
ENSMUSG00000087225,-0.06187494301795558,8.286200146998416e-36,1.037073895137407e-35,-0.07155227752182182,-0.05218596069503598,Gm14014
ENSMUSG00000085378,-0.06188138861847589,8.151408204461044e-36,1.0202557821978361e-35,-0.0715587147672658,-0.05219241344658987,Gm11415
ENSMUSG00000051378,-0.0619122275507681,7.536045627855665e-36,9.432831621468891e-36,-0.07158951371359619,-0.05222328660414983,Kif18b
ENSMUSG00000023991,-0.06193755787483203,7.06530465905868e-36,8.84450925351597e-36,-0.0716148111803921,-0.052248645053842385,Foxp4
ENSMUSG00000024776,-0.06196471987941008,6.592952116083347e-36,8.25404927612454e-36,-0.07164193793790202,-0.052275837231746,Stambpl1
ENSMUSG00000022684,-0.06196527548446511,6.58362498550104e-36,8.242792485671675e-36,-0.07164249282182075,-0.0522763934541533,Bfar
ENSMUSG00000086013,-0.06197410931326996,6.437077883717714e-36,8.059724422511975e-36,-0.07165131518413213,-0.0522852370993429,Gm15706
ENSMUSG00000037553,-0.06197598517307697,6.406378399824931e-36,8.021695352534768e-36,-0.07165318860883921,-0.05228711504385067,Zdhhc18
ENSMUSG00000052291,-0.06200128913093319,6.006208107948069e-36,7.521008898166012e-36,-0.07167845971233026,-0.05231244712947109,5330438D12Rik
ENSMUSG00000023960,-0.062005351726099195,5.9443161965181175e-36,7.443887139493667e-36,-0.07168251703151238,-0.052316514241761036,Enpp5
ENSMUSG00000039742,-0.06200563481065693,5.940027218586842e-36,7.438895601670194e-36,-0.07168279974842381,-0.05231679764108719,Fam71f1
ENSMUSG00000047733,-0.062007164111410384,5.916910101737078e-36,7.410323241065534e-36,-0.07168432706302386,-0.05231832864233339,Tmem262
ENSMUSG00000063590,-0.062018418973165526,5.749507828408367e-36,7.201036382343633e-36,-0.07169556730632212,-0.052329596020235666,Slc22a28
ENSMUSG00000040620,-0.06203602638758953,5.497011514247141e-36,6.885145735016622e-36,-0.07171315184630084,-0.05234722302021181,Dhx33
ENSMUSG00000050440,-0.06203815465539055,5.4672477571024495e-36,6.84856463940711e-36,-0.0717152773487827,-0.052349353655793816,Hamp
ENSMUSG00000045657,-0.062095855730561395,4.71858100301306e-36,5.911046522066261e-36,-0.07177290341780494,-0.05240711895927713,Pcdhb10
ENSMUSG00000041782,-0.06210066532541471,4.66098449798178e-36,5.8391923356693875e-36,-0.0717777067577056,-0.05241193391072176,Lad1
ENSMUSG00000042772,-0.062123269898499506,4.399507487221035e-36,5.5119001799382996e-36,-0.07180028192718063,-0.05243456366523753,Smg7
ENSMUSG00000031015,-0.062166439562466036,3.939978135848502e-36,4.9366850314545756e-36,-0.0718433954093003,-0.05247778144773653,Swap70
ENSMUSG00000109572,-0.06220619440683739,3.559131182640195e-36,4.460177051663029e-36,-0.07188309848395433,-0.052517580636453676,Cfap99
ENSMUSG00000024426,-0.06222140536881245,3.423292295459723e-36,4.290167548268446e-36,-0.07189828962973623,-0.052532808573562545,Atat1
ENSMUSG00000023078,-0.06225856321049456,3.112739164042924e-36,3.901570959545736e-36,-0.0719353990448865,-0.052570007901611274,Cxcl13
ENSMUSG00000061802,-0.06227039551321106,3.0198533988288305e-36,3.785532556318056e-36,-0.07194721592134766,-0.05258185342062225,Armc4
ENSMUSG00000014599,-0.0622768139527686,2.970625225928902e-36,3.724202948682925e-36,-0.07195362599178746,-0.052588279030507105,Csf1
ENSMUSG00000010110,-0.06234465796546417,2.4966238689959206e-36,3.130278277580832e-36,-0.07202138149258525,-0.05265619888385683,Stx5a
ENSMUSG00000042207,-0.06235615887215384,2.424080999608239e-36,3.039478918460829e-36,-0.07203286738589823,-0.05266771265592815,Kdm5b
ENSMUSG00000032649,-0.06240164302476634,2.1571407643667354e-36,2.705047246883502e-36,-0.07207829213798346,-0.052713247714200225,Colgalt2
ENSMUSG00000074521,-0.06241418853658851,2.088798233259411e-36,2.619613537466673e-36,-0.07209082125879406,-0.05272580727399171,Gm14327
ENSMUSG00000026285,-0.062448314144907785,1.9135915605095903e-36,2.400127713595477e-36,-0.07212490226573712,-0.05275997111032939,Pdcd1
ENSMUSG00000074619,-0.06250310041087535,1.6623545341812693e-36,2.0856522317552518e-36,-0.0721796168800708,-0.052814818796125255,1700034I23Rik
ENSMUSG00000008398,-0.06250956272175348,1.6349710168107594e-36,2.0514006748128455e-36,-0.07218607073544452,-0.05282128835562978,Elk3
ENSMUSG00000108084,-0.06251391595890686,1.6167777025633226e-36,2.028677168361767e-36,-0.07219041827621951,-0.052825646476168206,Gm7932
ENSMUSG00000097240,-0.06251419625364353,1.6156131960713662e-36,2.027319594702248e-36,-0.07219069820416714,-0.05282592708534725,Gm26614
ENSMUSG00000027351,-0.06252377306972695,1.5763224182648504e-36,1.9781174553150322e-36,-0.07220026248727178,-0.0528355146458862,Spred1
ENSMUSG00000108504,-0.0625940390651413,1.3156620500339017e-36,1.6514383769137198e-36,-0.07227043647261931,-0.05290585952900373,Gm4265
ENSMUSG00000035278,-0.06260492993891159,1.2792907421826605e-36,1.6058666752936592e-36,-0.07228131307671971,-0.05291676263857528,Plekhj1
ENSMUSG00000068327,-0.06260560473118101,1.2770703616346707e-36,1.6031614438518475e-36,-0.07228198698477288,-0.052917438189043896,Tlx2
ENSMUSG00000022521,-0.06263456015161488,1.1853168055296955e-36,1.4882075279654862e-36,-0.07231090445505363,-0.052946426152253936,Crebbp
ENSMUSG00000039099,-0.0626460522185866,1.150744488483237e-36,1.4448746385005849e-36,-0.0723223814555448,-0.05295793113959819,Wdr93
ENSMUSG00000050896,-0.06266731332731554,1.0894042666129378e-36,1.3679258197658082e-36,-0.0723436146834998,-0.052979216158679364,Rtn4rl2
ENSMUSG00000085035,-0.06267408767033594,1.0705508947307358e-36,1.3443210703472292e-36,-0.07235038014113687,-0.052985998122010096,Gm12031
ENSMUSG00000109850,-0.06271175515142527,9.714835708548171e-37,1.220044226681712e-36,-0.07238799820045519,-0.05302370799072542,Rnf170
ENSMUSG00000079261,-0.06271526073324435,9.627408177567214e-37,1.2091264288486892e-36,-0.07239149918136116,-0.053027217518819274,Gm15217
ENSMUSG00000028641,-0.06271529058979239,9.626666937842955e-37,1.2090951844583602e-36,-0.07239152899872284,-0.053027247408978205,P3h1
ENSMUSG00000048775,-0.062747503311258,8.859088587166864e-37,1.1128023278017028e-36,-0.07242369943130829,-0.05305949640390624,Serpinb13
ENSMUSG00000097050,-0.06275522878377197,8.684237439934859e-37,1.0908948458699445e-36,-0.0724314147588239,-0.053067230578771406,Gm9918
ENSMUSG00000036257,-0.06276823599483919,8.39755937359357e-37,1.0549909314868204e-36,-0.07244440488636042,-0.053080252444425095,Pnpla8
ENSMUSG00000056666,-0.06281954535899864,7.35555824229944e-37,9.24178219973061e-37,-0.07249564682933848,-0.05313161964846089,Retsat
ENSMUSG00000035566,-0.06284328143539838,6.918031374274034e-37,8.69250288132938e-37,-0.07251935169893929,-0.053155382499343234,Pcdh17
