,Spinal cord_corr,Spinal cord_pval,Spinal cord_qval,Spinal cord_ci_low,Spinal cord_ci_high,gene_annotation
ENSMUSG00000027601,-0.03911987668013923,1.370386471223457e-31,3.4535949375591155e-31,-0.045668154760900026,-0.03256823681587658,Mtfr1
ENSMUSG00000049133,-0.03912346020088438,1.353187065144724e-31,3.4111093147081526e-31,-0.04567173628888484,-0.03257182202237476,Flg2
ENSMUSG00000039238,-0.039135799945895014,1.2955847502327252e-31,3.266729072699761e-31,-0.04568406917059775,-0.03258416757351474,Zfp750
ENSMUSG00000037451,-0.03914015996151164,1.2758196378264156e-31,3.217704004606344e-31,-0.04568842676072062,-0.03258852964109539,Slc22a20
ENSMUSG00000036390,-0.03915347409968634,1.2172972026712195e-31,3.0716558230411798e-31,-0.04570173349064573,-0.03260185004687789,Gadd45a
ENSMUSG00000029311,-0.03915909549638915,1.1933958558209533e-31,3.0128650740241182e-31,-0.045707351758794604,-0.03260747409054238,Hsd17b11
ENSMUSG00000111180,-0.039165958741911915,1.164845238103019e-31,2.941528379048028e-31,-0.045714211184058454,-0.03261434056834191,RP23-9A12.5
ENSMUSG00000028786,-0.03917253414278065,1.1381284357791773e-31,2.874787662993628e-31,-0.0457207829243108,-0.032620919066505744,Tmem54
ENSMUSG00000073490,-0.03917322414011747,1.1353603939338588e-31,2.8685204495549744e-31,-0.04572147253748373,-0.032621609388893746,Ifi207
ENSMUSG00000001583,-0.03917704599154863,1.1201489920294922e-31,2.8308036189777413e-31,-0.045725292260942435,-0.0326254330408759,Tnk1
ENSMUSG00000066671,-0.03917865738973358,1.1137962470268647e-31,2.815460685103298e-31,-0.04572690276185799,-0.03262704519828039,Olfr220
ENSMUSG00000027763,-0.03917890984520626,1.1128042177612056e-31,2.813664267411392e-31,-0.045727155076753664,-0.03262729777270201,Mbnl1
ENSMUSG00000019988,-0.039179927318121054,1.108814920539487e-31,2.8042865972167096e-31,-0.04572817198309157,-0.03262831572502597,Nedd1
ENSMUSG00000037224,-0.039184734104371476,1.0901596755881298e-31,2.7578033786696935e-31,-0.04573297609251328,-0.03263312477630411,Zfyve28
ENSMUSG00000022123,-0.03918491798563687,1.089452250629859e-31,2.7567111605006553e-31,-0.04573315987137189,-0.032633308744223065,Scel
ENSMUSG00000049565,-0.03918824845491628,1.076717923132207e-31,2.7251782412862743e-31,-0.04573648848577617,-0.032636640783054074,Aknad1
ENSMUSG00000035804,-0.03919087281356864,1.0667876685704493e-31,2.700728274861897e-31,-0.045739111382712985,-0.03263926637859159,Ins1
ENSMUSG00000024806,-0.03919729762918181,1.042859078900877e-31,2.640818128389155e-31,-0.04574553261945061,-0.03264569422266304,Mlana
ENSMUSG00000058251,-0.03920132361228927,1.0281370872915343e-31,2.604197282906622e-31,-0.04574955635965101,-0.03264972210376995,Olfr822
ENSMUSG00000047117,-0.03920488673329182,1.0152798962853078e-31,2.5722824836212512e-31,-0.04575311749543339,-0.032653286904738905,Ankdd1b
ENSMUSG00000043782,-0.03920530875327889,1.0137676891524792e-31,2.569102101248047e-31,-0.04575353928027777,-0.03265370912371409,Ccdc64b
ENSMUSG00000030894,-0.039210311700041946,9.960103238824616e-32,2.52474099843463e-31,-0.045758539439302116,-0.03265871442961222,Tpp1
ENSMUSG00000043153,-0.03921069828695618,9.946511034594663e-32,2.5219348464996613e-31,-0.045758925810789,-0.03265910119883485,Ispd
ENSMUSG00000039904,-0.039224112576162616,9.486107364129869e-32,2.4058096282348135e-31,-0.04577233262360668,-0.03267252181522729,Gpr37
ENSMUSG00000037813,-0.0392319830128775,9.225894466039759e-32,2.340409555058285e-31,-0.04578019867267397,-0.03268039596533082,D630003M21Rik
ENSMUSG00000086644,-0.039236721630856654,9.07265695527614e-32,2.302120516436473e-31,-0.04578493464855473,-0.032685136819452384,Gm13470
