,Endothelium_corr,Endothelium_pval,Endothelium_qval,Endothelium_ci_low,Endothelium_ci_high,gene_annotation
ENSMUSG00000090019,0.8595447576826408,0.0,0.0,0.8578216832975063,0.861248509525451,Gimap1
ENSMUSG00000054435,0.857938864079234,0.0,0.0,0.856197612439861,0.8596606256138078,Gimap4
ENSMUSG00000031871,0.8377548582429618,0.0,0.0,0.8357880759417026,0.839700141125077,Cdh5
ENSMUSG00000030787,0.8275098931663204,0.0,0.0,0.8254307155517207,0.8295666191810097,Lyve1
ENSMUSG00000034845,0.8268013616253524,0.0,0.0,0.8247144626139611,0.8288657448496529,Plvap
ENSMUSG00000026712,0.8252092012682707,0.0,0.0,0.8231049757214789,0.8272907675729868,Mrc1
ENSMUSG00000001946,0.8157063215857898,0.0,0.0,0.8134993847848053,0.817889765321705,Esam
ENSMUSG00000044258,0.8115613829437106,0.0,0.0,0.8093100229578001,0.813788898111206,Ctla2a
ENSMUSG00000059588,0.8096685666005902,0.0,0.0,0.8073969966226832,0.811916133526471,Calcrl
ENSMUSG00000020154,0.8072524933328552,0.0,0.0,0.8049551958305395,0.8095255879829232,Ptprb
ENSMUSG00000024440,0.8072018079447549,0.0,0.0,0.8049039715530848,0.8094754373187724,Pcdh12
ENSMUSG00000109827,0.8050341800786891,0.0,0.0,0.8027133294170553,0.8073306465849579,Gm6213
ENSMUSG00000074874,0.804890092023738,0.0,0.0,0.8025677137616688,0.8071880744249198,Ctla2b
ENSMUSG00000001029,0.8045184250619976,0.0,0.0,0.8021921077188404,0.8068203163903729,Icam2
ENSMUSG00000058396,0.8021604601233348,0.0,0.0,0.7998091949825877,0.8044871092800707,Gpr182
ENSMUSG00000054690,0.7979619122378051,0.0,0.0,0.7955664089727592,0.8003324669606694,Emcn
ENSMUSG00000028978,0.797338549264509,0.0,0.0,0.7949364979475861,0.7997156032842317,Nos3
ENSMUSG00000022221,0.7969891171611462,0.0,0.0,0.7945833975360156,0.7993698122289759,Ripk3
ENSMUSG00000054641,0.796261116007867,0.0,0.0,0.7938477591159605,0.7986493917106159,Mmrn1
ENSMUSG00000022220,0.7956482870181152,0.0,0.0,0.793228506575491,0.7980429387680242,Adcy4
ENSMUSG00000046768,0.7949842964433064,0.0,0.0,0.7925575618337753,0.7973858510649382,Rhoj
ENSMUSG00000027474,0.794938834620794,0.0,0.0,0.7925116240912556,0.7973408616569989,Ccm2l
ENSMUSG00000031805,0.7879111943071485,0.0,0.0,0.7854107456785643,0.790385927733903,Jak3
ENSMUSG00000022579,0.786508851102833,0.0,0.0,0.7839938668103341,0.7889980165036137,Gpihbp1
ENSMUSG00000039167,0.7861590417078353,0.0,0.0,0.783640435630501,0.7886518031529187,Adgrl4
ENSMUSG00000000489,0.7817077871841686,0.0,0.0,0.7791432369935469,0.7842461695300591,Pdgfb
ENSMUSG00000008398,0.7813930509236131,0.0,0.0,0.7788252621410354,0.7839346493112834,Elk3
ENSMUSG00000002699,0.7794194046320095,0.0,0.0,0.7768313373926945,0.781981140979527,Lcp2
ENSMUSG00000038188,0.7791130423759766,0.0,0.0,0.7765218320353604,0.7816779001566303,Scarf1
ENSMUSG00000026288,0.7781538598887515,0.0,0.0,0.7755528169711943,0.7807284826501297,Inpp5d
ENSMUSG00000029084,0.7764336052446661,0.0,0.0,0.773814958705094,0.7790257113228471,Cd38
ENSMUSG00000044562,0.7732584408816027,0.0,0.0,0.7706074059478103,0.775882716414698,Rasip1
ENSMUSG00000046916,0.7695296626644291,0.0,0.0,0.7668407636395992,0.772191550314339,Myct1
ENSMUSG00000024349,0.7677284584199429,0.0,0.0,0.7650213353032165,0.7704084504252386,Tmem173
ENSMUSG00000042286,0.7662047842611602,0.0,0.0,0.7634822787650172,0.7689000583627943,Stab1
ENSMUSG00000000530,0.765274507450777,0.0,0.0,0.7625426254706114,0.7679790972605252,Acvrl1
ENSMUSG00000033191,0.764409611181842,0.0,0.0,0.7616690220436919,0.7671228519518567,Tie1
ENSMUSG00000026814,0.7641495350716985,0.0,0.0,0.7614063296214036,0.7668653753128514,Eng
ENSMUSG00000030123,0.7589061679039257,0.0,0.0,0.7561104074190225,0.7616742293313047,Plxnd1
ENSMUSG00000016087,0.7556085362302827,0.0,0.0,0.7527799106459955,0.7584092583187273,Fli1
ENSMUSG00000064262,0.7537713408463412,0.0,0.0,0.7509244680825363,0.7565901980582215,Gimap8
ENSMUSG00000009654,0.7527313272231899,0.0,0.0,0.7498741448794201,0.7555604311640816,Oit3
ENSMUSG00000050919,0.7519810475988358,0.0,0.0,0.7491164367303017,0.7548175349840867,Zfp366
ENSMUSG00000006386,0.7517635980286492,0.0,0.0,0.7488968355911352,0.7546022239583344,Tek
ENSMUSG00000002885,0.7513270745289259,0.0,0.0,0.7484559947817321,0.7541699916773146,Adgre5
ENSMUSG00000040552,0.7489733807976127,0.0,0.0,0.7460790662444078,0.7518393933449001,C3ar1
ENSMUSG00000110647,0.7475528023711024,0.0,0.0,0.744644500080487,0.7504327195535859,RP23-381H23.1
ENSMUSG00000060791,0.7465661371519223,0.0,0.0,0.7436481354657295,0.7494556964697494,Gmfg
ENSMUSG00000033036,0.7462356033153696,0.0,0.0,0.743314355220294,0.7491283899437972,Gm7879
ENSMUSG00000085452,0.7461526841459061,0.0,0.0,0.7432306218706681,0.7490462801700235,4930554G24Rik
ENSMUSG00000027435,0.7452576850603753,0.0,0.0,0.7423268406496594,0.7481600117466979,Cd93
ENSMUSG00000041445,0.744127527117632,0.0,0.0,0.7411856083223393,0.7470408636311656,Mmrn2
ENSMUSG00000011263,0.7434749195535594,0.0,0.0,0.7405266136206274,0.7463946061497981,Exoc3l2
ENSMUSG00000050234,0.7433440953767301,0.0,0.0,0.7403945097363196,0.7462650542719556,Gja4
ENSMUSG00000043251,0.7419931008415547,0.0,0.0,0.7390303132495463,0.744927185566437,Exoc3l
ENSMUSG00000108025,0.7416398072107119,0.0,0.0,0.7386735712326781,0.7445773205306606,Gm43998
ENSMUSG00000026480,0.7413421552207183,0.0,0.0,0.7383730152466145,0.7442825558998413,Ncf2
ENSMUSG00000020787,0.7403909956079379,0.0,0.0,0.7374125836972089,0.7433406152870851,P2rx1
ENSMUSG00000041378,0.740081892571616,0.0,0.0,0.7371004701068089,0.7430345056762675,Cldn5
ENSMUSG00000009687,0.7378239500380602,0.0,0.0,0.73482057459322,0.7407983921082395,Fxyd5
ENSMUSG00000039005,0.7364442061881975,0.0,0.0,0.7334274495086768,0.7394319546690356,Tlr4
ENSMUSG00000026921,0.7350146190707327,0.0,0.0,0.7319840244897792,0.7380161286896533,Egfl7
ENSMUSG00000022623,0.7319162734274095,0.0,0.0,0.7288557813183186,0.734947516865723,Shank3
ENSMUSG00000047867,0.7305808711122261,0.0,0.0,0.7275075324247788,0.7336248916894835,Gimap6
ENSMUSG00000022469,0.7294502380440143,0.0,0.0,0.7263660412148127,0.7325050584974042,Rapgef3
ENSMUSG00000038855,0.729131867349449,0.0,0.0,0.7260446160871363,0.7321897259160762,Itpkb
ENSMUSG00000032766,0.7290315491434549,0.0,0.0,0.7259433357126193,0.7320903647441418,Gng11
ENSMUSG00000016494,0.7275379392737634,0.0,0.0,0.7244354162262082,0.7306109884934409,Cd34
ENSMUSG00000034911,0.7262685648664443,0.0,0.0,0.723153903842382,0.7293536881333627,Ushbp1
ENSMUSG00000056917,0.7256122028251587,0.0,0.0,0.7224912739653471,0.7287035611086881,Sipa1
ENSMUSG00000000317,0.7256007876527892,0.0,0.0,0.7224797498361407,0.7286922543238074,Bcl6b
ENSMUSG00000001123,0.7252024811239905,0.0,0.0,0.7220776425917809,0.7282977286750336,Lgals9
ENSMUSG00000054404,0.724275063035913,0.0,0.0,0.7211413830878186,0.7273791060478937,Slfn5
ENSMUSG00000043008,0.7211072178817289,0.0,0.0,0.7179434240305526,0.7242412202490194,Klhl6
ENSMUSG00000030159,0.7206086565556253,0.0,0.0,0.7174401354854084,0.7237473621597167,Clec1b
ENSMUSG00000078945,0.7193269844549129,0.0,0.0,0.7161463261096801,0.7224777661062836,Naip2
ENSMUSG00000022667,0.718228232087659,0.0,0.0,0.7150371860966095,0.7213893493813439,Cd200r1
ENSMUSG00000046207,0.714041277878684,0.0,0.0,0.7108107955081595,0.7172416374833908,Pik3r6
ENSMUSG00000035459,0.7122619923639743,0.0,0.0,0.7090148217581135,0.7154789596922334,Stab2
ENSMUSG00000070942,0.7119768156616564,0.0,0.0,0.7087269742494048,0.7151964410005542,Il1rl2
ENSMUSG00000030263,0.711592894005994,0.0,0.0,0.7083394587059366,0.7148160960535259,Lrmp
ENSMUSG00000028041,0.7114635585349802,0.0,0.0,0.7082089129681318,0.7146879650741849,Adam15
