,Mesenchyme_1_corr,Mesenchyme_1_pval,Mesenchyme_1_qval,Mesenchyme_1_ci_low,Mesenchyme_1_ci_high,gene_annotation
ENSMUSG00000022241,0.5440744435806942,0.0,0.0,0.5394397749780759,0.5486761463996268,Tars
ENSMUSG00000020419,0.5303082919967557,0.0,0.0,0.5255766815641212,0.5350070957048286,Hormad2
ENSMUSG00000039176,0.5298173562374,0.0,0.0,0.5250823350141782,0.5345195773748964,Polg
ENSMUSG00000022863,0.5172153833991531,0.0,0.0,0.5123939032069201,0.5220042563192665,Btg3
ENSMUSG00000008226,0.5032748664268735,0.0,0.0,0.49836019590352426,0.5081571923430044,Scrn3
ENSMUSG00000004988,0.5031528890728576,0.0,0.0,0.49823741451374964,0.5080360215479605,Fxyd4
ENSMUSG00000033323,0.4990229428396493,0.0,0.0,0.4940803613291952,0.5039332699730789,Ctdp1
ENSMUSG00000032387,0.4934893173742103,0.0,0.0,0.4885107700894177,0.49843573468226643,Rbpms2
ENSMUSG00000052684,0.49329645009771317,0.0,0.0,0.48831665658888096,0.4982441181068538,Jun
ENSMUSG00000027009,0.47309020869898355,0.0,0.0,0.4679825811952157,0.4781662315423273,Itga4
ENSMUSG00000043336,0.4692219619392986,0.0,0.0,0.464090478793679,0.4743219516394538,Filip1l
ENSMUSG00000020363,0.446281541663625,0.0,0.0,0.4410126551846713,0.4515196677505945,Gfpt2
ENSMUSG00000068798,0.44611912228341993,0.0,0.0,0.4408492878171691,0.4513582019874793,Rap1a
ENSMUSG00000036693,0.44310000374349234,0.0,0.0,0.4378126112619244,0.4483567472158388,Nop14
ENSMUSG00000004393,0.4412384205645765,0.0,0.0,0.43594026196535746,0.44650599640206057,Ddx56
ENSMUSG00000027193,0.4366852957107965,0.0,0.0,0.4313609982260851,0.44197917578486434,Api5
ENSMUSG00000072889,0.4324567936563956,0.0,0.0,0.427108466591265,0.43777486106082075,Nfxl1
ENSMUSG00000028613,0.4268819579760695,0.0,0.0,0.4215023120007412,0.4322315583634739,Lrp8
ENSMUSG00000032177,0.4250962216009243,0.0,0.0,0.4197066304758961,0.4304558371630328,Pde4a
ENSMUSG00000031073,0.42428676396028925,0.0,0.0,0.4188926786876842,0.4296509056424021,Fgf15
ENSMUSG00000079426,0.42339679218359844,0.0,0.0,0.4179977757495815,0.4287659003454219,Arpc4
ENSMUSG00000031732,0.4208993511779666,0.0,0.0,0.4154865528652631,0.4262823412524337,Phlpp2
ENSMUSG00000028478,0.4182294949835124,0.0,0.0,0.41280205458724334,0.4236272355805882,Clta
ENSMUSG00000060860,0.41615891206775124,0.0,0.0,0.41072018105533353,0.4215680284403336,Ube2s
ENSMUSG00000021221,0.4142168890515356,0.0,0.0,0.40876761998123345,0.41963662419132736,Dpf3
ENSMUSG00000102252,0.41198133758182465,0.0,0.0,0.4065199994357516,0.41741323570416505,Snrpn
ENSMUSG00000035011,0.4081101751039074,0.0,0.0,0.40262809404059696,0.41356298126720636,Zbtb7a
ENSMUSG00000039745,0.40740957607837386,0.0,0.0,0.4019237621637999,0.41286614531523813,Htatip2
ENSMUSG00000032803,0.40147657954223875,0.0,0.0,0.39595941436043064,0.4069647601050801,Cdv3
ENSMUSG00000006463,0.4013088129774316,0.0,0.0,0.39579076804743185,0.40679788074871553,Zdhhc24
ENSMUSG00000009566,0.3987411910515259,0.0,0.0,0.39320972825010125,0.4042437915976535,Fpgs
ENSMUSG00000027765,0.3954032198267098,0.0,0.0,0.3898544437937609,0.40092328500979657,P2ry1
ENSMUSG00000034509,0.3948589811943502,0.0,0.0,0.38930739629851646,0.40038188014239284,Mad2l1bp
ENSMUSG00000044906,0.393665930392662,0.0,0.0,0.38810820176024496,0.3991950278774709,4930503L19Rik
ENSMUSG00000087006,0.39335579899396317,0.0,0.0,0.3877964763901968,0.39888650474274956,Gm13889
ENSMUSG00000034349,0.39232395002360526,0.0,0.0,0.38675933321630007,0.3978599976699816,Smc4
ENSMUSG00000066571,0.3898061861935597,0.0,0.0,0.3842287103402078,0.3953552101660392,4931406P16Rik
ENSMUSG00000037443,0.38952142909967485,0.0,0.0,0.38394250417374864,0.395071915489483,Cep85
ENSMUSG00000035310,0.38674973207745733,0.0,0.0,0.3811567585314749,0.39231439782933386,Lin54
ENSMUSG00000028557,0.3817933889240518,0.0,0.0,0.37617554683743315,0.3873831608267823,Rnf11
