,Notochord_1_corr,Notochord_1_pval,Notochord_1_qval,Notochord_1_ci_low,Notochord_1_ci_high,gene_annotation
ENSMUSG00000028753,0.6594111040371394,0.0,0.0,0.6556874366271831,0.6631026950018454,Vwa5b1
ENSMUSG00000021940,0.5902950063438868,0.0,0.0,0.5860042125925239,0.5945526975073042,Ptpn20
ENSMUSG00000031595,0.5510163000685462,0.0,0.0,0.5464314694159152,0.5555681048387029,Pdgfrl
ENSMUSG00000074071,0.540421738586464,0.0,0.0,0.5357611025680479,0.5450494458917045,Fam169b
ENSMUSG00000074771,0.5374225798954013,0.0,0.0,0.5327407548505857,0.5420715094497462,Ankef1
ENSMUSG00000032446,0.5272726347568365,0.0,0.0,0.5225199852110122,0.5319925196841422,Eomes
ENSMUSG00000019996,0.5240365237746174,0.0,0.0,0.5192615803663899,0.5287787502135689,Map7
ENSMUSG00000108616,0.5212738708912219,0.0,0.0,0.5164800051565583,0.5260350625775885,Gm35040
ENSMUSG00000058183,0.5069315072790891,0.0,0.0,0.5020410317060264,0.511789564403633,Mmel1
ENSMUSG00000089809,0.5054099113510465,0.0,0.0,0.5005093462877429,0.510278088268793,A930011G23Rik
ENSMUSG00000024376,0.5024001201499704,0.0,0.0,0.4974796879410442,0.5072882259321168,Epb41l4a
ENSMUSG00000043410,0.5004451573911716,0.0,0.0,0.49551188509093097,0.5053461446130252,Hfm1
ENSMUSG00000042567,0.49749908834096973,0.0,0.0,0.49254656206868896,0.5024193937100973,Nek10
ENSMUSG00000097648,0.49722891943599523,0.0,0.0,0.49227463323673476,0.5021509907291019,9330185C12Rik
ENSMUSG00000097119,0.49677941983041146,0.0,0.0,0.49182220765587314,0.5017044271179649,B230354K17Rik
ENSMUSG00000040387,0.49296161973864877,0.0,0.0,0.4879796638727434,0.49791145789981134,Klhl32
ENSMUSG00000110179,0.4925214487245379,0.0,0.0,0.48753665246407973,0.49747413757098047,Gm45256
ENSMUSG00000022701,0.48996574139113686,0.0,0.0,0.4849645040339617,0.4949349320562829,Ccdc191
ENSMUSG00000026429,0.48668464862691385,0.0,0.0,0.48166243054707875,0.4916749003929886,Ube2t
ENSMUSG00000038805,0.4864157318509002,0.0,0.0,0.4813918005239527,0.49140770357206265,Six3
ENSMUSG00000026649,0.481155492360768,0.0,0.0,0.4760982410908612,0.4861809188788672,Cfap126
ENSMUSG00000021311,0.4797145333436142,0.0,0.0,0.47464821855164135,0.48474906152767855,Mtr
ENSMUSG00000030043,0.47827624998747714,0.0,0.0,0.47320091592609514,0.4833198360269548,Tacr1
ENSMUSG00000098340,0.4772335189187676,0.0,0.0,0.4721516631708199,0.48228365493857184,Gm27253
ENSMUSG00000027867,0.47667922401021035,0.0,0.0,0.47159390732628703,0.48173283611550094,Spag17
ENSMUSG00000024521,0.4766141546871713,0.0,0.0,0.47152843198681804,0.48166817459227235,Pmaip1
ENSMUSG00000049624,0.4760038537604339,0.0,0.0,0.47091432566302177,0.481061695840056,Slc17a5
ENSMUSG00000072774,0.4751777677380771,0.0,0.0,0.47008309662013503,0.4802407756935387,Zfp951
ENSMUSG00000042401,0.4735177144273713,0.0,0.0,0.46841273552879537,0.4785910765981986,Crtac1
ENSMUSG00000002668,0.4730053001558314,0.0,0.0,0.4678971468905619,0.47808185116273005,Dennd1c
ENSMUSG00000070695,0.47193605330930544,0.0,0.0,0.46682128734027334,0.4770192474194532,Cntnap5a
ENSMUSG00000000125,0.4712320112719305,0.0,0.0,0.46611289945621615,0.4763195713973709,Wnt3
ENSMUSG00000074646,0.47054753024092,0.0,0.0,0.46542419961557235,0.4756393288998824,6430550D23Rik
ENSMUSG00000031786,0.47017487894429816,0.0,0.0,0.4650492540850344,0.4752689826233054,Drc7
ENSMUSG00000029922,0.46956884811492156,0.0,0.0,0.46443949614362046,0.47466669651909155,Mkrn1
ENSMUSG00000020419,0.4680093267520431,0.0,0.0,0.46287040602610907,0.47311678964453163,Hormad2
ENSMUSG00000022054,0.4679478511627564,0.0,0.0,0.46280855390082404,0.47305569240609807,Nefm
ENSMUSG00000053141,0.4649136248444229,0.0,0.0,0.4597558052298358,0.47004007914798723,Ptprt
ENSMUSG00000045648,0.46350710263830425,0.0,0.0,0.45834073829654964,0.46864214446737207,Vwc2l
ENSMUSG00000026432,0.45981580616680096,0.0,0.0,0.4546271414928605,0.4649732628969273,Avpr1b
ENSMUSG00000001496,0.45901875901541533,0.0,0.0,0.45382530279928057,0.4641810324517583,Nkx2-1
ENSMUSG00000024180,0.4586846681813012,0.0,0.0,0.4534892060405047,0.46384895813487814,Tmem8
ENSMUSG00000030041,0.45741728775794765,0.0,0.0,0.45221422953576246,0.46258921421626714,M1ap
ENSMUSG00000022528,0.45641784950236364,0.0,0.0,0.4512088161139039,0.46159578327186496,Hes1
ENSMUSG00000028262,0.45620101573175564,0.0,0.0,0.4509906877428754,0.46138025110679376,Clca3a2
ENSMUSG00000029254,0.4543417395661299,0.0,0.0,0.4491203363663099,0.4595321106727397,Stap1
ENSMUSG00000026765,0.4542448210426465,0.0,0.0,0.4490228417799662,0.4594357713891465,Lypd6b
ENSMUSG00000047976,0.45411404560970775,0.0,0.0,0.4488912892430624,0.4593057773505387,Kcna1
ENSMUSG00000036264,0.45346557545100163,0.0,0.0,0.4482389690389916,0.4586611785708648,Fstl4
ENSMUSG00000062760,0.45253499675705516,0.0,0.0,0.4473028751129142,0.4577361458956631,1810041L15Rik
ENSMUSG00000022935,0.4524512459513285,0.0,0.0,0.44721862850611194,0.45765289367169726,Grik1
ENSMUSG00000005373,0.4475749802002143,0.0,0.0,0.44231365554856344,0.45280549984378504,Mlxipl
ENSMUSG00000043592,0.4451967953305454,0.0,0.0,0.4399215841729292,0.4504412838109133,Unc5cl
