,Endothelial/Mixed_corr,Endothelial/Mixed_pval,Endothelial/Mixed_qval,Endothelial/Mixed_ci_low,Endothelial/Mixed_ci_high,gene_annotation
ENSMUSG00000106515,-0.09065645314485403,2.364742295778079e-50,2.516869812985235e-50,-0.10248508447888997,-0.07880218748447788,Gm30382
ENSMUSG00000023104,-0.09066438271357327,2.3186772187391777e-50,2.4679482843232447e-50,-0.10249299578084704,-0.07881013311492789,Rfc2
ENSMUSG00000021495,-0.09067181015190572,2.2763398037995965e-50,2.422990326146176e-50,-0.10250040610778077,-0.07881757559926744,Fam193b
ENSMUSG00000063975,-0.09068078535649253,2.226205527174696e-50,2.369728944426323e-50,-0.1025093606334594,-0.07882656898698574,Slco1a5
ENSMUSG00000023036,-0.0906891619947322,2.1804070178377405e-50,2.3210784383434012e-50,-0.10251771797016065,-0.07883496259744453,Pcdhgc4
ENSMUSG00000033420,-0.0908451980146838,1.4798567646878727e-50,1.5753997002391991e-50,-0.1026733941450009,-0.07899131507504982,Antxr1
ENSMUSG00000097927,-0.09085709567828182,1.4367245118447647e-50,1.5295490510282137e-50,-0.10268526434682576,-0.07900323689230555,Gm6999
ENSMUSG00000030428,-0.09086676604389511,1.402590617304044e-50,1.4932745690147386e-50,-0.1026949123891558,-0.07901292689239746,Ttyh1
ENSMUSG00000034037,-0.09088256647382607,1.348547866862256e-50,1.4357999664875156e-50,-0.10271067634024032,-0.07902875940796279,Fgd5
ENSMUSG00000031834,-0.09089381364505598,1.3113466747644884e-50,1.396252376894823e-50,-0.10272189754122586,-0.07904002942225416,Pik3r2
ENSMUSG00000070527,-0.09094040155840687,1.167826881682381e-50,1.2434940410731986e-50,-0.10276837784884493,-0.07908671198816239,Mkrn3
ENSMUSG00000046159,-0.090965163551539,1.0980245828087647e-50,1.1692197405178814e-50,-0.1027930826273132,-0.07911152431133976,Chrm3
ENSMUSG00000047712,-0.09097674959248833,1.0668064425829491e-50,1.1360267079413848e-50,-0.10280464189273124,-0.07912313390656668,Ust
ENSMUSG00000021062,-0.09099623889303422,1.0162739963177543e-50,1.0822623794228369e-50,-0.10282408614597636,-0.07914266283587254,Rab15
ENSMUSG00000062372,-0.09101212986645911,9.768405357805595e-51,1.040313560964878e-50,-0.10283994038253425,-0.07915858612809744,Otof
ENSMUSG00000031023,-0.09101873321081291,9.609058211425204e-51,1.0233878332837878e-50,-0.10284652845946148,-0.07916520290400324,Akip1
ENSMUSG00000044562,-0.09101969839772955,9.585984799853026e-51,1.0209747475533207e-50,-0.10284749141470678,-0.07916617005424867,Rasip1
ENSMUSG00000000938,-0.09103556594250263,9.214471984135594e-51,9.8144859726041e-51,-0.10286332226792112,-0.07918206987908513,Hoxa10
ENSMUSG00000063063,-0.09103824666061212,9.153138273878272e-51,9.74958138395919e-51,-0.10286599678663962,-0.07918475605129614,Ctnna2
ENSMUSG00000029627,-0.09104374399321058,9.0286300147058e-51,9.617377071502312e-51,-0.10287148140564911,-0.07919026456912642,Zkscan14
ENSMUSG00000061024,-0.09104702305002405,8.955167470941145e-51,9.539537996639491e-51,-0.10287475287870039,-0.07919355029806764,Rrs1
ENSMUSG00000032231,-0.0911053862232861,7.742824998910553e-51,8.248799764525378e-51,-0.1029329810275265,-0.0792520322700757,Anxa2
ENSMUSG00000025825,-0.09114174242950622,7.071727507131802e-51,7.534174604256889e-51,-0.10296925308191866,-0.0792884625209134,Iscu
ENSMUSG00000060591,-0.09117362717131962,6.531021316684617e-51,6.958411533034227e-51,-0.1030010639958809,-0.07932041222662702,Ifitm2
ENSMUSG00000041592,-0.09118407088113153,6.363024035410885e-51,6.780008945291557e-51,-0.10301148351843811,-0.07933087722037917,Sdk2
ENSMUSG00000039737,-0.09119054413698843,6.261062360002819e-51,6.671655009018237e-51,-0.10301794178116523,-0.07933736366983211,Prkrip1
ENSMUSG00000052456,-0.0912099490611383,5.96505549450442e-51,6.356512261331273e-51,-0.10303730175433033,-0.07935680815053105,Asna1
ENSMUSG00000005503,-0.09121020516108536,5.961243530843846e-51,6.35272586350441e-51,-0.10303755726096885,-0.07935706477259302,Evx1
ENSMUSG00000064023,-0.09121825002991965,5.842725061646202e-51,6.226694405483877e-51,-0.10304558349140423,-0.07936512604342547,Klk8
ENSMUSG00000072694,-0.09124723744035217,5.434803362399946e-51,5.792216527917848e-51,-0.10307450373086251,-0.0793941725666781,1500011B03Rik
ENSMUSG00000074865,-0.09131016435285996,4.644255612540606e-51,4.9498942437531236e-51,-0.10313728475738303,-0.07945722787269403,Zfp934
ENSMUSG00000030598,-0.09141768202054752,3.549463224250474e-51,3.783217759140336e-51,-0.10324455294448881,-0.07956496513453763,Fbxo17
ENSMUSG00000036862,-0.09142705874115745,3.4671601045842705e-51,3.69565489657693e-51,-0.10325390789461182,-0.07957436101929581,Dchs1
ENSMUSG00000009900,-0.09145801022885797,3.20873875475247e-51,3.420351404796711e-51,-0.10328478750556007,-0.07960537578061891,Wnt3a
ENSMUSG00000028933,-0.09147553121852996,3.0710480017787285e-51,3.2737222360051815e-51,-0.10330226779720077,-0.07962293259833686,Xrcc2
ENSMUSG00000052504,-0.0914813459328784,3.026665198860835e-51,3.2265504738149106e-51,-0.1033080690034244,-0.07962875920461215,Epha3
ENSMUSG00000022391,-0.09155379906448832,2.5243722033301514e-51,2.691202185677893e-51,-0.10338035375216377,-0.07970136058121216,Rangap1
ENSMUSG00000108532,-0.09163909796400237,2.0383948647167487e-51,2.1732020807905518e-51,-0.10346545425481375,-0.0797868341703651,Gm44905
ENSMUSG00000045532,-0.09167240836608007,1.8749919699255788e-51,1.9990795051942334e-51,-0.10349868713315613,-0.07982021283848781,C1ql1
ENSMUSG00000051367,-0.09170388556210383,1.7325881668226353e-51,1.8473315964662935e-51,-0.10353009104762356,-0.07985175456802561,Six1
ENSMUSG00000090125,-0.09174618772937947,1.558028289315863e-51,1.6612833561748924e-51,-0.10357229469476426,-0.07989414349919702,Pou3f1
ENSMUSG00000030410,-0.09179469742366513,1.3793072548618928e-51,1.4707818337185316e-51,-0.10362069135940434,-0.07994275274209449,Dmwd
ENSMUSG00000079614,-0.09180161777203057,1.3555327066167242e-51,1.4454933553185292e-51,-0.10362759557850021,-0.07994968729656769,Seh1l
ENSMUSG00000087373,-0.09184111932285893,1.22743218902497e-51,1.3089482302454531e-51,-0.10366700504116727,-0.07998926995823773,Gm15892
ENSMUSG00000037017,-0.09186928061197026,1.1435375692151649e-51,1.2195349839010827e-51,-0.1036951006564789,-0.0800174890953912,Zscan21
ENSMUSG00000022687,-0.09188668653531108,1.0945648923961269e-51,1.1673583787893535e-51,-0.10371246597873482,-0.0800349307829367,Boc
ENSMUSG00000029086,-0.09189026573834352,1.0847564261742284e-51,1.1569478616607148e-51,-0.10371603683201878,-0.08003851734110946,Prom1
ENSMUSG00000033446,-0.09190238514295163,1.0521896127630013e-51,1.1222624515642386e-51,-0.10372812796159417,-0.08005066165295997,Lpar6
ENSMUSG00000020108,-0.09195628747194892,9.187432817746347e-52,9.799715463607104e-52,-0.10378190449206015,-0.08010467480216604,Ddit4
ENSMUSG00000040649,-0.09195993827037469,9.103400109651629e-52,9.710504387720675e-52,-0.10378554676766605,-0.08010833310894816,Rimklb
ENSMUSG00000024304,-0.09198580283661976,8.529576764287148e-52,9.098808164614967e-52,-0.10381135094377864,-0.08013425087828435,Cdh2
ENSMUSG00000028484,-0.0920922634719643,6.523124460564966e-52,6.959057606491312e-52,-0.10391756284085903,-0.08024093067056097,Psip1
ENSMUSG00000045377,-0.09210466487065729,6.322359648923303e-52,6.74516899580085e-52,-0.10392993524696141,-0.080253357616087,Tmem88
ENSMUSG00000041272,-0.09210680912495171,6.288275786824913e-52,6.709097302195605e-52,-0.10393207448794317,-0.0802555062879105,Tox
ENSMUSG00000015568,-0.09212779415359182,5.964216401051905e-52,6.3636278770425605e-52,-0.10395301044735968,-0.08027653455509734,Lpl
ENSMUSG00000034842,-0.09213377907594418,5.874880661576477e-52,6.268581921035448e-52,-0.10395898137326717,-0.08028253181100042,Art3
ENSMUSG00000048186,-0.09219176472516794,5.075445065030079e-52,5.41580804192353e-52,-0.10401683137209372,-0.08034063699976114,Bend7
ENSMUSG00000025651,-0.09223007080239073,4.607724506454964e-52,4.9169355042803495e-52,-0.10405504779300398,-0.08037902209054258,Uqcrc1
ENSMUSG00000032985,-0.09228215691277135,4.039857806995548e-52,4.311148297359704e-52,-0.10410701193854649,-0.08043121569480871,5730522E02Rik
ENSMUSG00000021313,-0.09228810281547033,3.9796364761319826e-52,4.247067493783902e-52,-0.10411294391421386,-0.08043717387263137,Ryr2
ENSMUSG00000048058,-0.09231217410981998,3.744835548994359e-52,3.996661699583112e-52,-0.10413695881800136,-0.08046129487004347,Ldlrad3
ENSMUSG00000032103,-0.09233161085799448,3.565348218504619e-52,3.805269929608999e-52,-0.1041563500226606,-0.08048077176187234,Pus3
ENSMUSG00000025193,-0.09234340660260376,3.460624903074487e-52,3.693660071307429e-52,-0.10416811812350607,-0.08049259187321504,Cutc
ENSMUSG00000040037,-0.09234802765293192,3.420438955519038e-52,3.6509267557561695e-52,-0.10417272834332918,-0.08049722247025883,Negr1
ENSMUSG00000058567,-0.09235508466060556,3.359964035970717e-52,3.5865326295010235e-52,-0.10417976881028525,-0.08050429405812576,Gm2531
ENSMUSG00000027276,-0.0923608543130402,3.3113129834869155e-52,3.534754624807424e-52,-0.10418552493851674,-0.08051007563188836,Jag1
ENSMUSG00000049100,-0.0923728131567031,3.212695432523458e-52,3.4296316474331904e-52,-0.10419745574784174,-0.08052205918760286,Pcdh10
ENSMUSG00000042099,-0.0924536676234914,2.6184664350023265e-52,2.7953990743619935e-52,-0.10427812058348215,-0.08060308082395296,Kank3
ENSMUSG00000028391,-0.09245514479809654,2.6086963475567144e-52,2.785089912823953e-52,-0.10427959429216478,-0.0806045610541272,Wdr31
ENSMUSG00000031790,-0.09246372179991894,2.552680734439954e-52,2.725405174463809e-52,-0.10428815116858063,-0.08061315579870486,Mmp15
ENSMUSG00000058669,-0.09247268002708607,2.4954537040369697e-52,2.6644218021968115e-52,-0.10429708837395037,-0.08062213255912788,Nkx2-9
ENSMUSG00000053985,-0.092490839361003,2.3833378214178232e-52,2.544825180110046e-52,-0.10431520508846062,-0.08064032946793691,Zfp14
ENSMUSG00000054555,-0.09249103097775578,2.3821819250917567e-52,2.5437015885205415e-52,-0.10431539625545284,-0.08064052148122096,Adam12
ENSMUSG00000058013,-0.09252661469703506,2.1769250181694882e-52,2.324628698942992e-52,-0.10435089643790431,-0.08067617885261401,Sept11
ENSMUSG00000073682,-0.0925389433490075,2.109998160221819e-52,2.2532588765067244e-52,-0.10436319613993583,-0.08068853302982813,Gm10563
ENSMUSG00000023147,-0.09254434691516762,2.0813141177137237e-52,2.2227239764292016e-52,-0.10436858701638933,-0.08069394778467956,Wrb
ENSMUSG00000052105,-0.09255924604278588,2.004219676230655e-52,2.140484644430599e-52,-0.10438345115137475,-0.08070887776623992,Mtcl1
ENSMUSG00000059278,-0.09256737184928031,1.9633784668511313e-52,2.096957896212327e-52,-0.10439155787107843,-0.08071702040234728,Naa38
ENSMUSG00000075012,-0.09259555707734839,1.828032888348669e-52,1.95248894917721e-52,-0.10441967688239624,-0.08074526401798438,Fjx1
ENSMUSG00000040877,-0.0926062678171771,1.7790718862478617e-52,1.9002772535959933e-52,-0.10443036245407326,-0.0807559969508108,Wdr25
ENSMUSG00000025013,-0.09262250487456143,1.7073278113477515e-52,1.8237247084711766e-52,-0.10444656135233024,-0.08077226765714154,Tll2
ENSMUSG00000055540,-0.09265207341765086,1.5839976844596299e-52,1.6920601787701373e-52,-0.10447606038950871,-0.08080189749297036,Epha6
ENSMUSG00000029475,-0.09266852526287354,1.5192609453631598e-52,1.622977623920128e-52,-0.10449247355285068,-0.08081838345035067,Kdm2b
ENSMUSG00000028199,-0.09267487569246478,1.4949832418467062e-52,1.597112024794201e-52,-0.10449880904947229,-0.0808247470490051,Cryz
ENSMUSG00000028125,-0.09271921099106835,1.3359189219138642e-52,1.427243434612471e-52,-0.10454304006734128,-0.08086917431387114,Abca4
ENSMUSG00000029769,-0.09273385245616547,1.2871833699851922e-52,1.3752361227100279e-52,-0.1045576470840802,-0.08088384616061478,Ccdc136
ENSMUSG00000032024,-0.09283801200357356,9.879794566680747e-53,1.0556104103796758e-52,-0.10466156141824803,-0.08098822199161196,Clmp
ENSMUSG00000040097,-0.09287629468921485,8.963705059201247e-53,9.577721586452651e-53,-0.10469975391360231,-0.08102658423520093,Flywch1
ENSMUSG00000039546,-0.09288366718225181,8.79725161460186e-53,9.400275129116285e-53,-0.10470710903375728,-0.08103397205356697,Ajap1
ENSMUSG00000035878,-0.09289574921423976,8.53109704141643e-53,9.116273266053977e-53,-0.10471916259229216,-0.08104607920349959,Hykk
ENSMUSG00000097861,-0.0929177443442765,8.06698485272755e-53,8.620701288538272e-53,-0.10474110587798253,-0.08106812006929735,Gm26858
ENSMUSG00000022240,-0.09292142794242994,7.991754485540568e-53,8.540678859971796e-53,-0.10474478079246405,-0.08107181132810495,Ctnnd2
ENSMUSG00000022587,-0.09293791110966083,7.6635836521424575e-53,8.1903236768119795e-53,-0.10476122509851098,-0.08108832877880133,Ly6e
ENSMUSG00000021614,-0.09297667696528894,6.943706254040639e-53,7.4212900900751245e-53,-0.10479989953317181,-0.08112717528948232,Vcan
ENSMUSG00000024043,-0.09299614356689538,6.608026137183963e-53,7.062829555532657e-53,-0.10481932021348025,-0.08114668240628213,Arhgap28
ENSMUSG00000063600,-0.09300578678934616,6.447774537387923e-53,6.891848517281162e-53,-0.10482894068443498,-0.08115634570221479,Egfem1
ENSMUSG00000053965,-0.09301595007595066,6.28306737500083e-53,6.716089955636745e-53,-0.10483907999014794,-0.08116653014728589,Pde5a
ENSMUSG00000043110,-0.09301710216590114,6.264662898004062e-53,6.69670861510779e-53,-0.10484022936151717,-0.0811676846358742,Lrrn4
ENSMUSG00000109398,-0.09304842890397164,5.784284797475105e-53,6.183470211503844e-53,-0.10487148216592458,-0.08119907660803448,Gm3854
ENSMUSG00000069713,-0.09305890662558615,5.631945487185058e-53,6.020879804988572e-53,-0.10488193515404785,-0.08120957615346558,4933406P04Rik
ENSMUSG00000021702,-0.09309244726085207,5.170641419746873e-53,5.5279594224962e-53,-0.10491539659642288,-0.0812431866674692,Thbs4
ENSMUSG00000019929,-0.09310346929115465,5.027419797011991e-53,5.3750745016651455e-53,-0.1049263925967338,-0.08125423166701139,Dcn
ENSMUSG00000049382,-0.09311032001026091,4.940398514887567e-53,5.282265572334605e-53,-0.10493322713549821,-0.08126109666406545,Krt8
ENSMUSG00000033781,-0.09316078133496744,4.343982852155142e-53,4.644781246673332e-53,-0.1049835692439292,-0.08131166319254092,Asb13
ENSMUSG00000000567,-0.09321606319078138,3.772605248861819e-53,4.034190072737604e-53,-0.10503872042527697,-0.08136706037217634,Sox9
ENSMUSG00000070476,-0.09321757203960458,3.7581074654359e-53,4.01886207985462e-53,-0.1050402257064852,-0.08136857236964477,Fam217b
ENSMUSG00000063626,-0.09323146349565038,3.627210898681347e-53,3.879052268683005e-53,-0.10505408431417249,-0.08138249281675478,Unc5d
ENSMUSG00000027574,-0.09324108292730365,3.539238993869332e-53,3.785137246917273e-53,-0.1050636809965964,-0.08139213232659068,Nkain4
ENSMUSG00000059013,-0.09325559822878457,3.4104987951475565e-53,3.6476113616685317e-53,-0.10507816196631736,-0.0814066779293668,Sh2d3c
ENSMUSG00000024220,-0.09334002851407501,2.74894581499663e-53,2.940192448259519e-53,-0.10516239245671831,-0.08149128456645023,Zfp523
ENSMUSG00000091472,-0.09338287713346319,2.463795998627292e-53,2.6353193063647847e-53,-0.10520513961472076,-0.08153422275021863,Gm3739
ENSMUSG00000028651,-0.09343754274840617,2.1423697424372727e-53,2.291615994263056e-53,-0.1052596757233512,-0.08158900269388174,Ppie
ENSMUSG00000040759,-0.09343884213907899,2.1352607404636667e-53,2.2841112626291364e-53,-0.1052609720348198,-0.08159030480299628,Cmtm5
ENSMUSG00000041708,-0.09345111167575382,2.0692812078943127e-53,2.213628696624163e-53,-0.10527321249403247,-0.08160260001063539,Mpped1
ENSMUSG00000106056,-0.09350833162795513,1.7874109022332145e-53,1.9121791926636116e-53,-0.10533029679388661,-0.08165993972903018,4930500L23Rik
ENSMUSG00000020469,-0.09357080559556451,1.5231573523313095e-53,1.629550713078492e-53,-0.10539262256439201,-0.08172254454949916,Myl7
ENSMUSG00000074797,-0.09359632216321245,1.426767779624971e-53,1.5264947936792876e-53,-0.10541807857641225,-0.08174811458895449,Itpa
ENSMUSG00000039154,-0.09360479787710355,1.3961140428763057e-53,1.4937635412341072e-53,-0.10542653417240778,-0.08175660806776615,Shd
ENSMUSG00000027996,-0.09361167028384246,1.3717410624850493e-53,1.467749784979209e-53,-0.10543339026559487,-0.0817634948801905,Sfrp2
ENSMUSG00000020585,-0.09362623197370307,1.3214891057345716e-53,1.4140422978424582e-53,-0.10544791738555699,-0.08177808709746665,Laptm4a
ENSMUSG00000035790,-0.09362833357626836,1.3143895311642938e-53,1.4065067891015403e-53,-0.10545001399843665,-0.0817801931062927,Cep19
ENSMUSG00000007415,-0.0937484389660473,9.659055136221722e-54,1.033644779255179e-53,-0.10556983405588959,-0.08190055048717555,Gatad1
ENSMUSG00000024273,-0.0937998127120143,8.465537157341094e-54,9.059622887587767e-54,-0.1056210856493099,-0.08195203212505807,2700062C07Rik
ENSMUSG00000003526,-0.09380516754441244,8.349918093861e-54,8.936279544940293e-54,-0.10562642774578468,-0.08195739820697756,Prodh
ENSMUSG00000054161,-0.09381347019959928,8.173752554546066e-54,8.74812435567633e-54,-0.10563471065260281,-0.08196571830587937,Fam83e
ENSMUSG00000033066,-0.0938542925066089,7.359976641559787e-54,7.877507585490906e-54,-0.10567543583742059,-0.08200662640377247,Gas7
ENSMUSG00000035458,-0.0938749669331993,6.979149549894747e-54,7.470227559029377e-54,-0.10569606106142318,-0.08202734429432014,Tnni3
ENSMUSG00000022269,-0.09395002372013804,5.754281939141261e-54,6.159442393067805e-54,-0.10577093913696843,-0.08210255895960826,March11
ENSMUSG00000070867,-0.09395977950589929,5.611674169614634e-54,6.00705546792721e-54,-0.10578067168420553,-0.08211233527610752,Trabd2b
ENSMUSG00000013076,-0.09396366081598084,5.555921691477038e-54,5.947634156055995e-54,-0.10578454374828027,-0.08211622475491558,Amotl1
ENSMUSG00000026430,-0.09397274435209929,5.427589222541595e-54,5.810507133157811e-54,-0.10579360564431495,-0.08212532740993865,Rassf5
ENSMUSG00000056073,-0.09401822641796627,4.8280785484446397e-54,5.1691516013174953e-54,-0.10583897932684803,-0.08217090523557277,Grik2
ENSMUSG00000037032,-0.09404662604157377,4.4876715215213326e-54,4.804906510679506e-54,-0.1058673112494564,-0.0821993646780205,Apbb1
ENSMUSG00000022637,-0.09409315704913046,3.9808358360381144e-54,4.26261421982676e-54,-0.1059137312916765,-0.08224599373676969,Cblb
ENSMUSG00000023033,-0.09411037827224154,3.808070785191822e-54,4.077798059928019e-54,-0.10593091143322227,-0.08226325126198271,Scn8a
ENSMUSG00000053398,-0.09413493917157656,3.574514094088741e-54,3.8278654005350356e-54,-0.10595541372984095,-0.08228786394764848,Phgdh
ENSMUSG00000039115,-0.09413953626843123,3.532411080595693e-54,3.78294324569421e-54,-0.1059599998563509,-0.08229247073902654,Itga9
ENSMUSG00000029754,-0.09418657915252507,3.128952450626802e-54,3.3510159462503486e-54,-0.10600693045011425,-0.08233961285794687,Dlx6
ENSMUSG00000043091,-0.09419308665214979,3.076880567763936e-54,3.2953922395629105e-54,-0.10601342241233427,-0.08234613408902051,Tuba1c
ENSMUSG00000031442,-0.09426791251277472,2.536703973552829e-54,2.716972296761727e-54,-0.10608806954519359,-0.08242111791229235,Mcf2l
ENSMUSG00000029346,-0.09427834504545826,2.4693063768549198e-54,2.6449005394181134e-54,-0.10609847714832625,-0.08243157247943926,Srrd
ENSMUSG00000016503,-0.09430308621445879,2.316514427862585e-54,2.4813516963868152e-54,-0.10612315918554481,-0.08245636591447592,Gtf3a
ENSMUSG00000054728,-0.0943262881038235,2.181796165491624e-54,2.3372511651970134e-54,-0.10614630560879547,-0.0824796168314531,Phactr1
ENSMUSG00000041729,-0.09434710088047688,2.067603162758121e-54,2.2150184506517755e-54,-0.10616706861981542,-0.08250047359828869,Coro2b
ENSMUSG00000059852,-0.0943631861319611,1.983443237021559e-54,2.1249508380395916e-54,-0.10618311540263639,-0.08251659285489962,Kcng2
ENSMUSG00000029563,-0.094427515519308,1.6796234257358076e-54,1.7995337034676884e-54,-0.10624729088157017,-0.08258105830015514,Foxp2
ENSMUSG00000038544,-0.09443488738981405,1.647912021886217e-54,1.765635433617735e-54,-0.10625464510854674,-0.08258844576864247,Inip
ENSMUSG00000037972,-0.09451276188283583,1.3472505370522695e-54,1.4435583130709314e-54,-0.10633233314100089,-0.08266648511413723,Snn
ENSMUSG00000085870,-0.09451516885136582,1.3388846575327065e-54,1.434657011816131e-54,-0.10633473434405188,-0.08266889718029226,Gm12829
ENSMUSG00000030469,-0.09454246405583265,1.2475589930393773e-54,1.3368570354880758e-54,-0.10636196415790694,-0.0826962502019223,Zfp719
ENSMUSG00000028121,-0.09455299684879277,1.2140007403755045e-54,1.3010103089349361e-54,-0.10637247171291121,-0.08270680531039498,Bcar3
ENSMUSG00000021243,-0.09455449444348984,1.2093028598628729e-54,1.296032293655474e-54,-0.10637396571896027,-0.08270830607821684,Fcf1
ENSMUSG00000024502,-0.09459344656719877,1.0932724745858945e-54,1.1717315259312417e-54,-0.10641282448394178,-0.08274734075310848,Jakmip2
ENSMUSG00000049871,-0.09461282255587895,1.0397544777382267e-54,1.1144214404954356e-54,-0.10643215401966308,-0.08276675781883265,Nlrc3
ENSMUSG00000039323,-0.09461666687538366,1.0294505135819998e-54,1.1034256967373292e-54,-0.10643598912154298,-0.08277061028935365,Igfbp2
ENSMUSG00000027832,-0.09468596466382828,8.602139021552162e-55,9.221084406965975e-55,-0.10650512069257531,-0.082840055068912,Ptx3
ENSMUSG00000059974,-0.0947572617649176,7.14984343799447e-55,7.664627170660623e-55,-0.10657624666144838,-0.08291150352203219,Ntm
ENSMUSG00000039519,-0.0948045243215211,6.3244907114180304e-55,6.780145661808379e-55,-0.10662339570853942,-0.08295886647639822,Cyp7b1
ENSMUSG00000022610,-0.09483044417527113,5.912880390433334e-55,6.3391572134806e-55,-0.1066492532885406,-0.08298484141327105,Mapk12
ENSMUSG00000057914,-0.09488289927393226,5.159735362683483e-55,5.5319573198517415e-55,-0.10670158231228367,-0.08303740803521108,Cacnb2
ENSMUSG00000028455,-0.09488326155253218,5.1548810208478354e-55,5.526994140523868e-55,-0.10670194371992564,-0.08303777108427034,Stoml2
ENSMUSG00000044629,-0.09490316657673621,4.895038484285941e-55,5.248623673080112e-55,-0.10672180088544217,-0.0830577184454005,Cnrip1
ENSMUSG00000025421,-0.09490397230146047,4.8847997066138106e-55,5.237874061963676e-55,-0.10672260467272193,-0.08305852588405822,Hdhd2
ENSMUSG00000035964,-0.0949212898743713,4.669819173361259e-55,5.007573390302482e-55,-0.1067398806000882,-0.08307588029857982,Tmem59l
ENSMUSG00000000560,-0.09494446958601542,4.396741977814696e-55,4.714951257449505e-55,-0.10676300455766527,-0.08309910933426286,Gabra2
ENSMUSG00000098682,-0.09495012402286715,4.33257743197299e-55,4.646345815925607e-55,-0.10676864539198305,-0.08310477580512679,Otx2os1
ENSMUSG00000032322,-0.09496988962104595,4.115524431721023e-55,4.4137664721799044e-55,-0.10678836343528987,-0.08312458347530813,Pstpip1
ENSMUSG00000090053,-0.09497972794809018,4.0115579639522654e-55,4.302453745018173e-55,-0.10679817808843008,-0.08313444274718156,Palm2
ENSMUSG00000036111,-0.09501367588484134,3.672491966899564e-55,3.938972643017697e-55,-0.10683204431879141,-0.08316846297355183,Lmo1
ENSMUSG00000034120,-0.09504021751350956,3.427410406287651e-55,3.6762682523011974e-55,-0.10685852204757917,-0.08319506113988567,Srsf2
ENSMUSG00000024076,-0.09508133563611453,3.079510103936849e-55,3.303251870848771e-55,-0.10689954114379625,-0.08323626688360819,Vit
ENSMUSG00000003617,-0.0952084928505438,2.2110559538002683e-55,2.37180381762077e-55,-0.10702639186594597,-0.08336369532141968,Cp
ENSMUSG00000042032,-0.09524195871704512,2.026281104487608e-55,2.173690465215177e-55,-0.10705977700433632,-0.08339723263422616,Mat2b
ENSMUSG00000030110,-0.09525494855846067,1.9587773498037875e-55,2.101367713553377e-55,-0.10707273550379857,-0.0834102502148931,Ret
ENSMUSG00000031665,-0.09527137653245585,1.8766050757307977e-55,2.0133016307337795e-55,-0.10708912383454765,-0.0834267132759139,Sall1
ENSMUSG00000006720,-0.09537187017584237,1.443600088889845e-55,1.5488231682583235e-55,-0.10718937483141441,-0.08352742169534343,Zfp184
ENSMUSG00000071637,-0.0953735124242029,1.437421475614541e-55,1.5422615946024652e-55,-0.10719101311249529,-0.0835290674555432,Cebpd
ENSMUSG00000034361,-0.09539001899871226,1.3767631243756368e-55,1.4772436076247983e-55,-0.10720747980750027,-0.08354560933185612,Cpne2
ENSMUSG00000097183,-0.09539074007428351,1.374172232803407e-55,1.4745280651977296e-55,-0.10720819914082173,-0.08354633194970523,Gm17501
ENSMUSG00000033676,-0.09546134429464787,1.1426431175928677e-55,1.2261439608015772e-55,-0.10727863270863004,-0.08361708724275613,Gabrb3
ENSMUSG00000020592,-0.09548522614066188,1.0734772413778912e-55,1.151974003685038e-55,-0.10730245680464726,-0.083641020216069,Sdc1
ENSMUSG00000030087,-0.09550906894569965,1.0085850514742295e-55,1.082383957679661e-55,-0.10732624194055773,-0.08366491407845555,Klf15
ENSMUSG00000085591,-0.0955228047960538,9.729901097817313e-56,1.0442301514779502e-55,-0.10733994456156157,-0.0836786793491537,Gm13479
ENSMUSG00000027474,-0.09553555462304718,9.410710602054039e-56,1.010018214292843e-55,-0.10735266354054478,-0.08369145648860675,Ccm2l
ENSMUSG00000102758,-0.09553885973456142,9.32968367994349e-56,1.0013656555627217e-55,-0.10735596065476126,-0.08369476868090954,Naaladl2
ENSMUSG00000043051,-0.09554755440979798,9.119831002669426e-56,9.78884719670979e-56,-0.1073646342904629,-0.08370348198465151,Disc1
ENSMUSG00000011752,-0.0955531630111469,8.986964242014094e-56,9.646655273463475e-56,-0.1073702293190608,-0.08370910260349539,Pgam1
ENSMUSG00000022009,-0.09555794428190377,8.875220238966771e-56,9.527125188313754e-56,-0.1073749990186062,-0.08371389411962915,Nufip1
ENSMUSG00000021257,-0.09557540441664646,8.478782446408272e-56,9.101966097862616e-56,-0.10739241689324447,-0.08373139167285572,Angel1
ENSMUSG00000024168,-0.09561568022984919,7.630287267111298e-56,8.191465368697708e-56,-0.10743259519613978,-0.08377175382824556,Tmem204
ENSMUSG00000030525,-0.09561740567218784,7.595889972657288e-56,8.154894862419946e-56,-0.10743431646021051,-0.08377348297040843,Chrna7
ENSMUSG00000071451,-0.09562158816176296,7.513150122288381e-56,8.066418654994942e-56,-0.1074384888213282,-0.08377767442869066,Psmg4
ENSMUSG00000039781,-0.09564428082824183,7.0796339995146775e-56,7.601310795298219e-56,-0.1074611265272271,-0.08380041576341622,Cep131
ENSMUSG00000049086,-0.09564881835836721,6.995986265433385e-56,7.511827813737447e-56,-0.10746565306619613,-0.08380496302651955,Bmyc
ENSMUSG00000054690,-0.09565190287013585,6.939687113821216e-56,7.451703390270654e-56,-0.10746873010614215,-0.08380805415483113,Emcn
ENSMUSG00000025082,-0.09566768449606575,6.658621227709447e-56,7.150212927865743e-56,-0.10748447349962412,-0.08382386963727206,Vwa2
