,Endothelial_corr,Endothelial_pval,Endothelial_qval,Endothelial_ci_low,Endothelial_ci_high,gene_annotation
ENSMUSG00000109511,0.7955603583695798,0.0,0.0,0.7911355098951013,0.79990193768976,Nup62
ENSMUSG00000035585,0.767386116445032,0.0,0.0,0.7624321519776537,0.7722501261456416,Tsen34
ENSMUSG00000059689,0.7650998771684266,0.0,0.0,0.7601038317197604,0.7700054715662074,Zfp637
ENSMUSG00000047714,0.7585070945148684,0.0,0.0,0.7533904192596635,0.7635319258350021,Ppp1r2
ENSMUSG00000034190,0.7531062863220148,0.0,0.0,0.747891585800024,0.7582280439094273,Chmp7
ENSMUSG00000023110,0.7487640123534792,0.0,0.0,0.7434710180140626,0.7539632074259951,Prmt5
ENSMUSG00000057130,0.7485133967859515,0.0,0.0,0.7432158978137514,0.753717047806393,Txnl4a
ENSMUSG00000030423,0.7470114893296033,0.0,0.0,0.7416870269410463,0.7522418136885978,Pop4
ENSMUSG00000020935,0.7387843820960893,0.0,0.0,0.7333132017255025,0.7441598864508628,Dcakd
ENSMUSG00000036398,0.7378724345920948,0.0,0.0,0.7323850932037794,0.7432639347683747,Ppp1r11
ENSMUSG00000018239,0.7350378527504201,0.0,0.0,0.7295004086921827,0.7404789488189663,Zcchc10
ENSMUSG00000011958,0.7328520108441708,0.0,0.0,0.7272760654388775,0.7383312243683746,Bnip2
ENSMUSG00000006728,0.7296598998216911,0.0,0.0,0.7240279390884509,0.7351945788120404,Cdk4
ENSMUSG00000101645,0.7286152814047546,0.0,0.0,0.7229650438947821,0.7341680599946474,Gm28635
ENSMUSG00000020180,0.7278558789319897,0.0,0.0,0.7221923716087523,0.7334217993872603,Snrpd3
ENSMUSG00000036438,0.7234292220725486,0.0,0.0,0.7176886445778371,0.7290714811435722,Calm2
ENSMUSG00000063800,0.7230986506322344,0.0,0.0,0.7173523370032143,0.7287465921818611,Prpf38a
ENSMUSG00000030435,0.7228501397449286,0.0,0.0,0.717099515674115,0.7285023514890714,U2af2
ENSMUSG00000024369,0.7206073282500591,0.0,0.0,0.7148178708885173,0.7262980135049276,Nelfe
ENSMUSG00000079523,0.7199336619770775,0.0,0.0,0.7141325644525938,0.7256358805408607,Tmsb10
ENSMUSG00000025465,0.7189252687796337,0.0,0.0,0.7131067681835143,0.7246447315124959,Echs1
ENSMUSG00000092417,0.7181288098666301,0.0,0.0,0.7122965814175801,0.723861875830567,Gpank1
ENSMUSG00000063524,0.7177844968732214,0.0,0.0,0.7119463386194804,0.7235234390085596,Eno1
ENSMUSG00000001289,0.7158960181483152,0.0,0.0,0.7100253879125703,0.721667140686331,Pfdn5
ENSMUSG00000022247,0.7150408512953569,0.0,0.0,0.7091555453916306,0.720826518901908,Brix1
ENSMUSG00000023495,0.7131933951061767,0.0,0.0,0.7072764458413403,0.7190104269863995,Pcbp4
ENSMUSG00000034566,0.7128880965424957,0.0,0.0,0.7069659261521255,0.7187103038293281,Atp5h
ENSMUSG00000085111,0.7069402771238107,0.0,0.0,0.7009168443889071,0.7128628786804952,Ascl4
ENSMUSG00000024926,0.7066609642449744,0.0,0.0,0.7006327974745116,0.7125882601265597,Kat5
ENSMUSG00000008333,0.7055565421056045,0.0,0.0,0.6995096753494964,0.7115023818776081,Snrpb2
ENSMUSG00000024829,0.7054698590216286,0.0,0.0,0.6994215258188735,0.7114171530511343,Mrpl21
